"cell_id";"czi";"series_id";"cell_seg_id";"condition";"cell_type";"structure";"scope";"minipipeline";"dna_volume";"dna_shape_1st_axis_x";"dna_shape_1st_axis_y";"dna_shape_1st_axis_z";"dna_shape_2nd_axis_x";"dna_shape_2nd_axis_y";"dna_shape_2nd_axis_z";"dna_shape_3rd_axis_x";"dna_shape_3rd_axis_y";"dna_shape_3rd_axis_z";"dna_shape_1st_axis_length";"dna_shape_2nd_axis_length";"dna_shape_3rd_axis_length";"dna_shape_1st_eigenvalue";"dna_shape_2nd_eigenvalue";"dna_shape_3rd_eigenvalue";"dna_shape_meridional_eccentricity";"dna_shape_equator_eccentricity";"dna_position_lowest_z";"dna_position_highest_z";"dna_position_x_centroid";"dna_position_y_centroid";"dna_position_z_centroid";"dna_intensity_mean";"dna_intensity_median";"dna_intensity_sum";"dna_intensity_mode";"dna_intensity_max";"dna_intensity_std";"dna_intensity_entropy";"dna_texture_haralick_ang2nd_moment";"dna_texture_haralick_contrast";"dna_texture_haralick_corr";"dna_texture_haralick_variance";"dna_texture_haralick_inv_diff_moment";"dna_texture_haralick_sum_mean";"dna_texture_haralick_sum_var";"dna_texture_haralick_sum_entropy";"dna_texture_haralick_entropy";"dna_texture_haralick_diff_var";"dna_texture_haralick_diff_entropy";"dna_texture_haralick_info_corr1";"dna_texture_haralick_info_corr2";"dna_io_intensity_outer_volume";"dna_io_intensity_outer_mean";"dna_io_intensity_outer_slice_mean";"dna_io_intensity_mid_volume";"dna_io_intensity_mid_mean";"dna_io_intensity_mid_slice_mean";"dna_io_intensity_inner_volume";"dna_io_intensity_inner_mean";"dna_io_intensity_inner_slice_mean";"dna_bright_spots_number";"dna_bright_spots_number_used";"dna_bright_spots_intensity_mean";"dna_bright_spots_xy_cross_sec_area_mean";"dna_bright_spots_xy_cross_sec_area_std";"dna_surface_area";"dna_roundness_sphericity";"dna_roundness_roughness";"dna_roundness_roughness_xy";"dna_roundness_roughness_xz";"dna_roundness_roughness_yz";"valid";"dna_io_intensity_ratio";"dna_io_intensity_ratio_slice";"dna_bright_spots_intensity_mean_norm";"dna_bright_spots_xy_rad";"date";"group";"outlier"
"20181005_R01_001-Scene-02-P15-A01_seg_0_cid_5";"20181005_R01_001.czi";1;5;"TSA";"hiPS";"H2B";"ZSD";"no";739098;-0.107954723691886;0.993947142435288;0.0203680062189023;-0.992489721378663;-0.106565553144207;-0.0600660956012025;-0.0575319962308981;-0.0266994555711157;0.997986577305473;146.531960894179;131.257241479612;64.0091595057293;244.9575241469;881.864706020765;1228.74379652945;0.979927120072164;0.9606469639657;0;60;64.0701341364745;69.2790996593145;29.4312621600924;1100.43690011338;1148;813330712;1174;2780;255.884921066045;6.58876694319153;0.000903164972177527;100.228700475451;0.843523141428893;325.485629584192;0.16583703029328;156.508303165193;1201.71381786132;6.99559589804996;10.9114436841742;0.000279405345818482;4.15861287466358;-0.191858708313543;0.942254831113581;130792;962.298970885069;1143.44629244629;106903;1179.9897196524;1180.38150289017;343463;1194.33963192542;1191.95757697322;14;14;1892.62389163491;21.7142857142857;14.3896221107365;59654;0.98875497462298;11.691807515222;4.30762575511508;12.4936535920899;15.5841384254893;TRUE;0.815514707338761;0.968709090786797;1.71988406735534;2.62904389736585;"D20181005";"H2B TSA";"no"
"20181005_R01_001-Scene-02-P15-A01_seg_0_cid_6";"20181005_R01_001.czi";1;6;"TSA";"hiPS";"H2B";"ZSD";"no";536575;0.623284846413266;0.777089323743174;-0.0874538915999067;0.780777445891995;-0.612172665638933;0.125024827258009;-0.0436185765238201;0.146208106372044;0.988291763303295;135.768832014887;112.080789051828;62.0641507901098;205.012499627653;688.619842931173;1024.29517343249;0.979765302296926;0.954654776092812;0;60;67.3276466477193;63.1312304896799;28.6524810138378;918.179808973582;952;492672331;954;2266;223.072817610253;6.47389650357745;0.000869635231669202;137.661788339578;0.826625395709747;407.832660944368;0.162519572993263;182.267173300812;1493.66885543789;7.10013206726518;11.0482415672385;0.000268099144386896;4.2702874834499;-0.197277256599122;0.947378084079399;106961;823.53469021419;927.484202792065;83439;986.945481129927;967.456780333069;217785;1009.14404114149;1004.51711279798;10;8;1524.02670971485;17.375;5.87233982327317;51106;0.933675555245021;10.9115124236702;5.35544517148995;11.1679734834366;13.2472702056484;TRUE;0.834427742929982;0.958682828676602;1.6598347021141;2.35173005943356;"D20181005";"H2B TSA";"no"
"20181005_R01_001-Scene-02-P15-A01_seg_0_cid_7";"20181005_R01_001.czi";1;7;"TSA";"hiPS";"H2B";"ZSD";"no";474388;0.468314768131465;0.87542992435479;0.119598183490133;0.863573618751941;-0.482136455316246;0.147597572645229;-0.186873976105958;-0.0341597131026158;0.981789810017957;142.164522931191;110.447354345012;55.4026092846927;152.861375661515;651.728088829054;1108.22557902684;0.990441499447144;0.972104592843554;0;55;63.6144126748569;63.0660788215554;25.5480598160156;960.155916675801;1010;455486445;1026;2267;259.761490432861;6.60893935863957;0.000650417261384781;155.760462508517;0.840714089342894;503.543818898346;0.150208422542744;189.664564334971;1858.41481308487;7.32856591696246;11.3684432031947;0.000244435847934809;4.38577758257039;-0.210032238219943;0.958821808044033;108310;834.556606038224;977.912980420595;82143;1064.60360590677;1057.02022653722;155173;1099.28001649772;1102.53465346535;9;7;1653.55676884973;21.1428571428571;10.8157104175701;46942;0.937648408081981;12.1036674843322;6.83167322415716;10.9256475407042;13.9700135649016;TRUE;0.783912999550094;0.925160139673224;1.72217526354947;2.59422058636944;"D20181005";"H2B TSA";"no"
"20181005_R01_001-Scene-02-P15-A01_seg_0_cid_8";"20181005_R01_001.czi";1;8;"TSA";"hiPS";"H2B";"ZSD";"no";501682;0.905860926447589;-0.421140847846815;0.0453471962791746;-0.422821892649963;-0.892670631012834;0.156079440103595;0.0252513174194907;0.160560053568794;0.98670301518064;147.334022958973;106.056392450422;57.6861751804298;167.237579860128;584.337252722501;1232.64009546164;0.99075349346515;0.95816976947832;0;52;70.8413556794942;54.417840384945;23.8414433844547;961.215815994993;999;482224673;1002;2190;225.183333463;6.49972204963708;0.000684081597717117;151.027581715217;0.826449880852257;446.73771304263;0.146283059152334;186.82176785903;1635.9232704553;7.23156726432225;11.3304230282212;0.000240112702250412;4.39172232770555;-0.190363210630815;0.945613830211128;91395;854.107653591553;1008.3283045977;73632;1016.04498044329;1024.84504792332;226124;1052.29324176116;1057.34425159859;5;5;1798.67321080479;25.4;10.8;47576;0.953324483273885;12.5059457064331;8.20428732263342;15.2800653187486;10.3355036232316;TRUE;0.84061992336099;0.983883667722169;1.87124803907113;2.84342594576829;"D20181005";"H2B TSA";"no"
"20181005_R01_001-Scene-02-P15-A01_seg_0_cid_9";"20181005_R01_001.czi";1;9;"TSA";"hiPS";"H2B";"ZSD";"no";602490;0.87198210165744;-0.450391249699667;0.19182006303577;-0.468849127767106;-0.881057314855431;0.0625979499006259;-0.140810900789315;0.144518961156347;0.979431753663925;135.557395670677;117.334436929883;71.0791039072481;241.585130447083;699.168418659497;1029.13292328455;0.97205667618119;0.93840693164434;0;68;65.8191057112981;61.2693671264253;32.5794453019967;1033.84978339889;1081;622884156;1108;2269;240.602615345663;6.48554418828438;0.000776515118915374;157.393343731738;0.816099815677459;438.850501607603;0.148005071457725;199.734570177387;1598.00866269867;7.13101176939152;11.2269592517399;0.000243186517470999;4.38432559965258;-0.180826781426193;0.936798699294244;116749;919.033978877763;1057.2336382829;92233;1115.74201207811;1118.30406504065;253040;1133.51110496364;1132.50979872881;12;12;1683.66328490216;20.5;6.25166644450368;53022;0.973523867994024;9.86496953355462;3.80929294271706;12.0825988575068;10.1180051568008;TRUE;0.823697565323396;0.945390141494719;1.62853763857931;2.55447698497515;"D20181005";"H2B TSA";"no"
"20181005_R01_001-Scene-02-P15-A01_seg_0_cid_10";"20181005_R01_001.czi";1;10;"TSA";"hiPS";"H2B";"ZSD";"no";513070;0.997494812002531;-0.0705170938744467;-0.00560709368020729;-0.0679004194405086;-0.976677289982941;0.203693407530488;0.0198401882006986;0.20280239323805;0.979018670010475;173.89198110298;91.4734184920109;57.0095741819701;158.778443107822;433.771227057451;1853.06607382572;0.996322348268704;0.930598371559043;0;50;85.3726236186096;44.7581830939248;24.226212797474;912.988202389537;959;468426857;977;2135;220.426167678631;6.38753630952071;0.000745808590453285;150.896669288244;0.795509646757644;378.388257941545;0.146850297590503;174.01389380382;1362.65636247793;7.07924865453198;11.191546050924;0.000241089054970079;4.3918285558282;-0.171881999710289;0.927339388733349;102776;823.706507355803;981.734547820429;83090;983.298736310025;1001.72118702553;202817;1000.5489677887;1003.8411858126;13;10;1525.25494278307;21.7;12.1165176515367;49400;0.932975539036448;16.8677782341734;15.7769297262879;21.5283177974158;6.98711883693378;TRUE;0.837697107642876;0.980047702430601;1.67061845792866;2.62817893800789;"D20181005";"H2B TSA";"no"
"20181005_R01_001-Scene-02-P15-A01_seg_0_cid_11";"20181005_R01_001.czi";1;11;"TSA";"hiPS";"H2B";"ZSD";"no";650685;0.9020145368158;-0.423520646399411;0.08366622643817;-0.427386473360606;-0.903405223192902;0.0346382028426313;-0.0609145119110578;0.067001975950027;0.995891639415368;150.955450988296;115.509264043014;60.3810128342986;212.78182327147;731.098783801411;1306.793350657;0.986654561102919;0.956709706569841;0;58;72.2264413656378;64.186890738222;28.2627185197138;974.566499919316;1026;634135803;1059;2286;242.21850511113;6.42664479590601;0.000872407092069273;140.347308226572;0.826756118359449;417.678981560305;0.153579151155203;180.226188116805;1530.36861801465;7.03467255664112;11.0503364929616;0.000253024566370207;4.32629582777036;-0.182372690220143;0.935845182413474;129683;860.2519913944;1055.63246143528;102767;1064.46351455234;1068.07037037037;263061;1069.47218705928;1067.28025477707;13;13;1698.670358671;60.7692307692308;130.255461333107;55632;0.976573737615468;12.2650932503047;6.71698859328739;15.5306205185642;11.1174686285612;TRUE;0.80815545073537;0.988354785152612;1.74300097408605;4.39811856702731;"D20181005";"H2B TSA";"no"
"20181005_R01_001-Scene-02-P15-A01_seg_0_cid_12";"20181005_R01_001.czi";1;12;"TSA";"hiPS";"H2B";"ZSD";"no";464783;0.276796487740385;0.956110123266777;-0.0961100232097359;0.944247378085231;-0.252072313468071;0.211793384604008;-0.178271123162878;0.149375302408542;0.972577208079956;156.243713585056;90.931067916227;59.4532092875499;166.608345154024;439.818426824935;1442.04647839492;0.993303288312638;0.925473787731309;0;55;46.9382830267028;77.0626442877644;28.1441769600007;777.881329566701;814;361546018;822;1899;187.183729235209;6.09874544569544;0.00111916738687523;149.993471974162;0.779423911080371;350.464566049798;0.163244476453824;177.714622837529;1251.86479222503;6.82540244757218;10.7406077061637;0.000269111416862364;4.27855941045589;-0.169509640018956;0.916930691162881;99478;721.072448179497;837.448847262248;76932;839.269146778974;845.460869565217;169333;846.417721294727;854.137127872898;10;10;1303.98351980454;27.3;11.2876038201205;46262;0.935765917487477;14.0521559101274;13.2003136722802;7.55263559346065;16.8694023807246;TRUE;0.859167110988051;0.990523485365928;1.67632705689297;2.94785683044776;"D20181005";"H2B TSA";"no"
"20181005_R01_001-Scene-03-P13-A01_seg_0_cid_2";"20181005_R01_001.czi";2;2;"TSA";"hiPS";"H2B";"ZSD";"no";575730;-0.00888265425407702;0.999256547824787;-0.0375159976901994;0.998591706760474;0.0108266388962123;0.051936375301082;-0.052303935249715;0.037001831299269;0.997945470873982;142.61214564014;111.969020067604;62.3694892094647;215.378853623864;648.313548010307;1164.92080937412;0.982759763528349;0.943204029469017;0;60;54.7066767408334;68.2042606777483;28.8668646761503;954.209124068574;998;549366819;1011;2289;235.744961608632;6.49172877699967;0.000788851906505323;135.323932640551;0.828199000131883;404.582336397678;0.156621109514653;176.432529864508;1483.00541295016;7.12587375039997;11.1355889401018;0.000258283375206927;4.301099585101;-0.192201260033474;0.944929989358263;122902;861.37525833591;1060.3376344086;93357;1035.24770504622;1040.39221789883;213940;1051.0358979153;1044.78722867239;15;15;1536.91931243664;53.9333333333333;125.163608484611;51692;0.970698129132627;11.2815031402569;7.18830484501714;8.93748287578562;15.6403885481133;TRUE;0.832047493693746;1.0191710550758;1.61067346105799;4.1433697873646;"D20181005";"H2B TSA";"no"
"20181005_R01_001-Scene-03-P13-A01_seg_0_cid_3";"20181005_R01_001.czi";2;3;"TSA";"hiPS";"H2B";"ZSD";"no";730668;0.543806898802691;-0.839188784398004;-0.00602004611278451;-0.838923390053456;-0.543419357720829;-0.0300490811090378;-0.0219454422561113;-0.0213912551029917;0.999530295573527;146.736812477395;130.839285001708;61.2330154550506;234.380296614523;912.198011779339;1201.92128958833;0.980802308438674;0.96642731637291;0;60;65.6699472263737;71.81243054301;29.734295192892;1038.05781285071;1093;758475626;1137;2021;247.268454728574;6.51512596473386;0.000494222215820624;187.05574208206;0.834702716366316;582.951429645288;0.128052581618657;217.896039094485;2144.7499764991;7.43017325843212;11.7122389519134;0.00020917496507046;4.5488515580472;-0.187162677162745;0.94797561134237;141581;890.369971959514;1060.53614035088;114341;1129.81089897762;1139.39655172414;304648;1153.49140647567;1142.07250315442;12;12;1505.97236317249;39.25;26.9633238554399;59394;0.989198616434492;11.699573461609;3.29767617878338;13.5250930476996;14.7662827175968;TRUE;0.788069908659247;0.930787563597653;1.45075962487753;3.53463760981431;"D20181005";"H2B TSA";"no"
"20181005_R01_001-Scene-03-P13-A01_seg_0_cid_4";"20181005_R01_001.czi";2;4;"TSA";"hiPS";"H2B";"ZSD";"no";528342;0.231229360546408;-0.972815879265057;-0.012737655634116;-0.969241676306431;-0.229206110190908;-0.089638897593914;-0.0842825944783269;-0.0330730116697504;0.995892875849152;156.233535780319;104.903021637136;55.4335513314213;175.283404616994;547.286492938933;1400.42028905207;0.992135957759721;0.947323858483024;0;52;53.3858163840845;76.7645464490803;24.3189638529589;985.088794757941;1039;520463784;1070;2223;254.843613887741;6.54752984081628;0.000618242125492939;163.867352664861;0.830329676178525;497.034822872585;0.139982844813788;185.107681845256;1824.27193882548;7.28381373076485;11.4507610671805;0.000226787332463511;4.46858454746904;-0.187907205750277;0.945190738225591;114730;869.416926697464;1074.75382475661;89111;1081.78402217459;1086.76359516616;187679;1099.71075080323;1095.17010309278;10;8;1629.47577615877;32;20.7545175805173;48880;0.966904578781217;13.4023739642935;9.99432888445589;9.42639784439313;17.3448588334035;TRUE;0.803688082718924;0.988949049763007;1.65414101229237;3.19153824321146;"D20181005";"H2B TSA";"no"
