"cell_id";"czi";"series_id";"cell_seg_id";"condition";"cell_type";"structure";"scope";"minipipeline";"dna_volume";"dna_shape_1st_axis_x";"dna_shape_1st_axis_y";"dna_shape_1st_axis_z";"dna_shape_2nd_axis_x";"dna_shape_2nd_axis_y";"dna_shape_2nd_axis_z";"dna_shape_3rd_axis_x";"dna_shape_3rd_axis_y";"dna_shape_3rd_axis_z";"dna_shape_1st_axis_length";"dna_shape_2nd_axis_length";"dna_shape_3rd_axis_length";"dna_shape_1st_eigenvalue";"dna_shape_2nd_eigenvalue";"dna_shape_3rd_eigenvalue";"dna_shape_meridional_eccentricity";"dna_shape_equator_eccentricity";"dna_position_lowest_z";"dna_position_highest_z";"dna_position_x_centroid";"dna_position_y_centroid";"dna_position_z_centroid";"dna_intensity_mean";"dna_intensity_median";"dna_intensity_sum";"dna_intensity_mode";"dna_intensity_max";"dna_intensity_std";"dna_intensity_entropy";"dna_texture_haralick_ang2nd_moment";"dna_texture_haralick_contrast";"dna_texture_haralick_corr";"dna_texture_haralick_variance";"dna_texture_haralick_inv_diff_moment";"dna_texture_haralick_sum_mean";"dna_texture_haralick_sum_var";"dna_texture_haralick_sum_entropy";"dna_texture_haralick_entropy";"dna_texture_haralick_diff_var";"dna_texture_haralick_diff_entropy";"dna_texture_haralick_info_corr1";"dna_texture_haralick_info_corr2";"dna_io_intensity_outer_volume";"dna_io_intensity_outer_mean";"dna_io_intensity_outer_slice_mean";"dna_io_intensity_mid_volume";"dna_io_intensity_mid_mean";"dna_io_intensity_mid_slice_mean";"dna_io_intensity_inner_volume";"dna_io_intensity_inner_mean";"dna_io_intensity_inner_slice_mean";"dna_bright_spots_number";"dna_bright_spots_number_used";"dna_bright_spots_intensity_mean";"dna_bright_spots_xy_cross_sec_area_mean";"dna_bright_spots_xy_cross_sec_area_std";"dna_surface_area";"dna_roundness_sphericity";"dna_roundness_roughness";"dna_roundness_roughness_xy";"dna_roundness_roughness_xz";"dna_roundness_roughness_yz";"dna_io_intensity_ratio";"dna_io_intensity_ratio_slice";"dna_bright_spots_intensity_mean_norm";"dna_bright_spots_xy_rad";"date";"group";"outlier"
"20180924_R04-Scene-06-P19_seg_0_cid_4";"20180924_R04.czi";5;4;"TSA-50nm";"hiPS";"H2B";"ZSD";"no";620206;0.487723131420157;0.872805123422263;-0.0183674605094038;0.872570640972395;-0.486717738392158;0.0415490029657411;-0.0273244138224413;0.0362913166235623;0.998967625474914;173.968976301879;113.420388358659;46.8452034444291;140.046976810681;731.05073538564;1841.34437547032;0.997103477747942;0.981479063110385;0;44;67.6492504103475;81.8451337136371;22.4380431663028;684.236948691241;712;424367861;725;1655;150.628052611675;5.94132837542714;0.00107319229506737;129.171651608626;0.789778744820684;319.575503700204;0.164480220712527;167.135478971168;1149.13036319219;6.8301970732869;10.7067781894528;0.000274225962710621;4.22254816738089;-0.174921499004097;0.92328445575699;107302;615.379303274869;740.671720500989;89532;721.704742438458;740.410204081633;292607;738.038956689348;749.772542280908;15;15;1075.13015896361;56.9333333333333;124.445150791646;56840;0.915990327342205;16.8508604744379;10.8619057632655;13.9634787503711;19.8880357576301;0.852674600967229;1.00035320477475;1.57128339973461;4.25704625925032;"D20180924";"H2B TSA-50nm D20180924";"no"
"20180924_R04-Scene-06-P19_seg_0_cid_5";"20180924_R04.czi";5;5;"TSA-50nm";"hiPS";"H2B";"ZSD";"no";825270;0.204717273867433;-0.978765628722891;-0.010425056880935;-0.975923600299174;-0.204918586386357;0.0747094326876824;0.0752593127751284;0.00512025234743904;0.997150850602111;188.604080052357;138.422347723235;50.1739239604939;154.17566986114;1022.14118562;2096.45532413239;0.99729218580061;0.988558802712474;0;47;67.9889357422419;90.5709040677596;23.3171568092867;791.264486774025;826;653006843;840;1500;179.680462775412;6.23297439418771;0.000426923133287325;194.474076702141;0.830286283543033;588.378215045885;0.118268328908128;215.064513874826;2159.0387834814;7.50153364795862;11.8829623631557;0.000192410310627316;4.63874851441687;-0.179327090708598;0.943390184188574;132719;676.863290109178;802.893020594966;111243;840.163345109355;867.473861720067;419364;860.766243645139;876.969032347058;9;9;1217.9948979495;36.2222222222222;25.2004311152619;68770;0.916544025706423;18.0901883776019;9.67725639477031;15.4740785269645;23.8117133538186;0.805632968933057;0.925552983236811;1.53930186215642;3.39556938272207;"D20180924";"H2B TSA-50nm D20180924";"no"
"20180924_R04-Scene-06-P19_seg_0_cid_6";"20180924_R04.czi";5;6;"TSA-50nm";"hiPS";"H2B";"ZSD";"no";790250;0.697967376251711;0.711685268393965;0.0796594027049716;0.709730074542167;-0.702274962904279;0.0556156252159661;-0.0955236252383341;-0.0177187818091979;0.995269451853378;151.057522062968;141.476944700714;59.3519166131179;209.294398020715;1111.72789139357;1299.3990195345;0.986942959864801;0.982119138039309;0;60;73.9344625118633;75.6275748180955;29.3515153432458;789.271344511231;824;623721680;838;1636;173.09723956296;6.19588336424736;0.000619183621523728;158.565197103406;0.815439759746595;443.017008208407;0.13900597167154;205.504508148176;1613.50283573023;7.23043761133058;11.399326106936;0.000229341799888228;4.43078837364081;-0.180408596096358;0.938691274179547;142088;693.727703958111;823.038212435233;119833;844.687640299417;852.141296928328;355066;861.169827581351;856.571763327475;12;12;1222.2560785948;36.5833333333333;37.4042295588198;64830;0.951611097253919;13.5362236710324;1.92662227593839;16.6925174484533;16.5930437255124;0.821283123915729;0.965847114090115;1.54858793125412;3.41245317470541;"D20180924";"H2B TSA-50nm D20180924";"no"
"20180924_R04-Scene-06-P19_seg_0_cid_7";"20180924_R04.czi";5;7;"TSA-50nm";"hiPS";"H2B";"ZSD";"no";628370;0.503107935374795;0.863780234647718;0.0276787209756024;0.8604430898439;-0.503642559050115;0.0773424970720051;-0.0807471021324834;0.0150956598194529;0.996620302096953;138.00336136809;113.95277557852;67.9325931746454;266.532066353134;684.170439840983;1045.71454654526;0.966972604848578;0.920996990445041;0;66;56.5429714976845;70.2192832248516;31.5889651001798;692.754025494533;725;435305847;727;1277;156.896717974433;5.96798732740186;0.000552972558278842;232.2919083137;0.773587282251029;532.006041937089;0.126058273385462;240.701243662148;1895.73225943466;7.27562146972366;11.6046917976829;0.000203094517422164;4.62446167620147;-0.161785918388;0.922761672667832;121580;631.279922684652;755.948755490483;95415;743.055525860714;738.653690186537;266174;751.9074627875;747.064977834072;10;7;1017.55523801206;42.8571428571429;34.4650073943685;53708;0.989688331535862;9.65281734521491;5.13134248680817;10.3878812181955;12.1550391717859;0.849573014013203;1.02341430840152;1.46885503449174;3.69348781844744;"D20180924";"H2B TSA-50nm D20180924";"no"
"20180924_R04-Scene-06-P19_seg_0_cid_8";"20180924_R04.czi";5;8;"TSA-50nm";"hiPS";"H2B";"ZSD";"no";564955;0.953487312515438;0.297993428621574;0.0454077236871344;0.293473904317947;-0.952105719546416;0.0858356935743066;-0.0688114260604224;0.0685172628274104;0.995274018719554;164.889486475314;119.160544119383;48.6407707017636;131.803795184603;762.699376681892;1553.08368055992;0.996392384749957;0.984954783900516;0;47;82.4445699214982;61.8315706560699;23.6042091848023;681.407336867538;723;384964482;739;1471;174.911060263147;6.05744265231195;0.000676946959514497;189.6834388538;0.788137928923914;471.209686637648;0.141254711819781;200.907311091808;1695.15530769679;7.17230544386696;11.2876727304381;0.000228673224103307;4.47452938093979;-0.180769734795581;0.936299991058948;131275;609.941656827271;736.033184428845;102151;755.861910309248;750.781773093614;175381;765.568978395607;767.660178426602;11;11;1098.28151349683;29.1818181818182;30.5132405889586;54390;0.908782781515149;15.2925225642367;8.61480400277347;19.5544287970132;13.0425376658407;0.80694852923297;0.980355691635936;1.61178410339062;3.04776331497225;"D20180924";"H2B TSA-50nm D20180924";"no"
"20180924_R04-Scene-06-P19_seg_0_cid_9";"20180924_R04.czi";5;9;"TSA-50nm";"hiPS";"H2B";"ZSD";"no";719928;-0.436771182438564;0.898688925376129;-0.0398641392421562;-0.898319740648429;-0.438072414658243;-0.0333796805981791;-0.0474613290222598;0.0212314606608981;0.998647408911496;146.300424952485;139.591044214642;59.3576565533427;200.380718017778;1038.65117745576;1174.24142349805;0.985332237522166;0.981213706743241;0;58;67.7836964251981;73.2525988709982;28.1552002422464;662.010898312053;699;476600182;714;1424;155.527465668168;5.82346427483928;0.000980428301271462;168.05834471227;0.758964619727419;367.01284249786;0.151564934951519;198.502984011341;1299.99302527917;6.84363143091167;10.8453372729519;0.000250171350249871;4.34856721694741;-0.159556809897318;0.908630526021069;147026;593.977446165984;708.544910179641;117228;722.623468795851;727.014084507042;279120;726.286418028088;720.541817851959;13;13;1049.04335000415;25;11.415239476581;60236;0.966371678354146;12.4383142174676;1.47062825749871;14.6531472370705;15.4469257609105;0.821973644387392;0.974595850725609;1.58463154108025;2.82094791773878;"D20180924";"H2B TSA-50nm D20180924";"no"
"20180924_R04-Scene-06-P19_seg_0_cid_10";"20180924_R04.czi";5;10;"TSA-50nm";"hiPS";"H2B";"ZSD";"no";479245;0.765668165178211;-0.642226868712001;0.0360126357964835;-0.639721489427781;-0.766134989172528;-0.0615921612700136;-0.0671466812056586;-0.0241211000990251;0.99745150044154;145.543761030335;95.2459091622204;56.1297183275613;180.706433336943;485.637369657714;1247.07553800309;0.989445695530579;0.928192012983202;0;55;65.4579661759643;61.7082306544669;25.7754676626778;657.877763982931;689;315284629;675;1439;158.320494510762;5.95697773382265;0.000847909213724535;184.129196857466;0.784936880474972;444.171538476363;0.154950310834125;205.310914610886;1592.55695704799;7.06486552398786;11.0595710250429;0.000253106007500351;4.36890395206132;-0.184861121342295;0.936770913451501;100260;595.697237183323;709.51030110935;77580;713.328576952823;722.381679389313;181399;724.277079807496;718.766208791209;8;8;1084.62913332664;88.75;159.809847944362;46896;0.943918601287078;12.323110784281;8.73878899211849;12.3664074544646;10.3122007234306;0.835095153103225;0.982182025586745;1.64867881650243;5.31507313202852;"D20180924";"H2B TSA-50nm D20180924";"no"
"20180924_R04-Scene-06-P19_seg_0_cid_11";"20180924_R04.czi";5;11;"TSA-50nm";"hiPS";"H2B";"ZSD";"no";540445;-0.65433199774182;0.74858497172295;-0.107098911487229;0.748217666763203;0.661425877983754;0.0518278986343168;0.109635577595175;-0.0462206452136997;-0.992896617015791;123.515730700426;121.150778947935;63.2025616195858;218.869968712664;778.183565819376;812.441391219392;0.963028969097094;0.959632333489031;0;58;62.3452210678237;58.4584555320153;28.4491372850151;633.536269185579;664;342391509;666;1189;134.876619646301;5.63777762539087;0.000806479325556017;228.694401013584;0.714013464733761;419.943584966094;0.133389045823625;228.049104152467;1451.07993885079;6.89849096828484;11.1049371585606;0.000217233738004959;4.54534540874427;-0.135138743656682;0.877929062315438;97922;582.145493351851;678.499615680246;78788;675.1148652079;685.985726280437;245398;679.689528847016;678.847504114098;8;6;931.016695110538;38.5;27.4878761153592;48026;0.996077191543309;9.15889161392925;2.08926405364845;11.42113078565;11.3669680201297;0.862291031278924;0.989087075264989;1.46955547834282;3.50070430314757;"D20180924";"H2B TSA-50nm D20180924";"no"
"20180924_R04-Scene-07-P16-C01_seg_0_cid_1";"20180924_R04.czi";6;1;"TSA-50nm";"hiPS";"H2B";"ZSD";"no";649582;0.0212852055062308;-0.999644962962049;-0.0160277275732216;-0.998117193606722;-0.0221696095616612;0.0571889520670357;-0.0575239763333496;0.0147802718678441;-0.998234709730288;158.625796605526;141.190560680145;45.8570598046218;127.42068106935;1115.51499672273;1434.40097101864;0.996046624910139;0.993454804488018;0;44;68.917625488391;79.0726420990729;22.2042744411021;649.984175977783;692;422218021;701;1294;162.338055065481;5.86852317734248;0.000681800958556278;234.794732055307;0.756432734321565;513.888253977588;0.132356325544636;212.167773426766;1820.75828385504;7.10369988090596;11.3259417378773;0.000211608820536649;4.5859949253102;-0.159775462808853;0.915760650851879;147545;586.943359652987;718.624678663239;120904;715.233267716535;712.229388297872;202813;720.536957690089;720.028578309384;10;10;963.410220367524;47.5;36.9167983443852;58944;0.919396184673476;15.4365951530609;3.79857212521712;17.2026356309975;19.8949886394089;0.820632073682578;1.00897925650141;1.48220565357341;3.88840836252188;"D20180924";"H2B TSA-50nm D20180924";"no"
"20180924_R04-Scene-07-P16-C01_seg_0_cid_2";"20180924_R04.czi";6;2;"TSA-50nm";"hiPS";"H2B";"ZSD";"no";681827;0.80282904895317;0.595914724939099;-0.0187392304459347;0.594299743080054;-0.802375898457388;-0.0547789462264622;0.0476794875384529;-0.0328414094621109;0.998322647390418;152.981519218246;135.477073800774;52.5327425156984;168.281286127519;988.29462299067;1335.09640112824;0.992024614319909;0.985396683833218;0;50;75.7080388426976;71.2928352793304;24.8866310662382;677.226525203607;713;461751330;719;1529;160.500680693081;5.88540799893935;0.00101070771222403;151.383645216998;0.783676548656973;365.493796481871;0.156909850057546;181.643885576867;1310.59154071049;6.84398097929781;10.8050114271176;0.000259878554294304;4.29993250406354;-0.167291479718734;0.91702188992875;130428;600.478455546355;719.875974025974;106642;733.587001369067;738.640816326531;287274;740.318514728099;745.709248759745;12;12;1022.07584745934;109.5;180.348967282876;58736;0.950965128112814;13.7959146495878;3.73521926209446;17.147154970443;15.8449392180828;0.818551111764118;0.974595443569069;1.50920823302373;5.90380661413677;"D20180924";"H2B TSA-50nm D20180924";"no"
"20180924_R04-Scene-07-P16-C01_seg_0_cid_3";"20180924_R04.czi";6;3;"TSA-50nm";"hiPS";"H2B";"ZSD";"no";824300;0.944444296553132;0.328475284335467;-0.0113559803185209;0.326393410949352;-0.94139907690975;-0.0850595043620478;0.0386304542700185;-0.0766274466115366;0.996311157434608;186.051186672162;149.111516453279;47.8694923132324;139.105664963735;1199.2114225261;1997.84130831175;0.997573026741801;0.993249491971065;0;47;86.3442533058353;74.237608880262;22.6562173965789;621.751069998787;654;512509407;658;1236;142.031603490334;5.73252877139397;0.000795646287998654;209.311304377949;0.742547204622769;432.83956185523;0.139778624091073;213.0340939653;1522.04694304298;7.00050543275495;11.1230418434946;0.000228611133904922;4.47413389138532;-0.159359264180307;0.911451562045525;163016;556.88921946312;640.783947223749;137570;671.342778221996;666.368112543963;325364;680.659593562902;684.413332460219;9;7;887.919185908598;33.8571428571429;13.6635968013924;71036;0.891541270495617;18.2046455597544;7.85193663872295;23.46122579099;18.2728342765507;0.829515468890575;0.961606558239196;1.42809434314336;3.28284378083476;"D20180924";"H2B TSA-50nm D20180924";"no"
"20180924_R04-Scene-07-P16-C01_seg_0_cid_5";"20180924_R04.czi";6;5;"TSA-50nm";"hiPS";"H2B";"ZSD";"no";701930;0.459202800757691;-0.884369098590049;-0.0838098158649438;0.872502010016161;0.466739517866761;-0.144549178410885;0.166952179662472;-0.00674684522774667;0.98594190994471;152.056122440898;137.619201363359;60.8486399940613;186.627666704296;1001.69534373447;1265.13589043264;0.989059683521178;0.982490667453238;0;58;70.9201928967276;71.778210077928;28.2648170045446;729.686577009103;768;512188899;775;1546;170.962426155555;6.01100617171839;0.000863585107742652;169.552436995049;0.786848142170636;415.24020408851;0.149884686402021;207.34601529436;1491.40837935899;6.99492508790002;11.0287738441471;0.000246829167155924;4.3716978614109;-0.172612412978297;0.926373116176834;134395;647.194106923621;758.969536423841;109687;785.713776473055;794.845338983051;295059;801.148170365927;806.666603577174;13;13;1173.92487612317;27.6923076923077;18.1548239632362;61550;0.926302333843069;13.240181004123;3.30458654615902;15.6296461189772;16.4854470486444;0.823702124492169;0.954864423555518;1.60880700441955;2.96896199196032;"D20180924";"H2B TSA-50nm D20180924";"no"
"20180924_R04-Scene-07-P16-C01_seg_0_cid_6";"20180924_R04.czi";6;6;"TSA-50nm";"hiPS";"H2B";"ZSD";"no";774017;0.294366664365849;-0.952402858876594;-0.0792279074178647;-0.95565225349704;-0.292579655043194;-0.033554669434143;-0.00877708927562388;-0.0855917043789647;0.996291635438816;168.724181645739;137.709996184457;57.0696695851264;186.552093240017;1001.2417472567;1581.53378870033;0.993018770513881;0.98248897478698;0;58;70.2414262219047;78.9670627389321;26.1042819472957;681.63257008567;717;527595197;723;1329;156.048195312103;5.86598066516956;0.000815102062837988;196.525567515829;0.770817433941199;451.207149247587;0.14285308212094;228.811870879433;1608.30302947451;7.02383633566137;11.1140658649727;0.000234077851972506;4.43922736233994;-0.166348518277877;0.920786638962686;145056;599.863976671079;688.357947434293;120435;730.510831568896;728.712248865846;331878;751.002163445604;756.933203946304;4;4;1015.01529884032;44.5;14.9415527974839;65274;0.931775654941487;15.042207520369;5.92216561558835;15.964438560303;20.0351049041489;0.821156854557199;0.944622446659351;1.48909448196225;3.76361394608675;"D20180924";"H2B TSA-50nm D20180924";"no"
"20180924_R04-Scene-07-P16-C01_seg_0_cid_7";"20180924_R04.czi";6;7;"TSA-50nm";"hiPS";"H2B";"ZSD";"no";667187;0.0587107184247371;0.997911452891748;-0.0269403735967513;0.989542357220981;-0.0617376990817628;-0.130362493753509;-0.131753462222421;-0.0190049651294345;-0.991100316059295;155.239232526312;146.068737374658;51.5267003312024;139.218555743735;1118.44917880677;1375.50277245047;0.994864794331672;0.992222789849759;0;50;71.9855812538314;73.6971613655542;23.9608835304045;638.613887860525;674;426074884;689;1391;155.638116760329;5.84860860184985;0.00101503827808128;176.153843302227;0.765875672826806;397.567432960259;0.157279728462819;200.542282256105;1414.11588853881;6.89328704770457;10.8432275642395;0.000258414138460851;4.32538501375239;-0.171058854859869;0.921287808584224;141393;574.052888049621;655.446552814674;114513;693.616672342878;687.053097345133;241139;707.800787097898;707.498867035258;9;9;957.750147209428;38.5555555555556;19.5681777446678;61602;0.894340935143364;14.9835636495872;4.15555197721018;17.1422964856595;18.7447309614975;0.827622678259162;0.95399694048016;1.49973272648058;3.5032291533158;"D20180924";"H2B TSA-50nm D20180924";"no"
"20180924_R04-Scene-07-P16-C01_seg_0_cid_9";"20180924_R04.czi";6;9;"TSA-50nm";"hiPS";"H2B";"ZSD";"no";683582;0.214765289282746;-0.976409432295588;-0.0223716571470922;-0.976652783710898;-0.214823861714765;0.000220244658530088;0.00502101474329854;-0.0218020403211312;0.999749698899071;149.861258243528;119.991925226234;60.7592556905945;227.60180679138;776.860245254939;1271.17778862989;0.983840344389171;0.956119637932252;0;60;62.5226278632264;73.3928204663084;28.7687695111925;727.09082743548;765;497026202;783;1380;163.955094447682;5.9351207553798;0.000682441007454008;201.697186971647;0.77960865870094;480.136218898195;0.132212266601451;228.526259196338;1718.84768862114;7.10885223641796;11.3117326271086;0.000215907872285354;4.52624670372394;-0.162047738850368;0.919522942378782;134731;642.539994507574;749.007087172218;106833;786.316531408834;785.616753150482;280768;801.139378419193;798.294656645733;7;7;1090.07960019919;36.1428571428571;8.32257809350258;57544;0.976713599877689;11.8855920315909;5.21831203059832;11.5955332779289;16.0830369261052;0.817151832425986;0.953400095108141;1.49923442720906;3.39184739389906;"D20180924";"H2B TSA-50nm D20180924";"no"
"20180924_R04-Scene-07-P16-C01_seg_0_cid_11";"20180924_R04.czi";6;11;"TSA-50nm";"hiPS";"H2B";"ZSD";"no";719667;0.993191723596484;-0.116153236052588;-0.0088671265896682;-0.115515151944471;-0.991845625731685;0.0538377598732308;0.0150482507518694;0.0524469300477515;0.998510325273542;169.723691368778;130.742928597136;54.8996270471997;180.407636739166;883.489193351659;1593.96873037824;0.99357433906385;0.978929392726093;0;52;80.0600152570564;64.523971503487;23.8266239802575;712.030705868131;743;512425002;758;1552;156.532663442388;5.93355846564637;0.000907690821704243;152.387725508142;0.78722365333017;373.835497385378;0.152622564432422;190.458327317206;1342.95426403338;6.92761803419266;10.9252653619884;0.000253008711490804;4.325892226992;-0.17005775924732;0.922142604264846;128040;631.104896907216;737.963870967742;108517;757.735377867062;769.860496311201;326333;774.755663693221;780.826300378918;17;17;1103.53234039589;54.7647058823529;114.652687514621;61342;0.942078510161822;14.9591048628861;7.73112848469329;20.234144226555;13.9698863660482;0.832882976486731;0.958568304912004;1.54983813380692;4.17518230695386;"D20180924";"H2B TSA-50nm D20180924";"no"
"20180924_R04-Scene-07-P16-C01_seg_0_cid_12";"20180924_R04.czi";6;12;"TSA-50nm";"hiPS";"H2B";"ZSD";"no";595613;0.987208808882575;-0.0938086741706139;-0.128913538136996;-0.0942253078431911;-0.995546741769306;0.00287685842109413;-0.128609327136499;0.0093068578409007;-0.991651664331093;148.399312994667;115.075387432751;64.2593226893467;207.795742825243;690.659625595296;1182.45855951091;0.984438054639877;0.953666541910522;0;60;73.4623404794724;60.4912182910716;27.6050321265654;655.838989410909;688;390626228;693;1319;141.725397763711;5.7223931643589;0.000959289387328376;204.070846470377;0.711751224467503;371.049335026151;0.145455413915771;217.681232787962;1280.12649363423;6.8132121471561;10.8921153223482;0.000238200919367572;4.43260570249221;-0.142852479635312;0.886718509645308;117699;606.30275533352;696.301196340605;93420;706.782862342111;703.205458680819;243011;704.363641975055;699.965132827325;10;6;996.627217553688;26;12.6491106406735;53458;0.957557738735697;11.471479643245;6.06513567164176;15.4905757451112;10.0159944149923;0.857834545286478;0.990181728177757;1.51962178773312;2.8768136958758;"D20180924";"H2B TSA-50nm D20180924";"no"
"20180924_R04-Scene-08-P17-C01_seg_0_cid_1";"20180924_R04.czi";7;1;"TSA-50nm";"hiPS";"H2B";"ZSD";"no";593408;-0.961813066222145;-0.273545888741959;-0.00939533909594329;-0.273707095428483;0.961217444501142;0.0338445017513588;0.000227060474579942;-0.0351236549787515;0.999382948275822;184.398695820827;115.885838298366;42.7016635456066;113.494312715972;746.760236263933;2028.33814884073;0.998433328956068;0.98838322066019;0;41;91.0789187203408;63.7522294947153;18.126405441113;648.532515571074;677;384844383;679;1352;140.074179589509;5.80258401540476;0.000898797786418029;190.675118719224;0.747371556963816;397.099713961752;0.144991959242605;200.780975680499;1397.72373712779;6.92306620616414;10.9906799640473;0.000236528445164028;4.43567612253588;-0.15675950575614;0.906961719431997;107096;591.631396130574;682.366706875754;85108;692.649339662546;692.406984126984;272503;695.175443940067;712.026992615228;10;10;1004.51269882544;32.6;19.5151223414049;56822;0.887794759425608;18.3209560346051;12.5675609466223;23.4862902923271;13.9549959824676;0.854157164747768;0.98549945699365;1.54890105693607;3.22131996076012;"D20180924";"H2B TSA-50nm D20180924";"no"
"20180924_R04-Scene-08-P17-C01_seg_0_cid_3";"20180924_R04.czi";7;3;"TSA-50nm";"hiPS";"H2B";"ZSD";"no";592970;0.53470951215969;-0.843736635176866;0.0468425881689543;-0.831945434904317;-0.535336127500449;-0.145883597209182;-0.148163865189239;-0.0390348697095577;0.988192161474145;158.58526178131;122.674193227611;50.1241001651122;140.856630795703;820.765699459292;1449.03814169199;0.995264186944044;0.985163897448747;0;50;67.5543939828322;73.1876519891394;25.2626507243199;654.416021046596;693;388049068;699;1535;162.579974280872;5.90962869360278;0.00106749823059754;155.531224330972;0.763058213932301;345.838214521248;0.161200280331462;185.778215454424;1227.82163375402;6.82159522188566;10.7379620261116;0.000265537625623497;4.28906619052846;-0.169225389301312;0.917518087669712;129289;594.09989248892;716.244897959184;102102;718.631564513918;728.138543516874;206977;718.504756567155;725.799738614658;10;10;1089.08699241171;22.7;11.3670576667843;55402;0.920432521452679;14.5995768691887;6.90461761221366;15.1618511545496;17.3087627132592;0.826709988574979;0.983665683318665;1.66421199571177;2.68805402035972;"D20180924";"H2B TSA-50nm D20180924";"no"
"20180924_R04-Scene-08-P17-C01_seg_0_cid_4";"20180924_R04.czi";7;4;"TSA-50nm";"hiPS";"H2B";"ZSD";"no";672140;0.261314972342581;-0.965237992855246;-0.00548656343914587;-0.962044881852389;-0.259979018631824;-0.0829491119473626;-0.0786392429466271;-0.0269541651699555;0.996538680859289;180.788763782234;122.496938657716;46.5679823989391;126.119071412191;860.948346952018;2032.01646273436;0.998072049229758;0.989212366445937;0;44;63.614629392686;85.880762936293;20.8443434403547;686.295819323355;725;461286872;742;1605;173.375209619765;6.03842782163589;0.00086767758039491;162.215076092116;0.792630783398178;410.248107218723;0.152694541427689;175.79717195713;1478.77735278278;7.00513175185007;11.0077468584362;0.000248784353226033;4.37082204626652;-0.178166244980581;0.930702133515714;147744;612.920186268139;738.973548016101;120825;754.997434305814;758.431239388795;225277;760.741118711631;763.437683925873;21;21;1109.20866852556;46;106.400859287615;61604;0.898203624373077;18.0173409584598;11.269217880901;13.7061346469545;23.0383898097404;0.811817575024863;0.97434481814281;1.6162253029884;3.82651992866291;"D20180924";"H2B TSA-50nm D20180924";"no"
"20180924_R04-Scene-08-P17-C01_seg_0_cid_5";"20180924_R04.czi";7;5;"TSA-50nm";"hiPS";"H2B";"ZSD";"no";618491;0.890382142938177;0.446479430146741;0.088745467448551;0.44837301942151;-0.893845149842263;-0.00157593093150586;-0.0786210849051222;-0.0411942539597971;0.996053090175939;156.972005730999;111.386130675406;58.7587287852845;185.366078664983;707.299366036576;1414.28319650701;0.991373491771907;0.965047279531996;0;55;78.198859805559;61.936107396874;25.2017668810055;679.245091682822;715;420106976;720;1211;156.701256554393;5.87094477866881;0.000565005444353738;274.653328057378;0.747130871960694;569.281235014848;0.122784047904199;255.664407742714;2002.47161200202;7.23050875450596;11.5745921875864;0.000196778483162093;4.6838907056178;-0.155446398769184;0.913800529848574;122849;613.587387768724;722.790200138026;99384;736.794624889318;737.715947980835;247527;738.456919851168;733.042269771345;7;7;961.310209269797;41.7142857142857;13.8843620740775;55600;0.942496550628639;13.5360237573784;8.40919630327207;17.031669471796;11.3617337086081;0.832779402891135;0.979767622099453;1.41526265120026;3.64390855235864;"D20180924";"H2B TSA-50nm D20180924";"no"
"20180924_R04-Scene-08-P17-C01_seg_0_cid_7";"20180924_R04.czi";7;7;"TSA-50nm";"hiPS";"H2B";"ZSD";"no";781442;0.416221021444176;-0.909252993633881;0.00436518908997268;-0.907615117596256;-0.415172746449844;0.0621802936309216;0.0547253105856924;0.0298426569379864;0.998055387344901;181.254806181087;125.233557749093;54.893313753903;179.212278636439;869.077261648751;1908.86574944294;0.995583126823672;0.978507794548502;0;52;68.0766160508393;88.7911681225222;23.2944505158412;798.131180561065;836;623693226;851;1538;179.187269168548;6.17776063653912;0.000542089433600289;198.800083433881;0.806179398464068;533.692576742551;0.130030513723522;227.795705901546;1935.97022353633;7.31611437049964;11.5738163801282;0.000211661642298057;4.55147732579778;-0.178142596840226;0.938829412426874;134714;688.438009412533;806.026060606061;112852;853.042639917768;869.454266421117;369361;872.17441473247;874.269332503501;10;10;1250.1874081758;26.2;8.97552226892675;66140;0.922512884075167;16.7097886646808;10.4055554843026;14.5315967540647;21.1844746018762;0.807038214970001;0.927048255135785;1.56639339324765;2.88785716717696;"D20180924";"H2B TSA-50nm D20180924";"no"
"20180924_R04-Scene-08-P17-C01_seg_0_cid_8";"20180924_R04.czi";7;8;"TSA-50nm";"hiPS";"H2B";"ZSD";"no";617893;0.515754819349811;0.856690342405403;0.00886699197906502;0.856117171454331;-0.514961167213372;-0.0433403392150678;0.0325630935029118;-0.0299441729148522;0.999021016520657;177.885857526886;105.01384295876;51.858485084373;168.967707426586;582.508480318038;1897.47770391368;0.99602728338356;0.957005705528341;0;50;66.9765574298463;84.548666193014;24.0833267248537;715.336250774811;756;442001262;770;1495;179.157432573584;6.09660320131561;0.00067340188224815;195.935111983149;0.789222320387963;485.321558859867;0.141486736353903;216.505806755906;1745.35112345632;7.18378703960389;11.3276413096513;0.00022955125996934;4.4811285358167;-0.179339272341029;0.935929282730705;128654;638.200001554557;777.905672823219;102207;786.522263641434;790.274841437632;232987;784.571461068643;779.935938436938;5;5;1220.50505378004;41.2;43.650429551151;56700;0.924578296554252;16.82745762908;13.7056799818276;12.2207759730535;17.9894920669207;0.81142013526715;0.98434826978433;1.70619768319872;3.62137643870009;"D20180924";"H2B TSA-50nm D20180924";"no"
