"cell_id";"czi";"series_id";"cell_seg_id";"condition";"cell_type";"structure";"scope";"minipipeline";"dna_bright_spots_intensity_mean";"dna_bright_spots_number";"dna_bright_spots_number_used";"dna_bright_spots_xy_cross_sec_area_mean";"dna_bright_spots_xy_cross_sec_area_std";"dna_intensity_entropy";"dna_intensity_max";"dna_intensity_mean";"dna_intensity_median";"dna_intensity_mode";"dna_intensity_std";"dna_intensity_sum";"dna_io_intensity_inner_mean";"dna_io_intensity_inner_slice_mean";"dna_io_intensity_inner_volume";"dna_io_intensity_mid_mean";"dna_io_intensity_mid_slice_mean";"dna_io_intensity_mid_volume";"dna_io_intensity_outer_mean";"dna_io_intensity_outer_slice_mean";"dna_io_intensity_outer_volume";"dna_position_highest_z";"dna_position_lowest_z";"dna_position_x_centroid";"dna_position_y_centroid";"dna_position_z_centroid";"dna_roundness_roughness";"dna_roundness_roughness_xy";"dna_roundness_roughness_xz";"dna_roundness_roughness_yz";"dna_roundness_sphericity";"dna_shape_1st_axis_length";"dna_shape_1st_axis_x";"dna_shape_1st_axis_y";"dna_shape_1st_axis_z";"dna_shape_1st_eigenvalue";"dna_shape_2nd_axis_length";"dna_shape_2nd_axis_x";"dna_shape_2nd_axis_y";"dna_shape_2nd_axis_z";"dna_shape_2nd_eigenvalue";"dna_shape_3rd_axis_length";"dna_shape_3rd_axis_x";"dna_shape_3rd_axis_y";"dna_shape_3rd_axis_z";"dna_shape_3rd_eigenvalue";"dna_shape_equator_eccentricity";"dna_shape_meridional_eccentricity";"dna_surface_area";"dna_texture_distance_used";"dna_texture_haralick_ang2nd_moment";"dna_texture_haralick_contrast";"dna_texture_haralick_corr";"dna_texture_haralick_diff_entropy";"dna_texture_haralick_diff_var";"dna_texture_haralick_entropy";"dna_texture_haralick_info_corr1";"dna_texture_haralick_info_corr2";"dna_texture_haralick_inv_diff_moment";"dna_texture_haralick_sum_entropy";"dna_texture_haralick_sum_mean";"dna_texture_haralick_sum_var";"dna_texture_haralick_variance";"dna_volume";"group";"dna_io_intensity_ratio";"dna_io_intensity_ratio_slice";"dna_bright_spots_intensity_mean_norm"
"20181114_R08-Scene-25-P210-C08_seg_0_cid_4";"20181114_R08.czi";24;4;"TSA-50um";"cardiomyocyte";"H2B";"ZSD";"no";803.51547838889;8;8;47.375;16.8221394299298;5.88062432227057;962;591.445677122483;626;637;144.266413801727;323388893;654.003719212329;662.557690027274;194396;646.898514349187;661.466052934407;93629;532.313783489732;599.5;117648;47;0;92.3733752517022;65.961236482149;21.248073711952;20.4687452457335;18.8530591009093;18.6966501234642;10.3986027433018;0.851377814437796;199.292232535303;0.873870752667626;0.48409286932587;0.0447660753245396;132.960088233546;93.5375152070378;0.476497027406837;-0.871131828649661;0.118658838633901;473.900002186432;51.9758837254396;-0.0964390507240953;0.0823615868068601;0.991925439997428;2370.94156284043;0.959834821807092;0.998426333333735;56504;"[1, 4, 7, 10]";"[0.0004083294918388615, 0.0002532184990108666, 0.00022189143982252472, 0.00020686816008256087]";"[360.67021598439806, 891.635864816537, 1220.9953745667963, 1451.1824705058955]";"[0.7740952465417279, 0.4263010193416783, 0.24711552804494327, 0.14830706913409233]";"[4.866188662245952, 5.6616994847254505, 5.93678346524578, 6.087563162837128]";"[0.0001744291899104921, 9.198796874126875e-05, 7.26571489148534e-05, 6.346025833007849e-05]";"[12.00076430516084, 12.663295509296226, 12.850450095390933, 12.94714438340241]";"[-0.17148630063005355, -0.052922033451102905, -0.02779009990592059, -0.020445216810012264]";"[0.935599680814511, 0.6653537921677395, 0.4927529120189699, 0.43836711239131004]";"[0.1129965053225224, 0.06545829333003225, 0.054233006543500856, 0.048667539691161665]";"[7.541558359761591, 7.38313928945857, 7.302073998588472, 7.263575249264397]";"[300.7582436359562, 304.1993332420996, 305.0735530153505, 304.71507103811484]";"[2995.31569096189, 2323.797419053884, 2072.742945748602, 1964.8666875431127]";"[838.9964767365753, 803.8583209676079, 823.4345800788471, 854.0122895122505]";688.781548224;"H2B TSA-50um 20181114_R08.czi";0.822870622952763;0.90632013138163;1.35856175718144
"20181114_R08-Scene-26-P211-C08_seg_0_cid_1";"20181114_R08.czi";25;1;"TSA-50um";"cardiomyocyte";"H2B";"ZSD";"no";915.202967917596;10;10;67.5;43.7658542701956;6.21461999918212;1123;656.645962474133;698;745;177.180748143836;425528253;755.411415313998;760.043256761764;240081;725.990719004204;762.950557103064;109902;546.488039163408;687.789234760052;135024;50;0;71.0115410789265;71.8733768187731;23.0227349533126;13.2758358507736;2.56315985263066;16.0078695127897;16.412063018269;0.948240832991954;148.395904366537;0.646346249916798;0.763036584114797;-0.00342001767735486;166.364758704697;134.859666391438;0.762605870254778;-0.646120335644339;-0.0309967501489815;1009.8948180618;51.4401490466386;0.0258613973219407;-0.0174265076612762;0.9995136342038;1205.34009815457;0.986337906577309;0.990429012112343;57046;"[1, 4, 7, 10]";"[0.00026467818063187633, 0.00015374139671180478, 0.00013157042286313168, 0.00012180111646962909]";"[303.31008269353356, 881.3762951454603, 1372.3888805277747, 1722.417323158796]";"[0.8522550576820641, 0.5522394894407752, 0.3225514252597018, 0.18505353670079716]";"[4.9359292404889565, 5.810899902548392, 6.145983090991946, 6.317137591282362]";"[0.00015750970987991867, 7.605436833728212e-05, 5.678669701986294e-05, 4.8296117247073066e-05]";"[12.488771410184306, 13.248626135993389, 13.474707350400804, 13.57544675223407]";"[-0.19133372928495307, -0.06587023285682875, -0.03317528492050943, -0.02384251138918179]";"[0.9585010140833397, 0.7364571875935669, 0.5260914189863591, 0.45064420129563626]";"[0.1020177553190523, 0.05488585699963586, 0.0438436197925914, 0.03850920530550216]";"[7.885970866121303, 7.732603658518144, 7.62781369254514, 7.566005479673654]";"[263.02877696526076, 267.5807587366498, 269.5596090307339, 269.6768552324597]";"[3912.5214318301264, 3163.4432997949357, 2746.8916054306765, 2526.318307561773]";"[1053.9578786309148, 1011.2048987350989, 1029.8201214896146, 1062.1839076801416]";816.334946496;"H2B TSA-50um 20181114_R08.czi";0.752747968890004;0.901485985371842;1.39375404741584
"20181114_R08-Scene-26-P211-C08_seg_0_cid_2";"20181114_R08.czi";25;2;"TSA-50um";"cardiomyocyte";"H2B";"ZSD";"no";543.355244307946;4;4;203;99.7221138965676;5.22159579015694;650;467.731436726724;492;494;98.5575728226702;351656397;497.306032951884;501.34064516129;332242;500.897118041848;514.794392523365;113985;433.932649004229;507.682857142857;138335;44;0;77.4029652822299;86.9795273956751;19.5401697715187;17.5376556587001;6.56036729692834;18.3537181286576;22.5579410448488;0.88874259845957;180.128514624895;0.300094926717452;-0.953669214133718;0.0214024524768651;129.986143427001;144.414737833486;-0.953507697996168;-0.300544078355554;-0.0222783937360729;1160.89299545517;45.8159817748715;-0.0276785986006502;0.0137217702570786;0.99952269018793;1832.67210939718;0.993711494816088;0.997481500838575;66726;"[1, 4, 7, 10]";"[0.00047695730956396856, 0.00033894812642410425, 0.00030657793854989616, 0.00029124653712650505]";"[509.78503099934943, 949.8750117399358, 1185.6987765884305, 1356.816062581651]";"[0.6670991110522775, 0.38438115530598554, 0.2704631954363942, 0.20629023763492543]";"[4.907503102304229, 5.459094425168777, 5.666300567685972, 5.789159892005196]";"[0.0001711873786154676, 0.00011060633195227967, 9.411125182212901e-05, 8.549640128982832e-05]";"[11.79945255185126, 12.247626375116287, 12.397370613132486, 12.477343550355858]";"[-0.13916648449986274, -0.05641558864002191, -0.03668520183155824, -0.02867316484109716]";"[0.8942134546494773, 0.6772033007068019, 0.5555692020361193, 0.49763726719109197]";"[0.11136835661601811, 0.07649579057901532, 0.06683942690505679, 0.06203721318440916]";"[7.327126109111379, 7.229469774915274, 7.185820774776375, 7.166237860464614]";"[335.17954200841604, 337.1835314324983, 337.24417107408715, 336.42457470192727]";"[2829.962337001328, 2337.163289498136, 2186.213365193294, 2121.271707589906]";"[834.9368420001701, 821.759575309519, 842.9780354454314, 869.5219425428913]";947.094311808;"H2B TSA-50um 20181114_R08.czi";0.866310931675147;0.98618567823622;1.16168211422874
"20181114_R08-Scene-26-P211-C08_seg_0_cid_3";"20181114_R08.czi";25;3;"TSA-50um";"cardiomyocyte";"H2B";"ZSD";"no";NA;0;0;NA;NA;5.64497037044903;1392;526.287392946682;545;543;115.686040037601;393597184;565.205271141916;562.267982036369;324332;561.527554048326;562.899684542587;113232;486.100640010229;546.967289719626;140779;52;0;70.3013270934314;82.706755808123;21.7567574795253;15.9562597795959;4.52393354555717;17.2110385586974;20.9175650187655;0.907235838283784;168.833642794223;-0.153573023827799;0.988085199087654;-0.0101472014022475;149.674423846756;145.036542389118;-0.986473158132944;-0.152710576622278;0.0595834546741521;1157.92748376215;52.7834792768801;0.0573239446968001;0.0191603531179023;0.998171751870787;1572.24382520976;0.991610655577833;0.995458359803763;65358;"[1, 4, 7, 10]";"[0.0016689562707877823, 0.001192842225781471, 0.001057784890545739, 0.0009838081150159886]";"[107.47205340857249, 203.25652099177265, 256.6910830419855, 296.5826414551438]";"[0.7577500816139544, 0.5367317795461818, 0.43260008327108124, 0.36531621612964876]";"[3.885866054965689, 4.406226645709037, 4.630252900902729, 4.772545742854136]";"[0.00036008028274535093, 0.00024507907435897166, 0.0002081956541629155, 0.0001876710070997159]";"[10.127776151380743, 10.582660862110032, 10.766772357805166, 10.880189651515444]";"[-0.20239378553948023, -0.10887890980227229, -0.07922070700432095, -0.06383855021979021]";"[0.938846570867365, 0.8270296046427519, 0.7507099569458042, 0.6990777950709516]";"[0.2097355270368385, 0.15081265634789082, 0.13114179800052952, 0.12034231090598943]";"[6.61321085643173, 6.540465582732992, 6.509815646457161, 6.49783652485442]";"[157.11203137966612, 158.26327800718911, 158.55310252254918, 158.4607971556161]";"[823.1744749068735, 703.6173026226589, 664.4016382455817, 644.0962332305115]";"[232.66163207886055, 226.71845590360752, 230.27318032189095, 235.1697186714126]";942.107112;"H2B TSA-50um 20181114_R08.czi";0.86567548912906;0.971695854056292;NA
"20181114_R08-Scene-27-P207-C08_seg_0_cid_1";"20181114_R08.czi";26;1;"TSA-50um";"cardiomyocyte";"H2B";"ZSD";"no";780.967264979971;7;7;45.4285714285714;31.134992453862;5.85476475290693;1037;546.533991091663;578;607;139.099510829923;426142937;621.400501551699;617.318996972285;263582;606.596434989914;638.723512747875;136325;476.424468152627;579.694491766042;173311;55;0;81.9400489150579;92.2297160900273;25.1387358779253;20.3523137075403;16.2289920212541;16.912844316179;16.4062462805143;0.871167860471391;206.142821190921;0.701848998011001;0.711398540981605;0.0363331787791581;170.844539061037;116.457132188138;0.708635047006784;-0.702489242706792;0.065918389201572;729.662801678855;59.0138534869108;-0.0724179131475571;0.0205177915595478;0.997163309636326;2531.56871555891;0.97220246454746;0.997720245447521;70476;"[1, 4, 7, 10]";"[0.0005246788401859103, 0.00030965789261830405, 0.0002640953463152819, 0.0002453043250372645]";"[229.82052988197654, 577.4133232787765, 839.4400018812113, 1050.38126295038]";"[0.8146357042010247, 0.5172533477799839, 0.3175122716165157, 0.18159663208436783]";"[4.545822218595075, 5.374932637982781, 5.698851103725118, 5.873935709354094]";"[0.00021774919290222375, 0.00011389426792913369, 8.691046507244478e-05, 7.495875770002696e-05]";"[11.539574858597664, 12.263053127510572, 12.490722102438685, 12.595016397298652]";"[-0.20322350628296007, -0.0717709095699355, -0.03591947910261465, -0.024871045085353708]";"[0.9564254148134707, 0.7391966301445981, 0.5194790983150412, 0.4188228445823511]";"[0.13672161671055302, 0.07752182178708528, 0.06187771781141539, 0.0547448026936383]";"[7.409971134444261, 7.272560373327475, 7.175951228079804, 7.113236984402339]";"[250.94003469951264, 254.15797497821325, 255.41530112893815, 255.42558438707462]";"[2364.734423681186, 1902.2984786259472, 1675.3165651321588, 1539.2722880190117]";"[648.6387383907902, 619.9279504761797, 628.6891417533419, 647.4133877423478]";982.221380928;"H2B TSA-50um 20181114_R08.czi";0.785405981096063;0.90758282761835;1.42894545940326
"20181114_R08-Scene-27-P207-C08_seg_0_cid_2";"20181114_R08.czi";26;2;"TSA-50um";"cardiomyocyte";"H2B";"ZSD";"no";571.203458015837;3;3;215.333333333333;111.023521031456;5.30882052626249;661;472.620190090711;503;513;110.994140726568;290050319;518.848534827712;523.754280821918;213422;517.851853605416;532.985106382979;105605;433.229335735664;503.806711409396;134314;50;0;72.3719315569156;72.7299981913193;24.438450270243;15.650214082211;9.80506312049719;15.4360402378662;15.6706893406424;0.915879688958239;170.472123830804;0.699749877473471;-0.714387726192737;0.000534453957829336;155.650766045236;113.304134994989;-0.712990872649684;-0.698334489957163;0.0630313862651947;704.757928678816;52.2080847952777;0.0446556210807222;0.0444872656098368;0.998011402091406;1678.85463491619;0.97530618671976;0.995692923162533;57038;"[1, 4, 7, 10]";"[0.00047090132377604766, 0.0003305772625476627, 0.00029865120008056695, 0.0002845679686915788]";"[481.0230640164781, 960.2509420694713, 1242.4299028042374, 1460.3811341696476]";"[0.6993413626944828, 0.39183018300415756, 0.24784536744807167, 0.1587699352459458]";"[4.878468097698432, 5.4937505836484615, 5.740169662442624, 5.881416694463141]";"[0.0001741887898107665, 0.000107021881619047, 8.778976392580652e-05, 7.827397347010523e-05]";"[11.77412730443474, 12.248923429750864, 12.403201532286012, 12.47862134621773]";"[-0.1463984864524351, -0.051879909639161115, -0.028904451705557478, -0.022377208866449224]";"[0.9050646214962137, 0.6518502488037442, 0.4736084476197898, 0.42156477758279565]";"[0.11225113536839815, 0.07369886986790787, 0.06228134155807839, 0.05665391053586067]";"[7.306046241900844, 7.165605636800889, 7.085990928506222, 7.042514841993105]";"[348.2129644366566, 351.11604293975245, 351.87114358075775, 351.4871706203331]";"[2964.6453862031126, 2371.0275263881967, 2164.2333157623193, 2057.61227574544]";"[861.4171125549001, 832.8196171144197, 851.6658046416378, 879.4983524787724]";773.094072384;"H2B TSA-50um 20181114_R08.czi";0.836589330943611;0.94525476486276;1.2085887780338
"20181114_R08-Scene-28-P213-C08_seg_0_cid_1";"20181114_R08.czi";27;1;"TSA-50um";"cardiomyocyte";"H2B";"ZSD";"no";512.052631578947;1;1;342;0;4.90003609352485;573;438.919637976381;464;465;92.0165188823691;255332721;472.037904762806;471.529451212697;211451;471.61160034223;472.792579075426;95842;418.403041551335;444.154850746269;125002;60;0;59.2218108057002;79.6447974146081;26.7999398346312;15.0216783489289;10.2284600002033;12.227080216072;18.5889991464036;0.863668017882174;165.023272903191;0.297596066590042;-0.954618452279798;-0.01184025831886;178.828253627532;112.304919809528;-0.950229458750768;-0.294984533962672;-0.100240213712102;637.531022886793;63.1717305369508;-0.092198464587857;-0.0410820555686665;0.994892812235516;1579.36081040203;0.959853657871812;0.993569003347635;58336;"[1, 4, 7, 10]";"[0.0008571343350013424, 0.0006549999891826934, 0.0006081563020766122, 0.0005850054623444845]";"[595.6078908114291, 1123.3571923745394, 1353.3322058202468, 1513.8134633183142]";"[0.6266660781630744, 0.2812865477418361, 0.1661766403964653, 0.10732296521287742]";"[4.737323883414725, 5.261910025131821, 5.457715999320009, 5.577946518063699]";"[0.00020163009279263805, 0.000137331111286131, 0.00011861627126026266, 0.00010856124866551946]";"[11.075117683776774, 11.435862427245201, 11.546892681603593, 11.611422331509713]";"[-0.12148182040495727, -0.03900483882820326, -0.020868920393518044, -0.01473834894467228]";"[0.8501779845043258, 0.5758372299734871, 0.4292205237786802, 0.37128605586047747]";"[0.12950525248511904, 0.092900236013135, 0.0823281898005373, 0.07673037269424791]";"[6.870668007312247, 6.763468277755493, 6.709586490594533, 6.687083021473797]";"[382.31287260136804, 384.7387695502649, 385.01792644079273, 384.51544169604705]";"[2862.9236291321263, 2122.8882515373944, 1937.2258264837483, 1884.3411008432247]";"[864.632879985891, 811.5613609779841, 822.6395080759982, 849.5386410403892]";732.81226176;"H2B TSA-50um 20181114_R08.czi";0.88717716283424;0.939428557899196;1.16662046369067
"20181114_R08-Scene-28-P213-C08_seg_0_cid_2";"20181114_R08.czi";27;2;"TSA-50um";"cardiomyocyte";"H2B";"ZSD";"no";522.953846153846;1;1;195;0;4.96811444899175;597;452.924417520969;477;483;93.9027707492726;252713708;486.471533993525;485.212074777812;210040;484.602366967078;482.950899031812;91763;429.306517636312;461.972989195678;116039;66;0;55.4664348698831;72.631780055918;30.240044089182;13.2984270391047;9.9763154515425;12.3075323678313;13.9967756356208;0.888251997355472;155.297269935973;-0.422611849479571;0.901407041827071;0.094151843444644;185.784364656968;111.407943672023;0.818492112055345;0.424207609386704;-0.387451373260695;614.54832623511;66.3696528438444;0.389191324649764;0.0866790002421911;0.917069715852822;1340.44186523697;0.953209529930269;0.990348535385303;55100;"[1, 4, 7, 10]";"[0.0007602630404635863, 0.0005890014374891513, 0.000556747761782079, 0.0005403040877159378]";"[565.4288737172808, 1063.4504068377735, 1277.7098191884736, 1424.8057333043855]";"[0.6319475425376161, 0.281477127834633, 0.1623268518441257, 0.10312133268679052]";"[4.770255824979713, 5.288331775571877, 5.46649211272217, 5.574022727404333]";"[0.00019481162328146756, 0.000131772676707804, 0.0001153713753982448, 0.00010650866015923287]";"[11.215252593313492, 11.554016178362021, 11.644946322771915, 11.696588041002226]";"[-0.11596305786900797, -0.035536215584281675, -0.01884190683357488, -0.013398720600025903]";"[0.8413291024026777, 0.5586946629665177, 0.416720401554105, 0.3613648148153247]";"[0.12417521070865407, 0.08862057441966617, 0.07916596952974377, 0.07408076345090811]";"[6.892497264768192, 6.749940695882397, 6.689960002391853, 6.662939332703191]";"[377.2059850760377, 379.7019075481617, 380.11758635075864, 379.82810791942904]";"[2723.7242469802577, 1989.0317626589542, 1808.7809637042496, 1760.0801335527258]";"[822.2882801743841, 763.120542374182, 771.622695723178, 796.22146671428]";702.86890752;"H2B TSA-50um 20181114_R08.czi";0.885894388678207;0.956563058732909;1.15461614769231
"20181114_R08-Scene-28-P213-C08_seg_0_cid_3";"20181114_R08.czi";27;3;"TSA-50um";"cardiomyocyte";"H2B";"ZSD";"no";795.437725762884;10;10;41.9;21.8149031627463;5.98333395007031;964;576.781549454623;610;639;145.501839702785;365659315;648.8020060478;653.798347107438;188829;644.149761979516;656.098069738481;117847;515.707154585341;563.237837837838;148604;52;0;75.0536953932788;87.4691662788955;28.3920311058181;18.7824636978809;11.8202778975447;16.7757230189975;21.9236313584393;0.8263940514283;188.247345885693;0.507520775617319;0.859053057457239;0.0667121187653675;116.58165120318;121.505170947171;0.855225347697986;-0.492801015201825;-0.160426818427934;832.745289218414;51.3318017663522;0.104939349014816;-0.138473838285145;0.984790703215118;2102.74153763725;0.99015196016986;0.998461871037441;64516;"[1, 4, 7, 10]";"[0.00038249349598881656, 0.0002241259705157389, 0.00019326116524125914, 0.00018015121028083263]";"[372.3982641128521, 996.1776599512607, 1428.0412222124635, 1738.711897803209]";"[0.7979042296858612, 0.44265679293442495, 0.2365228155817038, 0.1173311723675142]";"[4.860703659084868, 5.742556615727954, 6.059028968566948, 6.225189132770225]";"[0.00017593087893998804, 8.694372180537557e-05, 6.594335956980492e-05, 5.665113306357423e-05]";"[12.089922933517808, 12.831280032866525, 13.046509213717911, 13.149237835355292]";"[-0.18859993606824388, -0.05832525115501408, -0.028530169836194788, -0.02058492713615621]";"[0.9519879473501891, 0.6899141034793667, 0.4903897965714605, 0.4380230861503826]";"[0.11483003898972045, 0.06304913190886036, 0.05057880299773505, 0.044932808603047034]";"[7.668649042941239, 7.507907303489106, 7.410120495585915, 7.361697420473894]";"[291.0294120760816, 295.13183630483206, 296.28724930052573, 295.72976987998135]";"[3493.1538028255072, 2698.3302521899795, 2358.6857608802975, 2192.4495875743182]";"[966.388016734591, 923.6269780353076, 946.6817457731897, 982.7903713443811]";798.61331808;"H2B TSA-50um 20181114_R08.czi";0.800601327555471;0.858465927300081;1.37909703685045
"20181114_R08-Scene-28-P213-C08_seg_0_cid_4";"20181114_R08.czi";27;4;"TSA-50um";"cardiomyocyte";"H2B";"ZSD";"no";601.318945350481;5;5;119.4;92.6274257442147;5.48379730600491;704;483.16145390138;512;516;112.605645810749;306612326;529.224884319811;522.446254927727;196879;529.423581828308;540.126865671642;113121;451.271259389408;507.178425357873;146841;60;0;79.5817401937611;86.8471310881254;30.4581308422997;16.831174239938;13.4093529088725;18.4961765197671;19.7984044800835;0.808408087733335;169.692068599282;0.617249646242003;-0.786142820203606;0.0313423109620751;142.210713316419;133.11671894466;-0.764619490224188;-0.590011951184854;0.259312422819163;889.462043407623;56.3840227412698;0.185364261343511;0.184025443081555;0.965284790574891;1749.34795049238;0.98713581613559;0.996690201598752;66048;"[1, 4, 7, 10]";"[0.0005285732405042441, 0.0003497576259567816, 0.00030734318075082876, 0.0002864145916040684]";"[546.1313517596309, 1246.4587060141992, 1599.9975846886086, 1846.1109565237841]";"[0.7319631769840256, 0.3640984244978308, 0.21535421872362204, 0.1379830191276356]";"[4.835386654818139, 5.539353813489265, 5.794017295034255, 5.936350410070556]";"[0.00018794660039194477, 0.00011106345161412803, 9.068627520100897e-05, 8.071820827462954e-05]";"[11.730080597431092, 12.291517448020373, 12.477484792677043, 12.579829958022268]";"[-0.17127603460978638, -0.06197092294250228, -0.03441030155817977, -0.024405538563346298]";"[0.9327690918666949, 0.7144980208653865, 0.5660429135475253, 0.4928774241622825]";"[0.12387611876986385, 0.07954199217794301, 0.06752903241785266, 0.061593852581603666]";"[7.420505519871867, 7.309736682904008, 7.262805660098762, 7.248845946406513]";"[340.7461413845132, 344.1441648127674, 344.53940840840215, 343.74448238367097]";"[3787.076060045919, 2803.426180562414, 2522.6898014781473, 2434.9299235547337]";"[1083.3018529513893, 1012.4712216441566, 1030.6718465416905, 1070.2602200196293]";799.408196352;"H2B TSA-50um 20181114_R08.czi";0.852382241514423;0.938998701216616;1.24455074074104
"20181114_R08-Scene-29-P214-C08_seg_0_cid_1";"20181114_R08.czi";28;1;"TSA-50um";"cardiomyocyte";"H2B";"ZSD";"no";896.173168785;14;14;84.0714285714286;36.1177919862107;6.22341865253545;1041;649.535566243933;689;35;178.330675536519;416343854;746.074157191303;751.09181071125;220572;728.039705554316;774.599891716297;112075;548.916549564523;645.13982300885;140191;47;0;81.0457981207107;69.2901650111469;24.4466720853933;16.4391612912265;10.4056668872647;19.3665542804836;15.1135984081777;0.900531622611077;171.343183044115;0.85842123354643;-0.512926192991053;-0.00443918239439729;142.424004031625;123.454568010729;-0.509097146564188;-0.853007319322358;0.114885197230479;803.218233893402;51.9132546884552;0.062714281920684;0.0963599176327474;0.993368856526609;1777.43030195599;0.984153844193673;0.996784488788121;59630;"[1, 4, 7, 10]";"[0.00021767889692846768, 0.00012107439131570888, 0.00010176120818876777, 9.387581898698415e-05]";"[379.72964827214093, 1107.650600101652, 1722.7177370257718, 2221.669377551211]";"[0.8528155693722493, 0.5586483764617202, 0.33745446231031384, 0.18588833126310828]";"[5.055379734269892, 5.958867017663129, 6.308035700864859, 6.494071757026389]";"[0.00014555215043205575, 6.764196723138812e-05, 4.909526186454943e-05, 4.11799209997674e-05]";"[12.752667314187228, 13.556287002567455, 13.798833410898892, 13.910768118209688]";"[-0.19582592703021895, -0.06840430168724115, -0.035267210063886674, -0.025532272151576527]";"[0.9627663288393618, 0.7510942523520714, 0.5507722188560182, 0.4717198347380606]";"[0.09580017215784897, 0.05006887920392044, 0.03917858647668929, 0.034563035022973386]";"[8.047504714997174, 7.90380341928426, 7.803155943462476, 7.738252738813197]";"[289.9443267541288, 294.888149497613, 296.8929582959111, 296.83373063092154]";"[4973.22759451717, 4084.2564097666273, 3596.0037556795232, 3292.2392834425486]";"[1338.2393106973277, 1297.9767524670651, 1329.6803731763293, 1378.477165248437]";807.459015744;"H2B TSA-50um 20181114_R08.czi";0.753965127693946;0.832868465265855;1.37971377605586
"20181114_R08-Scene-29-P214-C08_seg_0_cid_2";"20181114_R08.czi";28;2;"TSA-50um";"cardiomyocyte";"H2B";"ZSD";"no";877.251459551388;7;7;84.1428571428571;72.3689526393912;6.15558298374675;1051;642.663972050187;682;713;167.602902802194;348765383;734.206792993978;739.028202115159;192463;713.268812754558;731.859888406696;91826;552.050436800437;641.077806122449;117216;55;0;77.6774770724193;59.3135398489369;25.1905978952877;15.0886310638441;13.3717182105929;18.2294057086392;11.1901231078999;0.883183770158096;160.662171946671;0.952118940487375;-0.30530764953404;-0.0160238042049159;146.487462074507;109.530997930803;-0.298169561023402;-0.9157219275069;-0.269347850116089;635.017796368192;55.6461984829948;-0.0675606101534715;-0.261229000340788;0.962909639237578;1570.84142929525;0.973029088221306;0.995642338345482;54354;"[1, 4, 7, 10]";"[0.00028500182698598236, 0.0001685840589468112, 0.00014556472906172792, 0.00013505355290232285]";"[364.1564393259418, 1001.9128724320298, 1496.672240514487, 1865.9893893182632]";"[0.8314300759093054, 0.5149149336608968, 0.2954326416916292, 0.15912947697223495]";"[4.962244413176842, 5.840741855409805, 6.167645756611738, 6.340160356502178]";"[0.00015901365818637078, 7.703715053375152e-05, 5.76891377866065e-05, 4.910614386986102e-05]";"[12.439370692466245, 13.185762687368634, 13.402278420024219, 13.505882701756791]";"[-0.19282172491159671, -0.06468785128804778, -0.03145646576222049, -0.021482275458441565]";"[0.958094121574123, 0.7356292118735905, 0.5348695343171804, 0.4563792593228673]";"[0.10333276648920228, 0.05612703523414827, 0.045033567316245554, 0.039949164229343095]";"[7.869786615712372, 7.708854449070897, 7.605883233080172, 7.54793343553467]";"[292.6398999738458, 297.57979585610343, 299.59999127746744, 299.67738398447096]";"[4107.358295555152, 3227.161264768816, 2793.3371487364125, 2566.606434471724]";"[1117.878683720273, 1057.268534300216, 1072.5023473127255, 1108.1489559474987]";683.629326144;"H2B TSA-50um 20181114_R08.czi";0.773972486850343;0.875957018929013;1.36502355461569
"20181114_R08-Scene-29-P214-C08_seg_0_cid_3";"20181114_R08.czi";28;3;"TSA-50um";"cardiomyocyte";"H2B";"ZSD";"no";766.430228359228;8;8;95.875;70.0686047741783;5.94673538211157;930;573.74199635169;607;624;147.992987116468;384034779;648.688470194216;653.333574529667;225728;636.462552075821;659.68623853211;117857;502.279115405958;553.921092564492;147774;47;0;82.2156327547131;79.3521978752553;22.0505444826406;16.1013829552586;6.5884782699997;19.061271440621;17.0942195654297;0.870005650535347;168.441427229069;0.786691793415779;-0.617334863375769;-0.00369981527712772;135.507666292147;139.491500897641;-0.61348145037357;-0.782422699565473;0.107029104696897;978.082264811742;50.6798411883298;0.0689676171823135;0.0819291502793603;0.994249004080314;1668.9555627411;0.990356245461001;0.996698390410726;63478;"[1, 4, 7, 10]";"[0.00030528720318361935, 0.00017931443809902784, 0.0001519797329363115, 0.0001408296622264448]";"[363.7383749528524, 903.0021002017907, 1313.6487542688571, 1642.0866772284414]";"[0.8034256228083793, 0.5050713875724493, 0.3106965048981166, 0.1819998026291574]";"[4.915640163015702, 5.729811007177532, 6.053794348713453, 6.232170817984625]";"[0.0001655011869460972, 8.46353790856342e-05, 6.356325003558149e-05, 5.4004999739353436e-05]";"[12.323700830057836, 13.042022522249404, 13.273553477213182, 13.385488147560078]";"[-0.18419814370627388, -0.06405147461884723, -0.032533702062897234, -0.022743073197790342]";"[0.9506136524578689, 0.7248408017613346, 0.5243846791989131, 0.4426305280598246]";"[0.1066915048876619, 0.06001126101083184, 0.047674059026658305, 0.04192666970717825]";"[7.759607343546309, 7.621489474001048, 7.528496937887111, 7.46832729532738]";"[289.6981652441193, 293.47182053350303, 294.8436323365394, 294.7465452226785]";"[3519.0422859845285, 2883.7852106610317, 2579.8843397316355, 2402.691585960207]";"[970.6951652343448, 946.6968277157083, 973.3832735001233, 1011.1945657971634]";843.189486912;"H2B TSA-50um 20181114_R08.czi";0.789173084524417;0.839673560262588;1.33584474072458
