"cell_id";"czi";"series_id";"cell_seg_id";"condition";"cell_type";"structure";"scope";"minipipeline";"dna_bright_spots_intensity_mean";"dna_bright_spots_number";"dna_bright_spots_number_used";"dna_bright_spots_xy_cross_sec_area_mean";"dna_bright_spots_xy_cross_sec_area_std";"dna_intensity_entropy";"dna_intensity_max";"dna_intensity_mean";"dna_intensity_median";"dna_intensity_mode";"dna_intensity_std";"dna_intensity_sum";"dna_io_intensity_inner_mean";"dna_io_intensity_inner_slice_mean";"dna_io_intensity_inner_volume";"dna_io_intensity_mid_mean";"dna_io_intensity_mid_slice_mean";"dna_io_intensity_mid_volume";"dna_io_intensity_outer_mean";"dna_io_intensity_outer_slice_mean";"dna_io_intensity_outer_volume";"dna_position_highest_z";"dna_position_lowest_z";"dna_position_x_centroid";"dna_position_y_centroid";"dna_position_z_centroid";"dna_roundness_roughness";"dna_roundness_roughness_xy";"dna_roundness_roughness_xz";"dna_roundness_roughness_yz";"dna_roundness_sphericity";"dna_shape_1st_axis_length";"dna_shape_1st_axis_x";"dna_shape_1st_axis_y";"dna_shape_1st_axis_z";"dna_shape_1st_eigenvalue";"dna_shape_2nd_axis_length";"dna_shape_2nd_axis_x";"dna_shape_2nd_axis_y";"dna_shape_2nd_axis_z";"dna_shape_2nd_eigenvalue";"dna_shape_3rd_axis_length";"dna_shape_3rd_axis_x";"dna_shape_3rd_axis_y";"dna_shape_3rd_axis_z";"dna_shape_3rd_eigenvalue";"dna_shape_equator_eccentricity";"dna_shape_meridional_eccentricity";"dna_surface_area";"dna_texture_distance_used";"dna_texture_haralick_ang2nd_moment";"dna_texture_haralick_contrast";"dna_texture_haralick_corr";"dna_texture_haralick_diff_entropy";"dna_texture_haralick_diff_var";"dna_texture_haralick_entropy";"dna_texture_haralick_info_corr1";"dna_texture_haralick_info_corr2";"dna_texture_haralick_inv_diff_moment";"dna_texture_haralick_sum_entropy";"dna_texture_haralick_sum_mean";"dna_texture_haralick_sum_var";"dna_texture_haralick_variance";"dna_volume";"group";"dna_io_intensity_ratio";"dna_io_intensity_ratio_slice";"dna_bright_spots_intensity_mean_norm"
"20181109_J01_001_Out_seg_0_cid_14";"20181109_J01_001_Out.czi";0;14;"TSA";"hiPS";"CBX1";880;"no";13186.8717749464;9;9;288.555555555556;119.506495510227;7.695570190716;16630;11339.3867847981;11668;11730;1650.45015787762;63278903662;11744.3312029829;11785.8203000883;3944578;11683.8258014007;11818.2632955536;449619;9937.70202401996;11355.7669902913;527811;232;0;99.8281146401761;124.127574253842;120.651055505898;12.4281624641737;11.8264329429399;10.0281030598113;8.73546986026022;0.971254383652248;273.030841453859;-0.049555713223124;0.813453966559369;-0.579514344581544;1656.2256078934;230.279581726696;-0.0140070702697688;0.579604138680925;0.814777788360974;2361.0298717449;187.110313369947;-0.998673136351131;-0.0484941925674804;0.0173285896085886;3723.03025435369;0.712684814985777;0.895600340657517;234900;"[1, 4, 7, 10]";"[0.004664553730770297, 0.001966595295092375, 0.0017197894670253106, 0.0016232294475867725]";"[125.21613144027103, 318.4604528926296, 399.86134594194, 435.617883658243]";"[0.80447484460247, 0.44814303259058874, 0.261729679679494, 0.2019082166926509]";"[2.813262506665464, 4.110329645792756, 4.402332510775087, 4.54176563428672]";"[0.0007564896263394208, 0.0003028910682726914, 0.0002461441431831222, 0.00022190081940515725]";"[8.600372011299138, 9.816952799967323, 10.010848178905043, 10.09536363099294]";"[-0.34088576487957606, -0.08331041483584324, -0.0383340420120173, -0.021024558846835413]";"[0.9804558810076347, 0.7297536668128123, 0.5442237510792615, 0.41871129407746555]";"[0.38023094194683343, 0.1766608740678655, 0.14852193527686183, 0.13622290294306147]";"[6.191507729380495, 6.0270811732316645, 5.940719282279859, 5.889951275398673]";"[319.92676036451843, 321.25383188080616, 321.8551387401478, 321.96939870713]";"[1207.0467596487724, 852.974969522572, 696.3776200137474, 662.1794720417485]";"[333.06572277226394, 292.85885560380007, 274.05974148892176, 274.4493389250047]";697.5565;"CBX1 TSA hiPS";0.850552053149282;0.960865967046414;1.16292635794249
"20181109_J01_001_Out_seg_0_cid_15";"20181109_J01_001_Out.czi";0;15;"TSA";"hiPS";"CBX1";880;"no";11936.1255948235;4;4;447;40.6201920231798;7.57008731249888;13379;10985.3365445006;11371;11384;1749.17444683911;51982920118;11447.0578904267;11468.5157124111;3256687;11364.955699467;11545.1586956522;401327;9497.39436802329;10203.2100364225;478198;183;0;125.28144592551;121.142838123528;91.7630622642131;21.1801436216043;24.0808091639109;14.5030455353953;8.26900946452555;0.90379424895348;296.08172916999;0.775518234871722;0.594608824790678;-0.212159875712861;1211.6965528275;193.711868072184;-0.155358848902865;0.505464154187116;0.848745908325619;1850.15495060594;154.973689835762;0.611911019225038;-0.625257014605155;0.484374411213085;4872.52247701359;0.755701460856544;0.968585822796748;226066;"[1, 4, 7, 10]";"[0.004206275313537141, 0.0017993434667656282, 0.0015893771759889126, 0.0015015353944239323]";"[258.12314789738906, 681.1105619968567, 824.5068011247363, 892.8019338325108]";"[0.8075577972157654, 0.42030605181331215, 0.24899538005757943, 0.19616852157870995]";"[2.9617146800171246, 4.255822303492137, 4.520798608484149, 4.65188417868394]";"[0.0007036938066291318, 0.0002844326068648044, 0.0002354419632748481, 0.00021360547593607526]";"[8.79214502773153, 9.96253520796719, 10.131933695264452, 10.21185233018439]";"[-0.3322494043512533, -0.07989535379721151, -0.03916870674864263, -0.02277368009287699]";"[0.9798236224641668, 0.7253604788866053, 0.5565947669113418, 0.4395411076593335]";"[0.3610694736702076, 0.16857497337232716, 0.1435966367962599, 0.13199215576239692]";"[6.2888962110616, 6.119465740262143, 6.041520435670394, 5.996820512712313]";"[411.65877752268483, 413.8253980482528, 414.7298277900643, 414.8951799111804]";"[2534.818618914267, 1735.3013440992577, 1415.05271192737, 1349.4951497450395]";"[698.2354417029162, 604.1029765240293, 559.8898782630315, 560.5742708943799]";591.5035;"CBX1 TSA hiPS";0.835673681373759;0.883765247875281;1.08655074393683
"20181109_J01_001_Out_seg_0_cid_16";"20181109_J01_001_Out.czi";0;16;"TSA";"hiPS";"CBX1";880;"no";12673.3135335558;2;2;450;15;7.66724666238826;14529;11104.6336785295;11476;11558;1732.90459301749;57245896843;11555.2805328121;11562.0221274595;3594813;11495.024560221;11620.769328802;424304;9564.2100225103;10273.0085870414;506879;201;0;122.810869781127;114.682086369787;96.3127661423481;14.1104141727865;16.2605036242481;11.0755324916131;6.20459005461089;0.940433312195546;268.677419053381;0.74425483646549;0.5580864802647;-0.366911731815003;1629.64227629512;219.741013011122;-0.137896705564685;0.665916876214463;0.733170657191884;2069.9519140486;183.528433215363;0.653505345802261;-0.495069888519319;0.572570142855298;3795.79007361851;0.616589157447041;0.903148226146427;230114;"[1, 4, 7, 10]";"[0.004216485889748984, 0.0017830808927215207, 0.0015599180988026195, 0.0014645538577968754]";"[198.2522135242006, 532.5600301607233, 652.2970428732376, 708.678262525196]";"[0.8163257690967376, 0.441109235333394, 0.26843719681673445, 0.21400659227428748]";"[2.8985247996663803, 4.180799606098041, 4.446513527463839, 4.581002201595711]";"[0.0007278315909347519, 0.00029625038977612486, 0.00024519670942208416, 0.00022212829049189748]";"[8.779645517149437, 9.974254325474943, 10.160895691988223, 10.254289918561499]";"[-0.34613954212365344, -0.09397416243336233, -0.05127025711100426, -0.032649804239621646]";"[0.9830755660275649, 0.7708500192130304, 0.6285127389287057, 0.524260744362514]";"[0.37070671015570744, 0.1744145505664167, 0.14848302125549778, 0.13644818813611723]";"[6.323642552089359, 6.176761597776004, 6.113620173733389, 6.079448541987199]";"[375.4822661571031, 377.37872199102725, 378.186980124861, 378.32775077819446]";"[2051.103307837235, 1422.403121448395, 1164.5006769381557, 1111.0284433290967]";"[562.3388803403594, 488.74078790228054, 454.19942995284845, 454.9266764635753]";644.392;"CBX1 TSA hiPS";0.832030412149589;0.884021384159115;1.141263539207
"20181109_J01_002_Out_seg_0_cid_1";"20181109_J01_002_Out.czi";0;1;"TSA";"hiPS";"CBX1";880;"no";12930.8316308804;4;4;313;76.0032894024989;7.72470149937239;15271;11056.8691120646;11518;11587;1914.67191394367;53815506840;11622.8977398571;11674.5283071044;3327533;11457.9724789242;11796.8013569544;424184;9077.40110299418;10952.8477576711;499368;139;0;118.064026302013;142.035842286543;66.6571172158854;21.5012445478254;17.8801317018909;15.0379878615134;24.8507041059924;0.950500348347392;298.50227543623;0.457391243994962;0.886191602620336;-0.0738762029475034;1067.54947965031;204.990483663267;0.889183907924022;-0.456894116025236;0.0244896841646036;2098.5062635979;141.888849828713;0.0120510499835046;0.076890897944541;0.996966680490164;4961.69688561167;0.860932770406917;0.976579220661671;218932;"[1, 4, 7, 10]";"[0.004051572427190411, 0.0017125893295491083, 0.0015013701624488575, 0.001417869205411301]";"[177.67735082076055, 515.5565880533966, 645.5006780812471, 708.93764605606]";"[0.8363175603620271, 0.4641969774992561, 0.2925508523425586, 0.2376994759484228]";"[2.9436902733383263, 4.254340248362829, 4.5466310273094805, 4.691228342041645]";"[0.0007073758393642324, 0.000282928608688794, 0.00023062272426541936, 0.00020777053423014566]";"[8.836218417307615, 10.042916535800044, 10.231674697232535, 10.32155912576561]";"[-0.3486545685188893, -0.09193918457516635, -0.046240419234492944, -0.02761279119009809]";"[0.9840223752227997, 0.7631355073654269, 0.5924539765908656, 0.4684908919676781]";"[0.3634017212940305, 0.16799859536886094, 0.1413125753734062, 0.12951977055790248]";"[6.362525982808314, 6.200082264418035, 6.119209964079186, 6.074396683546291]";"[347.77465275240985, 349.8240052279668, 350.73491466117986, 350.9518571699406]";"[2119.3565053556445, 1504.660798073022, 1251.9444712484053, 1193.063610602467]";"[574.2584640441002, 505.054346531601, 474.361287332415, 475.5003141646333]";608.3945;"CBX1 TSA hiPS";0.792234500448585;0.928459115844504;1.16948401033083
"20181109_J01_002_Out_seg_0_cid_2";"20181109_J01_002_Out.czi";0;2;"TSA";"hiPS";"CBX1";880;"no";13071.1394230588;7;7;345.857142857143;99.5983771689774;7.8345327462442;15889;11320.5571682067;11728;11846;1833.9837876766;81315516857;11808.876854362;11841.2693567999;5125078;11687.7393493288;12045.7377883311;573039;9380.39027591102;10299.7428913499;662170;161;0;128.841777163735;167.635239947231;79.927307769627;23.7984864173499;14.5114558002764;22.9426123440046;28.8528960305187;0.918951928304079;320.029505035355;-0.272768773057716;0.962053009579975;-0.00715564132007055;1382.00117379576;257.766984030434;0.90083375252563;0.258008609679782;0.349184918978038;3317.17892269124;181.513310933418;-0.33778061927112;-0.088800698697811;0.937026514649185;5640.15608021339;0.90908099480413;0.969515778072363;293476;"[1, 4, 7, 10]";"[0.0033595388501011926, 0.0013733193705228858, 0.0011804111970397054, 0.0010988715277529754]";"[143.47771570407423, 395.15033408480855, 501.891351890945, 555.0290923636355]";"[0.8305953250608736, 0.48402536638961907, 0.30972526228879727, 0.24740901749636637]";"[2.9575206162635745, 4.282330313088577, 4.5956491408313855, 4.7560293361181625]";"[0.0006868734448025598, 0.0002681281045027131, 0.0002146249059516146, 0.0001902400604089939]";"[9.048684327595304, 10.304226554598568, 10.522037666224922, 10.62888195172376]";"[-0.3493094636776125, -0.0972972759236287, -0.049704970424645695, -0.029553527478722592]";"[0.9857057685586538, 0.7863033706653287, 0.6211975551014738, 0.4954817388613292]";"[0.3525404896594963, 0.15919939576087144, 0.13204388742100126, 0.11912279710317326]";"[6.49238039407481, 6.351812201727652, 6.2701040666118315, 6.220314828204726]";"[334.9542122134509, 336.5676844115897, 337.3020371777499, 337.44819256082053]";"[1635.6757043945186, 1185.0574031412577, 989.6780469569953, 942.2523580472771]";"[444.78835502465097, 395.051934306519, 372.8923497119837, 374.32036260272713]";897.8745;"CBX1 TSA hiPS";0.80258380132765;0.855052888609899;1.15463746429094
"20181109_J01_002_Out_seg_0_cid_3";"20181109_J01_002_Out.czi";0;3;"TSA";"hiPS";"CBX1";880;"no";13785.6607771277;5;5;242.8;93.9327418954648;7.83078162060086;16720;11209.1851667656;11651;11768;1917.83913478829;68134718179;11763.4615374181;11795.2117450989;4202253;11618.893246478;11937.6467245989;517182;9166.55784619068;11406.8644995172;609729;148;0;172.878239794475;114.938561533227;72.0074676662161;24.334368016038;21.8906103947842;28.5299714934529;15.3569399701419;0.947923036631947;336.879696677756;0.949152604938061;0.312322147115569;0.039550081673924;1227.86721015085;236.444230534349;0.310384555531666;-0.949382475439392;0.0483150392319243;2469.83962126198;151.287782270921;-0.0526380112343075;0.0335826108230635;0.998048820461005;5884.44670029488;0.867667756360742;0.977987570479425;254710;"[1, 4, 7, 10]";"[0.004116042273235924, 0.0017049214617269961, 0.0014705667404031318, 0.001373129415363081]";"[132.2166280038333, 391.7941218553248, 497.35082386311757, 554.2836306339316]";"[0.8436615168418636, 0.4808388461178117, 0.3102582142178924, 0.24458226834773533]";"[2.8871539177608474, 4.2124316176716965, 4.533242078893367, 4.703655583816317]";"[0.0007289670379013936, 0.0002884441604292148, 0.0002305028166986924, 0.00020364955395787428]";"[8.804545402529905, 10.048611439129429, 10.266982675719918, 10.37449726615711]";"[-0.35607907624840995, -0.09607927290044348, -0.04740253332629374, -0.02694840437001727]";"[0.9855629004457478, 0.7751805126480602, 0.5965074865749722, 0.4585208589397682]";"[0.371958210047222, 0.17111937507855554, 0.1418560666466775, 0.12776733338913876]";"[6.365245226863139, 6.213615399093739, 6.127060400849201, 6.0704462681375935]";"[314.0600395662183, 315.8034411357138, 316.5675730163263, 316.7621143351801]";"[1657.580486523076, 1193.747436449487, 1004.8581542838231, 950.503517989086]";"[447.4492786317278, 396.3853895762021, 375.5522445367306, 376.196787155755]";759.809;"CBX1 TSA hiPS";0.788935542459631;0.955537114028683;1.22985396101772
"20181109_J01_002_Out_seg_0_cid_4";"20181109_J01_002_Out.czi";0;4;"TSA";"hiPS";"CBX1";880;"no";13289.0938200193;11;11;265.909090909091;83.8997827989978;7.82875906940875;17155;11216.3492146098;11659;11715;1925.68023160202;89723346061;11770.6564568632;11802.661919599;5681141;11606.457601709;11913.2505439851;640356;8971.94478926633;11275.7551683402;753368;161;0;150.642096794034;157.665883768353;81.242347614852;24.3081433879936;10.7823447135787;26.0199043117314;28.4072897120964;0.930103077720796;339.61175717087;0.635087768088991;-0.763394283227953;-0.117867277726366;1285.05238441299;283.093210943109;-0.770846549709903;-0.616559669417972;-0.160155458375729;3992.62536137522;163.78576410956;-0.0495895515616195;-0.192570356966179;0.980029353638878;5964.37523441071;0.946788466285212;0.97651384699517;311798;"[1, 4, 7, 10]";"[0.004609297154825195, 0.0019201088761420157, 0.001655770133153875, 0.001546799040611757]";"[124.47250363628861, 385.6428253886306, 489.22633787359234, 541.7327794157965]";"[0.8518857630906542, 0.4798511714462759, 0.3076865534133577, 0.24805262989991814]";"[2.8236124897126773, 4.146160035631524, 4.47422547874094, 4.640519893097417]";"[0.0007612918509757196, 0.00030473683473788017, 0.0002433200128338656, 0.00021551570989713798]";"[8.668825851972969, 9.916648044788092, 10.13689733310964, 10.24010854006796]";"[-0.36347007858202846, -0.09861818328335221, -0.0479551108147446, -0.027361719593124913]";"[0.9860553166125491, 0.7779184723234185, 0.5959377036596152, 0.46047329831837625]";"[0.38638569581552523, 0.1801170317597216, 0.1496456013936599, 0.13535682623290204]";"[6.306043566434108, 6.156179293448525, 6.066562184319694, 6.008398184925101]";"[307.563355187619, 309.3177941029756, 310.08024718499433, 310.2623402134978]";"[1653.0867065186098, 1178.4584813555848, 984.5199705498918, 935.9204913624965]";"[444.38980253872825, 391.0253266860536, 368.43657710586893, 369.4133176945761]";999.917;"CBX1 TSA hiPS";0.773013187757237;0.946488544558754;1.18479672536494
"20181109_J01_002_Out_seg_0_cid_5";"20181109_J01_002_Out.czi";0;5;"TSA";"hiPS";"CBX1";880;"no";13439.6406359073;9;9;264.333333333333;95.3764471275098;7.79014115228067;17383;11313.1704482195;11693;11766;1810.08785705295;92589294835;11796.5683028934;11822.8355337105;5926257;11660.3511136724;12031.1942838793;628147;9263.82706853554;10812.4832725061;728994;183;0;137.388963178337;155.082727410021;92.2380996368126;18.1482016783584;7.59983636937346;19.1918548664617;22.8285084941769;0.971803403690767;305.220125346547;-0.303815882360372;-0.940341952363195;-0.15314346950283;1667.95411587839;284.567662002359;-0.921057131763909;0.330998576553251;-0.205167498270471;4017.67380204801;192.363517072143;0.24361787629899;0.0787207402499372;-0.966671286116471;4749.87629561405;0.909751063711992;0.936316449916813;303008;"[1, 4, 7, 10]";"[0.004484152635541071, 0.0018768959825681067, 0.0016330635915369678, 0.0015362276633831087]";"[102.80143263993376, 289.47685491747376, 373.09059025118586, 414.6600437130638]";"[0.8375162710622421, 0.49819164531634424, 0.31560278738347675, 0.24824636778440692]";"[2.8210815007197665, 4.120885340610896, 4.425215935536674, 4.578273151933475]";"[0.0007499660513466567, 0.00030025611795355257, 0.00024273744394146562, 0.0002171490367231988]";"[8.676441913052603, 9.909855712531114, 10.113026758559462, 10.20854493362642]";"[-0.3503737071134096, -0.0919950524488702, -0.04458232349664926, -0.025164385277089828]";"[0.9835210680014567, 0.7608171454412259, 0.5821198119595281, 0.4502320991188829]";"[0.3787188075367705, 0.17581174416048873, 0.14727170506161386, 0.1340699148182898]";"[6.264589092493363, 6.113070585135772, 6.0274273306569635, 5.97455974120695]";"[297.03004662139574, 298.3450849139011, 299.00030370542675, 299.16673141389305]";"[1231.684407410015, 907.0718549274551, 750.2202245503734, 707.4074898385163]";"[333.6214600124871, 299.1371774612341, 280.8277037003894, 280.5168833878916]";1023.0255;"CBX1 TSA hiPS";0.794472394375258;0.898704070218022;1.18796412530163
"20181109_J01_002_Out_seg_0_cid_6";"20181109_J01_002_Out.czi";0;6;"TSA";"hiPS";"CBX1";880;"no";13029.1099035231;5;5;305;121.647030378879;7.70796006303976;15763;11295.2333403878;11678;11766;1757.75899666099;57000898062;11762.1019919843;11752.1364502825;3518100;11658.9172881145;11818.3234910986;418646;9653.56425687007;11382.1848090983;495519;192;0;121.337682524132;106.284816909134;98.4607383874941;13.8195804335788;13.5064923122089;13.2876613040153;9.03267041876446;0.967087059489193;272.043226768067;0.829076760945089;0.425010081996772;0.36331550291984;1679.47511627304;202.983647763244;0.555175592855404;-0.702925692417046;-0.444607165976513;1898.79489392695;186.830937105408;-0.0664212733877457;-0.570317368787865;0.81873458049629;3791.3278406336;0.466549144681426;0.896532444065311;220558;"[1, 4, 7, 10]";"[0.0042380125235501834, 0.0018147756027489157, 0.0016015843446748512, 0.0015108398127539613]";"[150.99123250579635, 412.87340330733355, 519.7548761935398, 566.821478946233]";"[0.8245154864997944, 0.4624902757431294, 0.2763955597801353, 0.2197028622326606]";"[2.8994439658315034, 4.189924433965915, 4.467705681122509, 4.606684320186607]";"[0.0007180876215934362, 0.00028875376822020456, 0.0002375173201258323, 0.00021444607898974888]";"[8.758954050192928, 9.951307592594333, 10.129689298911753, 10.21540131754421]";"[-0.33791196550844094, -0.0846463697164558, -0.04131116210863428, -0.023587197635925358]";"[0.9811982591427852, 0.7407774095831, 0.5688257108290394, 0.4459134827597416]";"[0.3654748103985594, 0.1697645430531202, 0.14396920662347615, 0.13233535759736423]";"[6.276547174318501, 6.107654896938584, 6.0289243998989965, 5.983686167230393]";"[342.5771845702063, 344.2568864612987, 345.0442382856305, 345.2076947516949]";"[1650.9458554899006, 1165.9884467233887, 945.8121720958387, 899.377814193216]";"[450.4842719989193, 394.71546250768256, 366.39176207234243, 366.549823284865]";630.807;"CBX1 TSA hiPS";0.827998348243813;0.963096400066493;1.15350515663413
"20181109_J01_002_Out_seg_0_cid_7";"20181109_J01_002_Out.czi";0;7;"TSA";"hiPS";"CBX1";880;"no";12974.7998064155;8;8;274.625;86.4536544918721;7.88136030710948;14834;11253.3959089901;11707;11810;1916.47543241319;67008571008;11800.6288907637;11720.1880577599;4090553;11704.559989253;11814.8802036538;509908;9335.91933997809;9801.96534936999;607798;170;0;170.890720326743;116.154673088679;82.1441211046398;25.6025859978815;24.2605084304124;31.9170328451048;21.5725608725567;0.896309848714535;323.136013912259;0.988919272799082;0.0434042834565824;0.141967390847881;1019.2010754924;253.805728153193;0.109268231557161;-0.860173662625245;-0.498158331957062;3082.47361173871;156.975283238713;0.100494405112449;0.508150901114514;-0.855385022219587;5618.71759963744;0.94375559120356;0.983410521868502;265658;"[1, 4, 7, 10]";"[0.0031373167078467493, 0.0012845713799139425, 0.001099994220626587, 0.001021077239717031]";"[203.9541693160409, 589.6942804080815, 749.8704253586014, 827.8310284262371]";"[0.8372190462252392, 0.46952272188341543, 0.2873701975331543, 0.2270039366189911]";"[3.046311943605073, 4.390589826485003, 4.721030506184807, 4.886905488489376]";"[0.0006624364041241804, 0.000256781977461102, 0.00020378213484308462, 0.00017996526725855115]";"[9.210074477635846, 10.46895683641024, 10.698885471824305, 10.81293027083767]";"[-0.35396062513746196, -0.1017814614993526, -0.05274376635600659, -0.032266237746905256]";"[0.9874303108372013, 0.801604678558294, 0.6409378927727452, 0.5223140940371722]";"[0.3448215423748756, 0.15483786187007048, 0.1276609138450418, 0.11484342193295452]";"[6.608991252559506, 6.466837610362612, 6.385258475398377, 6.337367091051082]";"[371.94597641628246, 374.13457699870867, 375.11970865530395, 375.262959917124]";"[2425.1157535358975, 1721.7369197279377, 1408.263142483038, 1341.4210628931783]";"[657.2674807129845, 577.8578000340125, 539.5333919604068, 542.313022829857]";744.315;"CBX1 TSA hiPS";0.797630953111459;0.829628839261417;1.15296750521771
"20181109_J01_002_Out_seg_0_cid_8";"20181109_J01_002_Out.czi";0;8;"TSA";"hiPS";"CBX1";880;"no";12630.5318432314;5;5;381.2;113.234976928509;7.84901450724691;14857;11388.2460972922;11839;11982;1922.8121060896;46869511191;11949.5894912742;11921.1792746476;2801234;11811.6460132531;12059.2624614027;356293;9541.27889757876;11473.1951927062;429491;166;0;115.216813376603;111.688786870651;80.2734607119635;13.845188839526;8.88770563948315;13.0768932519206;11.0023617721284;0.966849514614707;253.494824692291;-0.687545784657952;-0.655103756264075;-0.313240901747808;1231.15781388214;194.146859196875;-0.652246560039658;0.746757646187985;-0.13010550632549;1858.14998831204;161.248701791805;-0.319147644383462;-0.11485680819385;0.940719243289946;3429.51876645445;0.748998389458661;0.933341980989911;192544;"[1, 4, 7, 10]";"[0.0030869727002991584, 0.001283566095500983, 0.0011121856397551155, 0.0010390996246725007]";"[204.84738226588829, 571.1824278434547, 725.1673056763079, 798.3148916154744]";"[0.8322019478403758, 0.4754067062342443, 0.2889801563400923, 0.227463574444446]";"[3.0848125035075444, 4.40579208369831, 4.709712792282871, 4.86227119157853]";"[0.0006428289260643057, 0.0002509178166037044, 0.00020201499290498223, 0.00017971769328208593]";"[9.211088289443914, 10.437587245263494, 10.63782020870882, 10.735399406924644]";"[-0.34159314666095086, -0.09216506020048401, -0.0460064145601066, -0.0265619977217156]";"[0.984984013585245, 0.7760917150538819, 0.6075155383359638, 0.48052500780455565]";"[0.3352003616303957, 0.15136074028692728, 0.1259049999249588, 0.11383172186463905]";"[6.56641509540329, 6.4120353956765355, 6.330121499957907, 6.281324771099356]";"[375.2866667228415, 377.4733137898172, 378.51700174996535, 378.7431116649642]";"[2353.190136788393, 1670.956291464473, 1358.173758263532, 1288.613476742294]";"[639.5093797635675, 560.534679826982, 520.8352659849596, 521.7320920894462]";514.4505;"CBX1 TSA hiPS";0.807785713089697;0.951401068633148;1.10908490520192
"20181109_J01_002_Out_seg_0_cid_9";"20181109_J01_002_Out.czi";0;9;"TSA";"hiPS";"CBX1";880;"no";13226.8021223014;6;6;372;75.6461058702517;7.92723987002325;15366;11270.2218767089;11732;11821;1956.51704290312;68836486583;11843.3592258749;11798.4714724902;4243500;11685.9567372001;11889.9179902755;516587;9115.33513151476;11163.5939036382;604685;152;0;138.396583723816;130.047598979669;80.9121277313346;23.4640890119936;6.62065748727638;28.8776185695878;25.4496146510028;0.931956285888758;303.760110621;-0.753021728603994;-0.612488346169945;-0.240450207020619;962.105303475485;279.115390143027;0.59983156388585;-0.789198274344735;0.131788386201321;3833.3079930661;139.072489558562;0.27048173915536;0.0449901053266043;-0.961673291303337;4816.72829349346;0.967990807195515;0.979848425854131;259686;"[1, 4, 7, 10]";"[0.0030763756980177154, 0.0012471806579743374, 0.001061673278688823, 0.000980311020272074]";"[174.499983414621, 525.2733985264806, 673.7597515262728, 757.0230893175535]";"[0.8501942084809321, 0.4933261829281609, 0.3202824423038158, 0.24931187588071962]";"[3.024926415279237, 4.368140538981947, 4.703613693666462, 4.886793347673555]";"[0.0006679087232705441, 0.0002590127394344131, 0.00020505901931107932, 0.00017938192267893762]";"[9.219877076828261, 10.494001388391146, 10.734705019606492, 10.862308763097404]";"[-0.3623634726251245, -0.10879872166285873, -0.05812669417429136, -0.034958966845798044]";"[0.9889080475661203, 0.8183829075757217, 0.6634441084643925, 0.5338682478584053]";"[0.34706870960584657, 0.15609772384723616, 0.12838771707864644, 0.11497935662000376]";"[6.643602839854025, 6.511859644013744, 6.437543978120219, 6.389226254182271]";"[353.0305350516661, 355.1710840806079, 356.16227736518346, 356.43757668825816]";"[2288.988236907413, 1657.4448144643013, 1383.6610701663292, 1300.5253990389522]";"[615.8720550805064, 545.6795532476958, 514.3552054231567, 514.3871220891233]";763.4775;"CBX1 TSA hiPS";0.780024719969888;0.938912607535946;1.17360618690534
"20181109_J01_002_Out_seg_0_cid_10";"20181109_J01_002_Out.czi";0;10;"TSA";"hiPS";"CBX1";880;"no";12664.8778282181;5;5;306.6;57.5763840476284;7.76775664494998;15158;11183.7154103901;11559;11674;1710.34011812914;64210899415;11608.4754241638;11604.0638278076;4075548;11562.9396365404;11782.1125052279;456667;9626.95816509271;10894.7230950511;539406;205;0;116.58398694131;119.384695610736;110.600021875954;11.5686860247351;9.96956813026253;14.7302981584704;7.85926663610173;0.971338351133833;260.773183023939;-0.753217747390406;-0.532827455721098;-0.385691492576519;1847.83751805602;224.372451981196;0.283620439703941;-0.792136814563509;0.540443071188188;2466.98906083349;201.203250046346;-0.593483336917107;0.297681321958498;0.747772264368488;3490.36502919224;0.662541258950246;0.848365505082497;239340;"[1, 4, 7, 10]";"[0.003582401761400087, 0.0014834283148839546, 0.0012809139842834749, 0.0011976275286695438]";"[158.62318273556212, 421.1883884078492, 530.5172919927079, 581.0944054409952]";"[0.8208269806928108, 0.47071785164347885, 0.29057163866959723, 0.2311197296223713]";"[2.9148000690105764, 4.229118967105263, 4.541147472692245, 4.697956072196015]";"[0.0007088069135046278, 0.0002788622546418625, 0.00022322457692430258, 0.00019876956315579696]";"[8.96317714075592, 10.208189094184677, 10.428922415274382, 10.536661994332967]";"[-0.35197343856138547, -0.10136052574087584, -0.05385289674580362, -0.0335971197232829]";"[0.9855872160596317, 0.7956657391050543, 0.6444106845193471, 0.5346753079609816]";"[0.36148526303338346, 0.16448930864361325, 0.13644325388592377, 0.12378638871024616]";"[6.447477709193156, 6.300505286289607, 6.2203951148488414, 6.175416311481515]";"[353.7985211006205, 355.3789430699089, 356.1008542071547, 356.220999452941]";"[1689.853574569309, 1209.1211309441715, 993.5443205406593, 944.5121649202841]";"[462.11918932621654, 407.5773798380038, 381.0154031333441, 381.4016425903229]";717.683;"CBX1 TSA hiPS";0.832570130753797;0.924683335880291;1.13243920857034
