"cell_id";"czi";"series_id";"cell_seg_id";"condition";"cell_type";"structure";"scope";"minipipeline";"dna_volume";"dna_shape_1st_axis_x";"dna_shape_1st_axis_y";"dna_shape_1st_axis_z";"dna_shape_2nd_axis_x";"dna_shape_2nd_axis_y";"dna_shape_2nd_axis_z";"dna_shape_3rd_axis_x";"dna_shape_3rd_axis_y";"dna_shape_3rd_axis_z";"dna_shape_1st_axis_length";"dna_shape_2nd_axis_length";"dna_shape_3rd_axis_length";"dna_shape_1st_eigenvalue";"dna_shape_2nd_eigenvalue";"dna_shape_3rd_eigenvalue";"dna_shape_meridional_eccentricity";"dna_shape_equator_eccentricity";"dna_position_lowest_z";"dna_position_highest_z";"dna_position_x_centroid";"dna_position_y_centroid";"dna_position_z_centroid";"dna_intensity_mean";"dna_intensity_median";"dna_intensity_sum";"dna_intensity_mode";"dna_intensity_max";"dna_intensity_std";"dna_intensity_entropy";"dna_texture_haralick_ang2nd_moment";"dna_texture_haralick_contrast";"dna_texture_haralick_corr";"dna_texture_haralick_variance";"dna_texture_haralick_inv_diff_moment";"dna_texture_haralick_sum_mean";"dna_texture_haralick_sum_var";"dna_texture_haralick_sum_entropy";"dna_texture_haralick_entropy";"dna_texture_haralick_diff_var";"dna_texture_haralick_diff_entropy";"dna_texture_haralick_info_corr1";"dna_texture_haralick_info_corr2";"dna_io_intensity_outer_volume";"dna_io_intensity_outer_mean";"dna_io_intensity_outer_slice_mean";"dna_io_intensity_mid_volume";"dna_io_intensity_mid_mean";"dna_io_intensity_mid_slice_mean";"dna_io_intensity_inner_volume";"dna_io_intensity_inner_mean";"dna_io_intensity_inner_slice_mean";"dna_bright_spots_number";"dna_bright_spots_number_used";"dna_bright_spots_intensity_mean";"dna_bright_spots_xy_cross_sec_area_mean";"dna_bright_spots_xy_cross_sec_area_std";"dna_surface_area";"dna_roundness_sphericity";"dna_roundness_roughness";"dna_roundness_roughness_xy";"dna_roundness_roughness_xz";"dna_roundness_roughness_yz";"group";"dna_io_intensity_ratio";"dna_io_intensity_ratio_slice";"dna_bright_spots_intensity_mean_norm";"dna_bright_spots_xy_rad";"date";"outlier"
"20181023_J01_010_Out_seg_0_cid_1";"20181023_J01_010_Out.czi";0;1;"TSA-50nm";"hiPS";"CBX1";880;"no";4296404;0.927240009491895;0.372800951837418;0.0352904393084911;0.360849339799064;-0.86435830653717;-0.350246301746037;0.100068570310818;-0.337496915881184;0.935992581704918;348.567606334997;185.880145867948;128.038007614636;761.329703679824;1607.54256803118;7481.03990306902;0.994808169947381;0.880740874176832;0;122;157.634887687471;117.227600104646;59.1625861999942;11287.499836142;11821;48495659446;11981;14748;2040.51318485827;7.95612286560624;0.00286992564235434;220.394423989041;0.843140700685534;739.7502467809;0.335900102743614;377.279438205802;2738.60656313457;6.71350518479974;9.34957834505039;0.000637340821378682;3.11692635927494;-0.360102165981306;0.9891698690603;487435;9281.33466616062;11384.2889413351;412402;11730.1077807576;12014.0922761449;2796985;11946.9488981886;12008.0391649832;1;1;13150.5741239892;371;0;213090;0.898051413446296;33.4883613429666;33.7200021801029;35.7149213256235;11.6910303257149;"CBX1 TSA-50nm";0.791240356835081;0.947577950931815;1.16505641770923;10.8670588373389;"D20181023";"no"
"20181023_J01_010_Out_seg_0_cid_2";"20181023_J01_010_Out.czi";0;2;"TSA-50nm";"hiPS";"CBX1";880;"no";7382204;0.289192014777042;-0.956540428285156;0.0373950216639213;-0.951144299757826;-0.291534406667378;-0.101647482837968;-0.108131862221044;0.00617242133603226;0.994117398292304;330.789439894364;270.269998007274;154.8665549529;1238.6828228;3749.62392839188;5606.45464480819;0.975287695560112;0.943859012984501;0;144;136.197591667746;158.68014457471;69.3309439836667;11303.5451462734;11744;83445076193;11822;15681;1899.24120122577;7.85411572530559;0.00315959686710693;137.768601361554;0.842627140141526;465.600376744115;0.3436464841809;336.892748864317;1724.63290561491;6.55726898730228;9.14893432426261;0.000665642270381172;2.99726664265833;-0.351705225717183;0.9867531967875;685224;9055.03776137438;10827.2092050209;592695;11643.6068939336;11995.0815625;5259455;11851.9980773673;11883.980213951;11;11;12995.7137380218;380.909090909091;124.494946626508;285596;0.961961382078533;23.0802766118912;11.7582483032178;21.4738558508161;29.9753729225704;"CBX1 TSA-50nm";0.777683225126064;0.902637397553829;1.14970246677931;11.0112274235729;"D20181023";"no"
"20181023_J01_010_Out_seg_0_cid_3";"20181023_J01_010_Out.czi";0;3;"TSA-50nm";"hiPS";"CBX1";880;"no";8319876;0.951385874079221;-0.307350155924336;0.0200199963986697;-0.304236272416362;-0.947900601950697;-0.0944708387159955;-0.0480125936470137;-0.0837874123886943;0.995326308492091;404.290609016347;278.128184981157;126.541304052151;876.911724863824;3955.81999689011;9942.51722236778;0.996102948781474;0.975120298907634;0;122;206.367655719869;152.837899266768;62.2105151567163;11149.4828353211;11632;92762314654;11715;15267;1979.81355267902;7.87024314120553;0.00303153943568565;157.803233278894;0.848188227499144;557.054983844336;0.337827731511899;342.556973672215;2070.41670209844;6.62640291720905;9.2489083911124;0.000647740440377311;3.05540401062494;-0.353755693267063;0.987661465059669;834312;8815.38597311318;10887.437958049;732557;11519.8440367098;11865.5501976285;5724804;11760.0769086592;11801.7292521553;21;21;12768.1089716652;330.095238095238;83.4202811710533;332730;0.893909677133702;38.1591714141399;24.7369988095215;48.3427040211746;28.5359738187603;"CBX1 TSA-50nm";0.765234836949318;0.917567055611553;1.14517499692599;10.2504915817685;"D20181023";"no"
"20181023_J01_010_Out_seg_0_cid_4";"20181023_J01_010_Out.czi";0;4;"TSA-50nm";"hiPS";"CBX1";880;"no";4238008;0.998349120824264;0.0526329135261444;0.0229958553476249;0.0539772432950719;-0.996591399203058;-0.0623862183559431;-0.0196339032208091;-0.0635244791260835;0.997787126794125;328.890493272302;181.210875287046;114.323788933712;749.480084140084;1787.50284819506;6493.90359866312;0.993317606956468;0.907852866476132;0;108;162.955604614243;92.096417939749;50.2813293415208;11245.4367058769;11757;47658250723;11822;13889;2013.59629833493;7.89812266229224;0.00179780001037891;229.96116832775;0.826165385708801;713.066243804449;0.280017497447279;384.045219505951;2622.30380689003;6.9475901146384;9.92489575075419;0.000521743974060353;3.35807926000607;-0.328453293135221;0.986744787185222;457098;9147.72284717938;11392.5667896679;397512;11626.613251927;11977.9287671233;2819459;11878.650359874;11943.0652809272;8;8;12414.6890280248;521.375;7.85712256490886;198640;0.953283110912108;29.8131269378222;26.3899713966625;38.4808465585095;12.04152806536;"CBX1 TSA-50nm";0.786791703565373;0.951129950024241;1.10397571501486;12.8825004137036;"D20181023";"no"
"20181023_J01_010_Out_seg_0_cid_5";"20181023_J01_010_Out.czi";0;5;"TSA-50nm";"hiPS";"CBX1";880;"no";4440528;0.113614323411647;0.993310941731375;0.0206193732310642;0.993486819435555;-0.113767272336411;0.00639901187353007;-0.00870201836003095;-0.0197580561255705;0.99976691988413;303.705807758152;229.304347230012;105.624380344732;695.859682806385;2743.99149032282;4984.254555522;0.990206344705372;0.967310757077902;0;104;115.498610975992;151.621037858561;47.6872173759517;11002.5744706485;11511;48857240009;11546;14829;2015.2825604155;7.80355038597995;0.00286255853686976;178.690569094363;0.820810982695459;539.657156703407;0.327541635247737;345.877393721707;1979.93805771925;6.60906981401802;9.28961612821898;0.00062517303185405;3.10784383683871;-0.34024896828678;0.98531909924269;485559;8889.12420323792;10959.1764705882;419144;11487.3564741473;11863.080910683;2938697;11611.7021448622;11653.6635144869;3;3;12638.2215995018;451.666666666667;90.2933490844641;203980;0.958319551030869;24.7176269657038;14.0980859432315;21.3255628222084;34.2252679586178;"CBX1 TSA-50nm";0.773818086279746;0.92380525371948;1.14866040063775;11.9904113882585;"D20181023";"no"
"20181023_J01_010_Out_seg_0_cid_6";"20181023_J01_010_Out.czi";0;6;"TSA-50nm";"hiPS";"CBX1";880;"no";5704860;0.994546607569731;-0.104125060230665;0.00591753356561294;-0.0940306421914502;-0.91978256768915;-0.380996412718306;-0.0451141186393272;-0.378362260283864;0.924557578678733;289.305256201744;236.176032960023;162.934253625875;1243.23998973788;2601.31099177114;4752.43302574882;0.965176177471183;0.878398881658197;0;152;142.938182181508;102.4583330704;77.1334525299481;11430.696886339;11862;65210525439;12009;15088;1842.70478135124;7.85859306176211;0.00262035557490426;155.402595710893;0.834252255192575;496.034360846212;0.317642530412743;355.234151678033;1828.73484767395;6.66623171291496;9.42460209164302;0.000606816443147402;3.13168648630041;-0.335509904046579;0.985320947824131;547251;9490.98286526658;11302.0710441335;473638;11764.7961586697;12000.8446142649;4006488;11948.8082090849;11974.0349073859;8;8;13086.986457774;307.125;129.970609658492;233712;0.989580630069903;19.41269638182;15.4741132285224;25.1758340176175;14.3541984692972;"CBX1 TSA-50nm";0.806727353135863;0.941772967437572;1.14489838965237;9.88741239122738;"D20181023";"no"
"20181023_J01_010_Out_seg_0_cid_7";"20181023_J01_010_Out.czi";0;7;"TSA-50nm";"hiPS";"CBX1";880;"no";4579804;0.510189686324701;0.857778715189914;0.0626271485463275;0.854575776276882;-0.513801054319962;0.0755560664702732;-0.0969882805738307;-0.0149717182325886;0.995172910144009;281.572675533779;242.015344700052;123.386238442279;787.838986590221;2951.09947980702;4364.08657754777;0.98356988074317;0.963706346068122;0;117;123.372757000081;132.326069412577;55.1294072846786;10988.3820491008;11505;50324636062;11562;13751;2027.39502401337;7.83625721605678;0.0025132024623475;229.748457729399;0.828623368870702;717.770658100732;0.316355717793315;389.601296542279;2641.33417467353;6.73806074415451;9.49201173421655;0.000597657424954117;3.18942091369221;-0.341597050955176;0.98674330912639;512062;8868.88857794564;11061.4154345474;440888;11466.7669158607;11792.4005139501;2996498;11634.6427266095;11674.1008557027;5;5;12290.1489644765;479.2;27.5564874394397;211574;0.944381207432784;22.0975318895146;8.46375247274127;25.05965140672;27.4588962412514;"CBX1 TSA-50nm";0.773442823336566;0.93801219026288;1.1184675696166;12.3504695238389;"D20181023";"no"
"20181023_J01_010_Out_seg_0_cid_8";"20181023_J01_010_Out.czi";0;8;"TSA-50nm";"hiPS";"CBX1";880;"no";5826768;0.564388002734441;0.822905083309692;0.0655240889482389;0.821212986601644;-0.567766848681968;0.0570090885259119;-0.0841154742377237;-0.0216339871686845;0.996221138900871;296.490602462642;256.318517029029;133.132842392383;969.583163383441;3421.87520392142;4915.86206022476;0.980356111430935;0.959017014782135;0;126;140.024922221032;143.55657887872;56.8187441133747;11600.6293325906;12074;67594175775;12209;16418;1997.8711577932;8.07927956885106;0.00237259773383082;137.097549388861;0.855821639634874;503.348713523032;0.323038772692692;327.112046189079;1876.29730470327;6.82105865040185;9.54911674885996;0.000615030179533775;3.11938314608581;-0.357358007417686;0.989762150475351;544513;9298.91148237049;11077.4195896757;469724;11986.625437491;12505.2591950035;4139350;12165.714148115;12253.348296832;10;10;13592.5868350595;347.4;84.0561716948851;242480;0.966248871319063;22.6815935031553;8.49934546717795;25.4094773521429;28.8098483530668;"CBX1 TSA-50nm";0.775773926603728;0.885820870798243;1.17171115853799;10.5157431720373;"D20181023";"no"
"20181023_J01_010_Out_seg_0_cid_9";"20181023_J01_010_Out.czi";0;9;"TSA-50nm";"hiPS";"CBX1";880;"no";5400592;0.539695051538941;0.84161273904281;0.0204266694602517;0.810930618584559;-0.526230118125447;0.25587769465067;-0.226099056137889;0.121531313901135;0.966493329803688;306.47582143997;261.56543510776;125.551695440157;784.480541232191;3376.596794052;5192.9233853232;0.988523491179167;0.972637315733888;0;126;140.08106074297;150.126719441128;58.9403280232982;11201.9928591162;11704;60497393019;11816;15716;1993.83172218819;7.93022320277863;0.00333019212853658;166.260721574778;0.852529586862366;597.71377624025;0.354822887569098;340.012742877444;2224.59438338623;6.61470683913332;9.15026907743251;0.000683304040793311;3.00084819110682;-0.367023723509805;0.989275992998317;542149;8997.21177941857;11154.5392602206;464162;11585.6080657184;11868.4454725711;3726713;11798.8447513935;11867.872872272;10;10;13570.8752334993;268.1;71.7975626327245;241196;0.923549125502793;25.2549583490015;14.6693480207732;26.5697562706665;30.2029631024364;"CBX1 TSA-50nm";0.776585201949057;0.939848380817832;1.21146972723298;9.2379045505934;"D20181023";"no"
"20181023_J01_010_Out_seg_0_cid_10";"20181023_J01_010_Out.czi";0;10;"TSA-50nm";"hiPS";"CBX1";880;"no";5042940;0.820286629518911;-0.563447442244094;0.0982691470457211;-0.55623988632605;-0.82588448844022;-0.0922605040839213;-0.133142909283548;-0.0210188387506455;0.990873944619136;320.326703312904;227.088138215883;135.894019407354;902.277041708138;2536.11284117675;5408.66450710209;0.98598725334708;0.934572916046892;0;126;155.635315510397;127.777978322169;56.5290342538281;11144.3798331925;11597;56200438836;11654;16076;1904.3016362003;7.8110707512407;0.00391509707527561;148.530910347639;0.831706187710133;467.560754690002;0.36339875228354;324.302459615803;1721.71210841236;6.41857295742374;8.90411595328477;0.000707709212666805;2.93794772934515;-0.353285430900157;0.985611906127785;491552;9116.17581049411;10752.5844109195;428065;11509.1884433439;11818.4423420207;3513592;11684.3355127744;11756.2426951793;7;7;13361.1546164764;302.428571428571;132.403989088436;223276;0.952487124237243;25.0572503966195;17.6324881073929;27.420724874971;21.4163719310753;"CBX1 TSA-50nm";0.792078073564455;0.909814009303791;1.19891414474957;9.81152404828908;"D20181023";"no"
