"cell_id";"czi";"series_id";"cell_seg_id";"condition";"cell_type";"structure";"scope";"minipipeline";"dna_volume";"dna_shape_1st_axis_x";"dna_shape_1st_axis_y";"dna_shape_1st_axis_z";"dna_shape_2nd_axis_x";"dna_shape_2nd_axis_y";"dna_shape_2nd_axis_z";"dna_shape_3rd_axis_x";"dna_shape_3rd_axis_y";"dna_shape_3rd_axis_z";"dna_shape_1st_axis_length";"dna_shape_2nd_axis_length";"dna_shape_3rd_axis_length";"dna_shape_1st_eigenvalue";"dna_shape_2nd_eigenvalue";"dna_shape_3rd_eigenvalue";"dna_shape_meridional_eccentricity";"dna_shape_equator_eccentricity";"dna_position_lowest_z";"dna_position_highest_z";"dna_position_x_centroid";"dna_position_y_centroid";"dna_position_z_centroid";"dna_intensity_mean";"dna_intensity_median";"dna_intensity_sum";"dna_intensity_mode";"dna_intensity_max";"dna_intensity_std";"dna_intensity_entropy";"dna_texture_haralick_ang2nd_moment";"dna_texture_haralick_contrast";"dna_texture_haralick_corr";"dna_texture_haralick_variance";"dna_texture_haralick_inv_diff_moment";"dna_texture_haralick_sum_mean";"dna_texture_haralick_sum_var";"dna_texture_haralick_sum_entropy";"dna_texture_haralick_entropy";"dna_texture_haralick_diff_var";"dna_texture_haralick_diff_entropy";"dna_texture_haralick_info_corr1";"dna_texture_haralick_info_corr2";"dna_io_intensity_outer_volume";"dna_io_intensity_outer_mean";"dna_io_intensity_outer_slice_mean";"dna_io_intensity_mid_volume";"dna_io_intensity_mid_mean";"dna_io_intensity_mid_slice_mean";"dna_io_intensity_inner_volume";"dna_io_intensity_inner_mean";"dna_io_intensity_inner_slice_mean";"dna_bright_spots_number";"dna_bright_spots_number_used";"dna_bright_spots_intensity_mean";"dna_bright_spots_xy_cross_sec_area_mean";"dna_bright_spots_xy_cross_sec_area_std";"dna_surface_area";"dna_roundness_sphericity";"dna_roundness_roughness";"dna_roundness_roughness_xy";"dna_roundness_roughness_xz";"dna_roundness_roughness_yz";"group";"dna_io_intensity_ratio";"dna_io_intensity_ratio_slice";"dna_bright_spots_intensity_mean_norm";"dna_bright_spots_xy_rad";"date";"outlier"
"20181023_J01_011_Out_seg_0_cid_1";"20181023_J01_011_Out.czi";0;1;"TSA-50nm";"hiPS";"CBX1";880;"no";8136092;0.426118804016192;-0.904654215481816;0.00484925507584556;-0.904359301200699;-0.425827810938601;0.0283712841271422;0.0236012541106213;0.0164750065923971;0.999585691655391;368.128110107377;325.748253228752;114.492151880852;795.396519127268;5331.48564989591;7683.95196980961;0.994627997844513;0.988808769089296;0;113;173.670484306225;182.706085181928;56.5261744827861;11806.1073734171;12354;96055575752;12530;21268;2270.40467118341;8.26072505193598;0.00325932334532052;75.1297575912077;0.879917809440788;333.240414231225;0.36605484323402;237.104564834095;1257.8318993337;6.61822123334593;9.09046250604641;0.000712217399859425;2.89847875604029;-0.380564425525937;0.991029630154962;874925;9021.01050490042;11527.0317237507;771853;12198.6119274007;12772.1872810563;5413641;12595.0426380323;12680.127828534;9;9;15559.3147132449;183.111111111111;52.8571333237991;323510;0.906590528440327;34.0146585550264;11.3898645921003;38.2753863510338;42.3370777711706;"CBX1 TSA-50nm";0.739511229522542;0.902510389966452;1.31790387984092;7.63453187410762;"D20181023";"no"
"20181023_J01_011_Out_seg_0_cid_2";"20181023_J01_011_Out.czi";0;2;"TSA-50nm";"hiPS";"CBX1";880;"no";4471908;0.244989227294259;0.967382697135533;0.0644282220191071;0.968682160028951;-0.241463341594339;-0.0578820136807645;0.0404370047284181;-0.0765909390781797;0.996242278112968;286.622359363253;236.795832230197;119.917652066193;729.687562861779;2858.64726683978;4580.57918527284;0.987230175629316;0.966873440605187;0;113;120.998695411444;144.478699025114;51.4400475143943;11310.2196992872;11880;50578261955;11999;15575;2165.64426742484;7.98345078310787;0.00256655819505905;179.805345176436;0.840541710333892;603.390415324201;0.31817222061622;342.602460097622;2233.75631612037;6.72897976247645;9.47657848851286;0.000600722113753979;3.17765878498499;-0.343063280957311;0.987013161139861;510550;8964.21532660856;11159.9161991585;437045;11801.7067418687;12200.9173351936;2898960;12035.3430916605;12087.8583875491;4;4;13347.2273129978;308.75;115.718138163384;207542;0.947355124949238;23.010507059606;9.634065404549;21.6308092744105;30.0822292659584;"CBX1 TSA-50nm";0.75956940150075;0.914678453477238;1.18010327543319;9.91353505865821;"D20181023";"no"
"20181023_J01_011_Out_seg_0_cid_3";"20181023_J01_011_Out.czi";0;3;"TSA-50nm";"hiPS";"CBX1";880;"no";3887908;0.468212526977738;-0.881653501511405;0.0588568845064112;-0.881314472031469;-0.47076023761364;-0.0408607399571039;-0.0637324953929644;0.032739913784689;0.997429830652942;295.666359752603;221.733444921617;110.12751601052;640.111860492061;2450.2074230723;4858.6316352025;0.991283327205549;0.965271706423311;0;104;130.9601096528;142.574304227363;43.9484915795333;11529.9298813141;12062;44827306625;12109;16876;2193.19222813571;8.19313879200397;0.00233271205463324;168.803185624531;0.866955502848771;671.962968367817;0.328740011310536;322.443999790898;2519.04868784674;6.90358946032076;9.58226887936279;0.000617811016401979;3.15364478415567;-0.372041377830851;0.991795118069747;419509;9196.88762815577;10835.7042304887;357436;12042.4985675757;12550.3055868016;2594707;12205.6212319927;12350.784308848;6;6;14020.6456998551;259.833333333333;115.671109424763;194158;0.920190363467133;25.2201583671294;15.4974812383739;24.0708943746092;30.7800274290482;"CBX1 TSA-50nm";0.763702613419301;0.863381704576493;1.21602176632293;9.0943674194574;"D20181023";"no"
"20181023_J01_011_Out_seg_0_cid_4";"20181023_J01_011_Out.czi";0;4;"TSA-50nm";"hiPS";"CBX1";880;"no";3924552;0.202316192234208;-0.978556542251199;0.0386684881683871;-0.974515950000102;-0.197260366499474;0.106803609507787;0.096885610671811;0.0592911580749683;0.99352792462964;313.372037935422;214.247290690719;109.319459690947;623.368480002719;2213.51168589009;5459.4277332738;0.993459846488977;0.959526106407921;0;104;99.5273600655565;151.12282777754;49.6080469821778;11366.5041890132;11964;44608436748;12113;15108;2260.14887562408;8.12273818421179;0.0020482206291525;222.49784277034;0.863978320421331;869.11453221745;0.30523273111811;364.179869300278;3253.96028609947;6.98014081790039;9.7897643664868;0.000566632481158379;3.28021275349551;-0.35906419941519;0.990876635246818;483913;9051.85947474029;11579.1446476965;408945;11895.1621831787;12290.4641983933;2440437;12172.2001948831;12240.4765377219;7;7;13201.8318974922;323;68.8995127496767;196862;0.9157590510434;27.1916835409747;20.3844087241085;20.5856552561925;36.2093290739604;"CBX1 TSA-50nm";0.76096982414757;0.942124272996149;1.16146808886526;10.1397284597451;"D20181023";"no"
"20181023_J01_011_Out_seg_0_cid_5";"20181023_J01_011_Out.czi";0;5;"TSA-50nm";"hiPS";"CBX1";880;"no";4897912;0.151960175203796;-0.988274637163454;-0.0148777246739747;-0.988067343892856;-0.151511310422055;-0.0276992192436684;-0.025120292286295;-0.0189093721110596;0.999505581055862;317.409356242169;228.520668360503;113.352819479239;785.468611607468;2606.24569105135;5676.6853843908;0.990380958226617;0.953504322057011;0;113;102.684733412932;154.296089435662;57.2495928877448;11266.5570353244;11773;55182604902;11955;17334;2099.77202671045;8.04100999110159;0.00302257756079924;123.667870683805;0.852079140187849;447.051732801495;0.347562386209547;289.259777008298;1664.53906052218;6.66221943720625;9.24050095843209;0.000667475253901569;3.01715207157511;-0.36518920622061;0.989451906667834;560447;9064.04688043651;10911.0241278122;482903;11755.9026201949;12200.0244474213;3167190;11948.9266889577;12017.4682867288;10;10;13390.0939143253;362;98.3890237780617;218042;0.95865006841438;26.282064225947;18.3871295633735;19.4597207155281;34.8086911354892;"CBX1 TSA-50nm";0.771020922278293;0.894344447819401;1.18848143868112;10.7344389140063;"D20181023";"no"
"20181023_J01_011_Out_seg_0_cid_6";"20181023_J01_011_Out.czi";0;6;"TSA-50nm";"hiPS";"CBX1";880;"no";5328380;0.41787479206433;-0.906873218159599;0.0544208079877975;-0.896387158710791;-0.401810036983531;0.18718642012093;0.147887524340591;0.127002599832227;0.980815792990848;353.228851721865;222.113313627489;125.276051642075;773.954675870396;2447.75523291799;7485.37727250646;0.994640317355041;0.948696029023566;0;117;125.65547164429;165.917631625372;52.8259516025509;11172.6725053393;11699;59532244724;11817;18027;2185.35147413467;8.05054566202272;0.00399336397464965;133.573055820394;0.872684955288871;555.808202918662;0.383179057816;289.71890327778;2089.65975585426;6.54935254130842;8.90860533354143;0.000742585944415276;2.88233589001079;-0.389759180217544;0.991306633721359;619432;8833.41142369138;9854.87683109118;529473;11693.1478998929;12081.5298602287;3418859;11906.6751389864;11920.2124866823;10;10;14143.5892910548;292.6;98.329242852775;247132;0.894975561626938;32.4058775211154;28.2410332439064;21.6204599800411;37.8629066764034;"CBX1 TSA-50nm";0.755434849479008;0.815697758901588;1.26590923382885;9.65077575624764;"D20181023";"no"
"20181023_J01_011_Out_seg_0_cid_7";"20181023_J01_011_Out.czi";0;7;"TSA-50nm";"hiPS";"CBX1";880;"no";5307840;0.597743698047194;-0.799057648365586;-0.0648794731276819;-0.796137740517982;-0.601164670106551;0.0690343214539236;0.0941656496169758;-0.0103881665438228;0.995502343758201;335.285753300986;242.858073483243;114.297735120328;688.46029398656;3110.76326227366;6429.19182142409;0.994250032088021;0.975202248596014;0;113;147.01791764635;158.351104780852;55.4243549165009;11389.4717372792;11935;60453493666;12076;17442;2214.899972668;8.18997323967431;0.0028742591956062;145.6953310376;0.871040087890695;597.810234702783;0.350140747807223;307.337564848256;2245.54560777352;6.8023034379382;9.36315973747446;0.000667468458766887;3.04307611658806;-0.382715812655461;0.992255127433332;609412;8984.23359894456;11485.0550887021;524989;11885.7372992577;12312.9022801303;3425162;12139.3511760904;12178.961757245;9;9;13901.5991524414;304;100.265203890039;245896;0.896637368952358;29.847070430602;18.1403447301416;29.2588326746916;35.0096895093709;"CBX1 TSA-50nm";0.755883574804034;0.932765876590764;1.22056575345279;9.83698151873187;"D20181023";"no"
"20181023_J01_011_Out_seg_0_cid_8";"20181023_J01_011_Out.czi";0;8;"TSA-50nm";"hiPS";"CBX1";880;"no";5323804;0.968152105000839;-0.247360346293626;-0.0386569613904259;-0.237080713859892;-0.955419183349278;0.175974200392791;0.0804626416303102;0.161204972534024;0.98363546099771;367.962447802044;232.868242057354;119.020875710777;693.152761003545;2548.59186182016;8068.3808350937;0.996302921309541;0.962304374071077;0;117;179.306946311322;114.490928291124;55.2572994798456;11254.4087214706;11812;59916266169;12003;18799;2204.64376710622;8.13313458382166;0.00367704273617866;123.546216348173;0.866130142035252;489.043768877967;0.377685999820881;276.348098025181;1832.62885916371;6.58533723689066;8.98734862855838;0.000729904660401621;2.91303748834941;-0.386784232895988;0.991344991694322;632720;8938.48177866987;11002.1792427132;538334;11805.295437405;12200.0925072046;3380033;12002.1223633024;12012.4877912877;11;11;13850.2907068076;262.545454545455;100.137508762486;251536;0.87847288404354;35.0445095597061;29.0356686799702;42.0591159873691;20.7936740405394;"CBX1 TSA-50nm";0.757158668841808;0.901811132679196;1.23065467494394;9.14170737632939;"D20181023";"no"
"20181023_J01_011_Out_seg_0_cid_9";"20181023_J01_011_Out.czi";0;9;"TSA-50nm";"hiPS";"CBX1";880;"no";3423124;0.834789102502842;-0.550004789806183;-0.0249376328619394;-0.549936851712473;-0.830802240786346;-0.0856568493055834;-0.0263934361361709;-0.0852195276602856;0.996012559476176;330.250256729869;155.204202149729;107.702907407488;661.009192234707;1311.5458788406;6673.42953147407;0.995082368186024;0.863708071207695;0;104;148.588473569757;121.933520959217;52.1995790979234;11526.997661785;12086;39458342344;12244;16684;2270.55363512819;8.23717476212381;0.00239509171771753;195.396344325044;0.870898624048278;792.778613768731;0.331232491665484;336.171080573245;2975.71811074987;6.93159908595664;9.59650436993109;0.000618802153055798;3.16851935691907;-0.377507055732887;0.992518581236686;433758;9382.62941317509;11422.9212454212;365430;12072.1811126618;12502.3879343261;2090883;12322.3159387685;12370.243417061;10;10;13818.5607529876;301.7;97.3324714573713;183910;0.894977030420453;31.8949353741259;31.0184020671902;25.8884329513406;14.3511970692925;"CBX1 TSA-50nm";0.77721078946821;0.913659158988253;1.19879964917489;9.79969860055143;"D20181023";"no"
"20181023_J01_012_Out_seg_0_cid_1";"20181023_J01_012_Out.czi";0;1;"TSA-50nm";"hiPS";"CBX1";880;"no";5832756;0.280415888990757;-0.959728065767562;0.016999087610187;-0.958411730254521;-0.280922144378803;-0.0502961639506416;-0.0530460602878143;0.00218828144218362;0.998589668939285;305.239662885432;261.715253707211;133.670389531659;975.494850159899;3485.75711530688;4802.66349021028;0.979154808925379;0.960043258826729;0;130;130.045517076319;151.593136760735;58.29190043266;11296.9946886172;11784;65892613552;11891;15864;2000.50408503819;7.90351416071828;0.00309469503903342;151.079344145615;0.837658872953761;495.130788948078;0.339631347817021;334.143636812493;1829.44381164671;6.58100195497661;9.19671984540345;0.000654145260103293;3.03851991671772;-0.349332527598628;0.986613463010985;579680;9006.15264628761;11370.1979843953;499883;11663.996333142;11981.454359673;4038290;11911.8948334567;11975.2742330921;9;9;12905.1755938641;320.222222222222;122.457954487587;246938;0.950372513277042;22.466499863999;7.93911026075031;23.9554427296157;30.0695509248267;"CBX1 TSA-50nm";0.772132671261017;0.948983123673612;1.14235475447884;10.0960338306226;"D20181023";"no"
"20181023_J01_012_Out_seg_0_cid_2";"20181023_J01_012_Out.czi";0;2;"TSA-50nm";"hiPS";"CBX1";880;"no";6103644;0.536746735508487;-0.843633450049272;0.0136214492233583;-0.84373714076899;-0.536610562720658;0.0125196351220208;0.0032525694385313;0.0182127959023484;0.999828842781337;303.34839667685;271.576574290003;120.113214863834;911.877076141505;3875.65048640861;5037.36045411787;0.983478900213254;0.971926755562667;0;117;133.906395261585;148.759943076628;58.0529106874516;11566.9424116151;12053;70600498649;12188;17529;2020.70485521075;8.07460587269191;0.00255798886899525;111.225822361159;0.856548462318081;413.425336523743;0.33392677910756;291.317444867816;1542.47552373381;6.73651972648842;9.38396313904137;0.000643457470190253;3.03454100130211;-0.362270539226993;0.989788389669221;593850;9210.73847941399;11701.3019044646;524974;11933.8529412885;12405.5413385827;4248004;12169.7914888969;12185.7357085881;4;4;14412.4934239218;305.5;163.964172915915;248204;0.974045445379407;23.997577030454;7.87815142267879;28.3118449928524;30.979840232429;"CBX1 TSA-50nm";0.771815986398395;0.943231865913997;1.24600719110085;9.86122052431382;"D20181023";"no"
