"cell_id";"czi";"series_id";"cell_seg_id";"condition";"cell_type";"structure";"scope";"minipipeline";"dna_volume";"dna_shape_1st_axis_x";"dna_shape_1st_axis_y";"dna_shape_1st_axis_z";"dna_shape_2nd_axis_x";"dna_shape_2nd_axis_y";"dna_shape_2nd_axis_z";"dna_shape_3rd_axis_x";"dna_shape_3rd_axis_y";"dna_shape_3rd_axis_z";"dna_shape_1st_axis_length";"dna_shape_2nd_axis_length";"dna_shape_3rd_axis_length";"dna_shape_1st_eigenvalue";"dna_shape_2nd_eigenvalue";"dna_shape_3rd_eigenvalue";"dna_shape_meridional_eccentricity";"dna_shape_equator_eccentricity";"dna_position_lowest_z";"dna_position_highest_z";"dna_position_x_centroid";"dna_position_y_centroid";"dna_position_z_centroid";"dna_intensity_mean";"dna_intensity_median";"dna_intensity_sum";"dna_intensity_mode";"dna_intensity_max";"dna_intensity_std";"dna_intensity_entropy";"dna_texture_haralick_ang2nd_moment";"dna_texture_haralick_contrast";"dna_texture_haralick_corr";"dna_texture_haralick_variance";"dna_texture_haralick_inv_diff_moment";"dna_texture_haralick_sum_mean";"dna_texture_haralick_sum_var";"dna_texture_haralick_sum_entropy";"dna_texture_haralick_entropy";"dna_texture_haralick_diff_var";"dna_texture_haralick_diff_entropy";"dna_texture_haralick_info_corr1";"dna_texture_haralick_info_corr2";"dna_io_intensity_outer_volume";"dna_io_intensity_outer_mean";"dna_io_intensity_outer_slice_mean";"dna_io_intensity_mid_volume";"dna_io_intensity_mid_mean";"dna_io_intensity_mid_slice_mean";"dna_io_intensity_inner_volume";"dna_io_intensity_inner_mean";"dna_io_intensity_inner_slice_mean";"dna_bright_spots_number";"dna_bright_spots_number_used";"dna_bright_spots_intensity_mean";"dna_bright_spots_xy_cross_sec_area_mean";"dna_bright_spots_xy_cross_sec_area_std";"dna_surface_area";"dna_roundness_sphericity";"dna_roundness_roughness";"dna_roundness_roughness_xy";"dna_roundness_roughness_xz";"dna_roundness_roughness_yz";"valid";"dna_io_intensity_ratio";"dna_io_intensity_ratio_slice";"dna_bright_spots_intensity_mean_norm";"dna_bright_spots_xy_rad";"date";"group";"outlier"
"20181005_R01_001-Scene-01-P14-A01_seg_0_cid_1";"20181005_R01_001.czi";0;1;"TSA";"hiPS";"H2B";"ZSD";"no";780984;0.961184710771028;0.275892006915235;-0.00274814488305775;0.275886970693025;-0.960955770907759;0.0212222939594505;-0.00321421558715291;0.0211567218481245;0.999771004749988;192.461315065545;131.170211390078;45.7539464767579;140.513164920116;964.833285834948;2267.66053108294;0.998078389217638;0.989338438855665;0;44;99.8192741464614;66.2752578798029;20.3343845712588;755.074020722576;779;589700729;783;1967;162.033306635317;6.0480440802073;0.00122994980632899;104.653909029456;0.792343431391692;258.136113420189;0.172317230274344;145.27874304302;927.890544651299;6.71781417197789;10.5446651992265;0.00029053406970116;4.12805220401162;-0.168711955719781;0.914079093623288;123881;675.987415342143;795.381477398015;104422;784.696845492329;793.173534532792;401687;810.562121751513;827.365092689752;17;17;1320.07639198556;18.4705882352941;8.1682141979377;67252;0.900996071076532;19.2889818186258;11.7495512268058;25.4545489950147;16.0433915594066;TRUE;0.861463148762908;1.00278368196756;1.74827415029099;2.42474139629861;"D20181005";"H2B TSA";"no"
"20181005_R01_001-Scene-01-P14-A01_seg_0_cid_2";"20181005_R01_001.czi";0;2;"TSA";"hiPS";"H2B";"ZSD";"no";717080;0.997891653373884;-0.0648653034772815;0.00217727617361581;-0.0645545850012859;-0.988528248259521;0.136545259706349;0.00670475070735488;0.136397928128556;0.990631440809441;157.811852773244;126.877927491579;58.2229676883739;189.323582718317;882.419072309248;1497.08829332639;0.991971554424179;0.976712864640844;0;55;76.8839083505327;59.4200214759859;25.2510263847827;1053.45419060635;1095;755410931;1124;2898;251.900119630765;6.62349430693081;0.000967051296654866;81.4163114746664;0.866020755333598;309.008228294814;0.17649633639151;141.662157371336;1154.61660170459;6.98971106402441;10.767829295631;0.00030203005472861;4.03657631515777;-0.211391755316127;0.954159984620374;118204;890.54116611959;1066.20160295931;98940;1125.89506771781;1145.18695359785;355691;1152.73097997981;1159.35382488479;14;14;1843.06921868717;90.4285714285714;176.900583171822;60174;0.956382364391086;14.2213098245692;6.98596462837241;18.5196405796537;13.0419678606185;TRUE;0.790962845165241;0.931028422572935;1.74954851869385;5.36510095703626;"D20181005";"H2B TSA";"no"
"20181005_R01_001-Scene-01-P14-A01_seg_0_cid_3";"20181005_R01_001.czi";0;3;"TSA";"hiPS";"H2B";"ZSD";"no";813240;0.454411903463962;0.89079019621384;-0.0016273658367118;0.890790567003265;-0.454413467444106;-0.000752557921549232;0.00140986817125941;0.00110767085880818;0.999998392667212;170.976983033038;146.852448345154;44.0824036707247;144.809078278974;1272.42072662057;1777.63078646323;0.996676461193069;0.993502994768096;0;44;75.9485379469775;87.3270805666224;22.9869730952732;942.31355196498;984;766327073;998;1977;231.451237632058;6.54257598926711;0.000453557574989048;160.052796824521;0.854772473612973;561.769936068169;0.128058112979771;190.379383735644;2087.02694744816;7.50094475127839;11.8087698567353;0.000209411293234243;4.5313742994822;-0.191831412196575;0.952154921133693;137035;794.501120151786;969.3726443769;113013;1006.06274499394;1010.83050847458;397436;1034.01628438289;1068.65779467681;22;20;1487.93790122505;28.7;17.8916181492899;67846;0.92070418919583;17.2458467725359;4.96605760919771;19.4307145681714;22.0838988202158;TRUE;0.789713289857058;0.958986334751372;1.57902632103964;3.02249792944094;"D20181005";"H2B TSA";"no"
"20181005_R01_001-Scene-01-P14-A01_seg_0_cid_4";"20181005_R01_001.czi";0;4;"TSA";"hiPS";"H2B";"ZSD";"no";645242;0.197124401968587;-0.979590594178162;0.0392967930778443;-0.979669519729438;-0.19529944011657;0.0458885694181706;-0.0372773692958516;-0.0475436272052298;-0.998173332267773;142.778775946138;134.60011456952;53.0372629041034;167.568711704635;1031.81268723383;1171.49183949028;0.989717090922786;0.986724635415268;0;50;65.7284181748863;71.3958545785922;24.3401638455029;1174.70766782076;1239;757970725;1291;3087;323.570162542269;6.84562500653539;0.000773916827421527;101.801824643995;0.879389579645389;428.673035585276;0.162181845597566;151.209634691882;1612.89031769711;7.18441373755965;11.1239395029516;0.000270177371347988;4.20564379864296;-0.210734857083777;0.95777858560507;130586;989.445231494954;1278.85138004246;108388;1297.83182640145;1337.15593705293;247993;1319.51225639433;1330.6786287657;18;18;2260.26463054682;19.2222222222222;8.81006719330887;55750;0.966529006389447;13.2130092711077;1.79494444079889;15.7190479985531;16.9585599250928;TRUE;0.762383239004417;0.956396591156771;1.92410817811372;2.47358512442064;"D20181005";"H2B TSA";"no"
"20181005_R01_001-Scene-01-P14-A01_seg_0_cid_5";"20181005_R01_001.czi";0;5;"TSA";"hiPS";"H2B";"ZSD";"no";474633;0.980607109440495;-0.19024749289443;-0.0470700367765054;-0.190739902131431;-0.981621288311125;-0.00615922635560796;0.0450331727690816;-0.0150179153610358;0.99887260227146;162.155491292644;106.312403090795;46.5993940517946;131.732105312057;563.371163868351;1500.69858472002;0.996139839548781;0.972277912723704;0;44;74.5637218651042;51.9267117962721;20.2812235980221;885.293085394399;929;420189313;943;1850;212.35116735299;6.38360693053852;0.000541637165059481;190.07948123967;0.812369852113324;524.013143521787;0.130180098122896;200.164433664913;1905.97309284747;7.33391560024234;11.590560271202;0.000211329716584021;4.55468338188104;-0.180468792931705;0.940772674327317;91631;775.657561305672;921.971850809289;70756;965.522655322517;975.722306525038;203246;971.024733574092;993.016042125888;9;9;1368.40202077516;34.6666666666667;15.6489261257407;46914;0.930181945009592;15.0936783651727;10.6713833058115;20.2212144125625;10.4881136148109;TRUE;0.803355112414815;0.944912138057828;1.54570508157254;3.32185832344459;"D20181005";"H2B TSA";"no"
"20181005_R01_001-Scene-01-P14-A01_seg_0_cid_6";"20181005_R01_001.czi";0;6;"TSA";"hiPS";"H2B";"ZSD";"no";880880;0.99740635989687;-0.0702701084321287;0.0155777115845493;-0.0711171183613465;-0.995481942233092;0.0629131000969513;-0.0110864202181199;0.063857768116085;0.997897427964407;191.724355614461;131.518519510679;55.0427565471688;180.682761193409;952.335738853458;2294.31311186563;0.996894203421699;0.981837094666768;0;52;92.4880687494324;63.0622059758423;23.9404288892925;804.1998001998;843;708403520;851;1387;185.763641070332;6.15908244785949;0.000393623060227615;280.461949566426;0.789938616303556;690.569602257423;0.109081987847376;249.094175563061;2481.81645946326;7.51801091261388;12.0486510808015;0.000173204555208912;4.81550637894709;-0.161033479651696;0.928052504674126;167067;705.211334374832;827.058561070831;142805;859.864227443017;863.48;366516;886.847510067773;891.246364711612;15;15;1097.22156714646;35.3333333333333;11.0433489284526;71562;0.92585008729162;18.8059345631662;12.8610264662726;24.887451445619;14.2070106761153;TRUE;0.820142659582342;0.95782017078662;1.36436438665349;3.35364716567311;"D20181005";"H2B TSA";"yes"
"20181005_R01_001-Scene-01-P14-A01_seg_0_cid_7";"20181005_R01_001.czi";0;7;"TSA";"hiPS";"H2B";"ZSD";"no";538312;0.485301626081428;0.874224786406368;-0.0146066613386551;0.87427160591493;-0.484973075238627;0.0212196933182093;-0.0114669443903434;0.0230681409378777;0.999668129961148;145.830525368014;117.803362734032;51.0123922490576;167.321710778743;734.186338822937;1141.57022241715;0.989200071932408;0.973684338011587;0;50;61.4618418315029;68.5417155850139;24.193841118162;885.778202975226;938;476825036;965;1870;233.995696655509;6.42793357426371;0.000532621323235075;186.72809598711;0.824911759124257;548.619650799185;0.129718610669562;200.343171488319;2007.75050720963;7.36423794929319;11.6334016609903;0.000209213708421941;4.56851434212459;-0.182520681570323;0.943213421600717;117966;772.218562975773;965.872521246459;91877;979.133330430902;977.332820906995;187943;997.092889865544;997.774478614351;12;12;1490.63567330817;16.8333333333333;5.58022301426107;49136;0.974332164009684;12.0673919750462;5.00606380242266;12.7366392977839;14.8006297000267;TRUE;0.788675596035456;0.988273902794035;1.68285431759474;2.31478215334125;"D20181005";"H2B TSA";"no"
"20181005_R01_001-Scene-01-P14-A01_seg_0_cid_8";"20181005_R01_001.czi";0;8;"TSA";"hiPS";"H2B";"ZSD";"no";814540;0.91289982629279;0.408027245526854;-0.011299294772807;0.407947430980164;-0.912963507433264;-0.00874800844977946;0.0138852695789134;-0.00337653711975731;0.999897893930075;168.916393589091;130.325107285656;56.3641328329473;211.599743791685;915.551460300179;1666.8937970297;0.991910071437577;0.972925902978436;0;55;82.7784896997078;69.1797517617305;26.8740196920962;946.82042011442;994;771223105;1038;2245;233.451602231213;6.42913859979532;0.000751730597784488;125.975173140216;0.832107837391674;382.820661687679;0.150515874603307;171.042873103153;1405.3074736105;7.10649657067798;11.1541026480106;0.00024989308748607;4.31672451103789;-0.18446615324471;0.938662095836217;151999;817.228646241094;1028.8758934373;127232;1022.6201584507;1029.56036745407;350340;1043.05343095279;1040.38869487533;17;17;1529.1752627637;77.5294117647059;161.746031007604;65532;0.961447108835635;14.787191051791;6.92261791648983;18.9370082494407;14.1206011940908;TRUE;0.799151707980425;0.999335178355336;1.61506367023527;4.96773371213874;"D20181005";"H2B TSA";"no"
"20181005_R01_001-Scene-01-P14-A01_seg_0_cid_9";"20181005_R01_001.czi";0;9;"TSA";"hiPS";"H2B";"ZSD";"no";736304;0.342791379139708;0.938909869045193;-0.0306973646594466;0.936013439651913;-0.344145890283432;-0.0737729421401831;0.0798305153339982;0.00344441730371047;0.996802500403639;192.195625709582;127.744117524836;51.8481012511337;145.998758968427;836.028827841554;2265.12343139402;0.997920608058608;0.984633480592956;0;47;64.8466964731958;96.779930572155;22.4867310241422;862.918992698668;905;635370706;920;2339;215.516872194252;6.34828804996649;0.00106264784563153;104.592243257214;0.831628054022747;321.431400219296;0.175584460804496;150.838990365099;1181.13335761997;6.90378658314818;10.684806934762;0.000294538402169674;4.11655030059628;-0.20037172490541;0.945015279508749;142702;748.222968143404;876.70136239782;119913;938.490563992228;963.61229178633;300153;955.35727112506;964.566009581403;15;15;1559.27764707858;20.4;12.6216744795081;66228;0.885393145778327;19.1316091715765;14.3960528282183;14.0727811951035;23.2195801344794;TRUE;0.797262110937538;0.909807159861571;1.80698033102984;2.54823893662846;"D20181005";"H2B TSA";"no"
"20181005_R01_001-Scene-01-P14-A01_seg_0_cid_10";"20181005_R01_001.czi";0;10;"TSA";"hiPS";"H2B";"ZSD";"no";467234;0.266777226743301;0.957781736066347;0.107163694173392;0.958032296280239;-0.275650561557797;0.0786821911037223;-0.104900098070331;-0.0816756632700704;0.991123128301539;167.349631466716;103.048469754939;51.1188496239415;131.499124331672;536.891443908497;1542.68902951715;0.996360430758626;0.969541563552718;0;50;50.5754247336452;89.1849266106491;23.1638343956133;765.132372644114;814;357495859;830;1438;202.872689022099;6.26506509013593;0.000468617217565764;282.435151172764;0.794408728846218;717.744269917697;0.122329933229817;248.510245499943;2588.54192849802;7.48214034871861;11.8362059999847;0.000192732831953666;4.72605736255963;-0.181421446557972;0.943943128056484;108982;676.374593969646;763.770425388251;84268;852.39350643186;846.303822937626;143767;869.218986276406;873.892690739662;13;13;1114.49505901547;42.5384615384615;22.9736149146912;48374;0.898600602358865;15.6188582801666;11.8564816480034;10.6052723107473;20.0989509924757;TRUE;0.793500406638439;0.902477815516783;1.45660424112503;3.67972999698908;"D20181005";"H2B TSA";"no"
