cell_id,cell_ver,czi_filename,drug_label,idx_in_stack,roi,str_ver,structure_name,cell_1st_axis_length,cell_1st_axis_x,cell_1st_axis_y,cell_1st_axis_z,cell_1st_eigenvalue,cell_2nd_axis_length,cell_2nd_axis_x,cell_2nd_axis_y,cell_2nd_axis_z,cell_2nd_eigenvalue,cell_3rd_axis_length,cell_3rd_axis_x,cell_3rd_axis_y,cell_3rd_axis_z,cell_3rd_eigenvalue,cell_equator_eccentricity,cell_haralick_ang2nd_moment,cell_haralick_contrast,cell_haralick_corr,cell_haralick_diff_entropy,cell_haralick_diff_var,cell_haralick_entropy,cell_haralick_info_corr1,cell_haralick_info_corr2,cell_haralick_inv_diff_moment,cell_haralick_sum_avg,cell_haralick_sum_entropy,cell_haralick_sum_var,cell_haralick_variance,cell_highest_z,cell_intensity_entropy,cell_intensity_max,cell_intensity_mean,cell_intensity_median,cell_intensity_mode,cell_intensity_std,cell_intensity_sum,cell_lowest_z,cell_meridional_eccentricity,cell_sphericity,cell_surface_area,cell_volume,cell_x_centroid,cell_y_centroid,cell_z_centroid,dna_volume,dna_surface_area,dna_1st_axis_x,dna_1st_axis_y,dna_1st_axis_z,dna_2nd_axis_x,dna_2nd_axis_y,dna_2nd_axis_z,dna_3rd_axis_x,dna_3rd_axis_y,dna_3rd_axis_z,dna_1st_axis_length,dna_2nd_axis_length,dna_3rd_axis_length,dna_1st_eigenvalue,dna_2nd_eigenvalue,dna_3rd_eigenvalue,dna_meridional_eccentricity,dna_equator_eccentricity,dna_sphericity,dna_lowest_z,dna_highest_z,dna_x_centroid,dna_y_centroid,dna_z_centroid,dna_intensity_mean,dna_intensity_median,dna_intensity_sum,dna_intensity_mode,dna_intensity_max,dna_intensity_std,dna_intensity_entropy,dna_haralick_ang2nd_moment,dna_haralick_contrast,dna_haralick_corr,dna_haralick_variance,dna_haralick_inv_diff_moment,dna_haralick_sum_avg,dna_haralick_sum_var,dna_haralick_sum_entropy,dna_haralick_entropy,dna_haralick_diff_var,dna_haralick_diff_entropy,dna_haralick_info_corr1,dna_haralick_info_corr2,str_1st_axis_length_max,str_1st_axis_length_mean,str_1st_axis_length_min,str_1st_axis_length_std,str_1st_axis_length_sum,str_1st_axis_x_max,str_1st_axis_x_mean,str_1st_axis_x_min,str_1st_axis_x_std,str_1st_axis_x_sum,str_1st_axis_y_max,str_1st_axis_y_mean,str_1st_axis_y_min,str_1st_axis_y_std,str_1st_axis_y_sum,str_1st_axis_z_max,str_1st_axis_z_mean,str_1st_axis_z_min,str_1st_axis_z_std,str_1st_axis_z_sum,str_1st_eigenvalue_max,str_1st_eigenvalue_mean,str_1st_eigenvalue_min,str_1st_eigenvalue_std,str_1st_eigenvalue_sum,str_2nd_axis_length_max,str_2nd_axis_length_mean,str_2nd_axis_length_min,str_2nd_axis_length_std,str_2nd_axis_length_sum,str_2nd_axis_x_max,str_2nd_axis_x_mean,str_2nd_axis_x_min,str_2nd_axis_x_std,str_2nd_axis_x_sum,str_2nd_axis_y_max,str_2nd_axis_y_mean,str_2nd_axis_y_min,str_2nd_axis_y_std,str_2nd_axis_y_sum,str_2nd_axis_z_max,str_2nd_axis_z_mean,str_2nd_axis_z_min,str_2nd_axis_z_std,str_2nd_axis_z_sum,str_2nd_eigenvalue_max,str_2nd_eigenvalue_mean,str_2nd_eigenvalue_min,str_2nd_eigenvalue_std,str_2nd_eigenvalue_sum,str_3rd_axis_length_max,str_3rd_axis_length_mean,str_3rd_axis_length_min,str_3rd_axis_length_std,str_3rd_axis_length_sum,str_3rd_axis_x_max,str_3rd_axis_x_mean,str_3rd_axis_x_min,str_3rd_axis_x_std,str_3rd_axis_x_sum,str_3rd_axis_y_max,str_3rd_axis_y_mean,str_3rd_axis_y_min,str_3rd_axis_y_std,str_3rd_axis_y_sum,str_3rd_axis_z_max,str_3rd_axis_z_mean,str_3rd_axis_z_min,str_3rd_axis_z_std,str_3rd_axis_z_sum,str_3rd_eigenvalue_max,str_3rd_eigenvalue_mean,str_3rd_eigenvalue_min,str_3rd_eigenvalue_std,str_3rd_eigenvalue_sum,str_equator_eccentricity_max,str_equator_eccentricity_mean,str_equator_eccentricity_min,str_equator_eccentricity_std,str_equator_eccentricity_sum,str_highest_z_max,str_highest_z_mean,str_highest_z_min,str_highest_z_std,str_highest_z_sum,str_lowest_z_max,str_lowest_z_mean,str_lowest_z_min,str_lowest_z_std,str_lowest_z_sum,str_meridional_eccentricity_max,str_meridional_eccentricity_mean,str_meridional_eccentricity_min,str_meridional_eccentricity_std,str_meridional_eccentricity_sum,str_number_of_components,str_sphericity_max,str_sphericity_mean,str_sphericity_min,str_sphericity_std,str_sphericity_sum,str_surface_area_max,str_surface_area_mean,str_surface_area_min,str_surface_area_std,str_surface_area_sum,str_volume_max,str_volume_mean,str_volume_min,str_volume_std,str_volume_sum,str_x_centroid_max,str_x_centroid_mean,str_x_centroid_min,str_x_centroid_std,str_x_centroid_sum,str_y_centroid_max,str_y_centroid_mean,str_y_centroid_min,str_y_centroid_std,str_y_centroid_sum,str_z_centroid_max,str_z_centroid_mean,str_z_centroid_min,str_z_centroid_std,str_z_centroid_sum
0ade9e16-db16-420a-9ccb-8cad3b32ee04,0.1.0,3500001171_100X_20170811_1-Scene-1-P7-D05.czi,Paclitaxol,1,"[35, 141, 113, 380, 264, 469]",0.1.0,tubulin,217.29201758646576,-0.43745321306424845,-0.8965936883295901,-0.0689524794862879,451.0905461970267,218.23358876945676,-0.8544371370411289,0.4383355001938059,-0.27892502238918077,1552.9236498128855,102.64476337038317,0.28030673417655416,-0.0631010880840137,-0.9578342171053863,1977.279105192385,0.9568815943066462,1.0,0.0,1.0,0.0,0.0038909912109375,0.0,0.0,0.0,1.0,510.0,0.0,0.0,0.0,96,0.0,1,1.0,1.0,1,0.0,1547379,10,0.9736290381501311,0.7211837093785535,89709,1547379,0.549663115041837,0.4339956285914398,0.514262549101104,356513,27688,-0.8836389276742014,0.1433689260716641,-0.4456765604514616,-0.40693822046967704,-0.7058931853251422,0.5797552031957081,0.23148116601520727,-0.6936570924805588,-0.6820969929794866,115.94169876703067,97.03925605785699,61.559956505533336,183.88747620745323,461.2793776340541,771.1895514837422,0.9711556260728178,0.9171046028631654,0.878164989364739,10,96,0.5079687220142127,0.4897189661464738,0.5048430308243342,1.0,1.0,356513,1,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca1f5d66-da95-4208-bd89-65c6c614a9f1,0.1.0,3500001171_100X_20170811_1-Scene-1-P7-D05.czi,Paclitaxol,2,"[35, 139, 183, 427, 327, 608]",0.1.0,tubulin,264.86886536822146,0.7883635459497004,-0.6151584836761002,0.007934694634067213,416.5049029130921,287.4539379117165,-0.5982599048352877,-0.7695860657914463,-0.22320925967825825,1927.1659982798376,105.70274162099389,-0.14341550015283044,-0.17122303379208503,0.9747382556435077,2620.7356591414864,0.9763661442077538,1.0,0.0,1.0,0.0,0.0038909912109375,0.0,0.0,0.0,1.0,510.0,0.0,0.0,0.0,94,0.0,1,1.0,1.0,1,0.0,1710847,10,0.9872903828259872,0.5815003528244392,118962,1710847,0.514109314195013,0.5987839967246892,0.42186293070728403,688996,42852,0.8981950020894927,-0.43305924955472125,0.07553426107772432,-0.42461684806169187,-0.8991573847637157,-0.10590811945752622,-0.11378167938473446,-0.06305302371795479,0.9915029226565157,148.42828211569673,117.33886645505835,91.65106757156465,330.43775199930246,671.4166156564354,1055.0542943104438,0.9496888325866045,0.8705103576582146,0.8803543110887964,10,94,0.48603820672643977,0.5113203646326151,0.3877133923427542,1.0,1.0,688996,1,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662de948-69c0-4b93-92f8-f3bcc7e38655,0.1.0,3500001171_100X_20170811_1-Scene-1-P7-D05.czi,Paclitaxol,3,"[35, 139, 225, 458, 23, 406]",0.1.0,tubulin,362.72119757803335,0.884232430738541,-0.46695782397053726,0.009132308739405796,484.6777073508609,194.85744048323448,-0.4619916259344713,-0.8716247726615651,0.1638108459446396,1145.7807818452325,102.03963494041375,0.068532809636222,0.14906591265401906,0.9864494957614351,7235.321946306092,0.9061246145854799,1.0,0.0,1.0,0.0,0.0038909912109375,0.0,0.0,0.0,1.0,510.0,0.0,0.0,0.0,94,0.0,1,1.0,1.0,1,0.0,1891516,10,0.997753800100727,0.5423621500806505,136375,1891516,0.4460271418664845,0.4826069048546196,0.4463338277183953,736558,43698,-0.6030254967732231,0.7976300785736062,0.012104048747018505,0.7045834604627893,0.5254426741072633,0.4769403982357641,-0.3740620235785621,-0.2961355331291255,0.878852290509981,149.88013925435467,114.63770930778014,104.16452043151034,421.8079822913421,527.5735817964055,1232.5695656014295,0.9396204382618666,0.6006335324477795,0.902596956438171,13,94,0.505235819005428,0.5057508634003629,0.43923092109581025,1.0,1.0,736558,1,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7806500f-6df9-4b9f-8b23-fde6fd09d40e,0.1.0,3500001171_100X_20170811_1-Scene-1-P7-D05.czi,Paclitaxol,4,"[35, 144, 403, 529, 156, 439]",0.1.0,tubulin,265.7021501304256,0.9970212945541682,0.0601295023689726,-0.048300943576603604,426.19037169868443,102.65584240046525,0.0314678391344848,0.2546198100323051,0.9665291136015092,516.0847606152856,112.96029244743904,0.07041529170383885,-0.965170034389782,0.2519692271097613,3252.5918851655497,0.5639415869306609,1.0,0.0,1.0,0.0,0.0038909912109375,0.0,0.0,0.0,1.0,510.0,0.0,0.0,0.0,99,0.0,1,1.0,1.0,1,0.0,1037862,10,0.9913782712390918,0.6911034076805692,71730,1037862,0.5328115088343327,0.49502138805589496,0.5109078085525821,570610,40285,0.9712405510807899,0.23603066081976312,-0.03132601298074412,-0.017241112327439804,0.20093829563554413,0.9794521659544151,0.23747533762897663,-0.9507435661102674,0.19922885212221408,165.99470312950314,87.65496674069036,81.72274782183794,281.7193591016256,361.267329231649,1599.9168303577562,0.9843751886969601,0.6260180472037119,0.8258484198081093,13,99,0.528868610419395,0.4568949736406493,0.46368639167561554,1.0,1.0,570610,1,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17fcb999-72a5-425d-b485-b02edb16651c,0.1.0,3500001171_100X_20170811_1-Scene-1-P7-D05.czi,Paclitaxol,9,"[35, 147, 293, 450, 168, 397]",0.1.0,tubulin,212.64901684264618,0.9972222192475368,-0.0642621135358676,-0.03765934416477419,508.26858357937965,137.9724964092347,-0.06772983812255327,-0.9927308061904047,-0.0994897756980183,1010.9006392402583,97.8229569213215,0.03099216783173415,-0.10176407619809864,0.9943256802117891,2187.666363089889,0.8644098295426061,1.0,0.0,1.0,0.0,0.0038909912109375,0.0,0.0,0.0,1.0,510.0,0.0,0.0,0.0,102,0.0,1,1.0,1.0,1,0.0,1440494,10,0.9726361394102317,0.7729089299111446,79805,1440494,0.5209549938126385,0.5698139223293426,0.4893079839650588,356596,28195,-0.7291106664718635,0.40826648069133015,0.5492869166299801,-0.4483404653017258,-0.8913203030177078,0.06737168991092357,0.5170961837124562,-0.197146134053746,0.8329135240933935,117.11874673530517,94.58898352532366,71.45137603959462,216.1032750143708,436.42778603546503,724.8183016328195,0.9545195903296372,0.8687995936302086,0.8625077454021426,16,102,0.5416242427327802,0.51900447565312,0.48232050617054256,1.0,1.0,356596,1,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d8af85d5-a248-4084-852f-c523365c5f19,0.1.0,3500001171_100X_20170811_1-Scene-2-P8-D05.czi,Paclitaxol,3,"[76, 174, 231, 529, 53, 318]",0.1.0,tubulin,274.47310358900813,0.602218282780338,-0.796017505952374,-0.06073936205183046,357.3478171806261,265.585858931647,-0.798006072157899,-0.5980559219026524,-0.07426589443540205,2376.340760441791,82.84048057391284,-0.0227914168981046,-0.09319465915239145,0.9953870135888082,3173.2113272903475,0.9886286733425739,1.0,0.0,1.0,0.0,0.0038909912109375,0.0,0.0,0.0,1.0,510.0,0.0,0.0,0.0,88,0.0,1,1.0,1.0,1,0.0,1914315,10,0.9936388183987694,0.5749278670880674,129682,1914315,0.5674214379131434,0.5037982488790337,0.4943169313596228,843788,53656,0.8500937795044494,0.5262952692636732,0.01881104990473276,0.5263380530130024,-0.8502701070302978,0.002999840190329646,-0.017573275116566943,-0.007350825896680694,0.9998185562192343,153.4223337481812,135.5918741526828,79.01692737033132,305.7875814185484,990.2891548269707,1206.3291970774612,0.9673390512124168,0.9511314892699139,0.8048001728335895,10,88,0.5220054879503698,0.4796512111694084,0.45854513939040303,1.0,1.0,843788,1,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8c1e3dc8-db64-4d73-914b-aa0119faebfa,0.1.0,3500001171_100X_20170811_1-Scene-2-P8-D05.czi,Paclitaxol,4,"[73, 169, 20, 299, 201, 413]",0.1.0,tubulin,276.35871669713134,0.25998958811010153,0.9571818199253888,0.12731212698977373,286.9071827019212,182.98889192297213,0.9493686367046956,-0.2774659166978655,0.1473494374352368,1025.9913108431506,93.72277970884794,-0.17636497871121468,-0.08255682088921419,0.9808566488579558,2955.780765841614,0.9601052184426598,1.0,0.0,1.0,0.0,0.0038909912109375,0.0,0.0,0.0,1.0,510.0,0.0,0.0,0.0,86,0.0,1,1.0,1.0,1,0.0,1103708,10,0.9952779018286795,0.5852266670636564,88253,1103708,0.4295956122358788,0.4161749303257746,0.5399406529460855,475352,34193,0.16623919785514377,0.9790174076029476,0.11785348831019926,0.9856799756769502,-0.16840686087278245,0.008608992999317168,-0.028275690017491216,-0.11473467140049393,0.9929936759781783,129.3037219879157,92.92776406937432,78.0344029290299,271.98281376715335,458.3377084077173,910.5776821687929,0.9543493761559413,0.8048993288889873,0.8614375563038054,10,83,0.49899601790260867,0.49709886042343354,0.5126078688543978,1.0,1.0,475352,1,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35b39b62-d577-4c25-afea-9430112ed1a6,0.1.0,3500001171_100X_20170811_1-Scene-2-P8-D05.czi,Paclitaxol,5,"[73, 160, 190, 475, 274, 543]",0.1.0,tubulin,269.2079099671139,0.6734754940092471,0.7319487533945476,0.10335270375354667,220.89154072438598,202.82221398762647,0.737635892294905,-0.6745589296359638,-0.02938606551891602,1642.1692599500045,77.95093863705408,-0.04820839519523423,-0.09602745884667846,0.9942105801992602,3478.891944883803,0.9909119590127973,1.0,0.0,1.0,0.0,0.0038909912109375,0.0,0.0,0.0,1.0,510.0,0.0,0.0,0.0,77,0.0,1,1.0,1.0,1,0.0,1468359,10,0.9979821695040973,0.5874075786237585,106357,1468359,0.47024905762146724,0.5228153522534672,0.5509821227802802,681130,47062,0.12800068225548875,0.9908742587559682,0.042237763635637304,0.9904166278472332,-0.1254820500026004,-0.05769885970155716,0.05187223366932003,-0.04921847683497942,0.997440129988863,161.3019772998952,116.06245667963192,69.33897764968569,232.51016843419274,725.4569699405268,1422.71969034168,0.9865555043964195,0.9472479513019199,0.7954882166853916,10,77,0.5109445915686761,0.49606800463934936,0.5322009230336093,1.0,1.0,681130,1,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339d2b8a-7bd3-4969-a22d-25c00bb1f97a,0.1.0,3500001171_100X_20170811_1-Scene-2-P8-D05.czi,Paclitaxol,6,"[76, 171, 2, 314, 105, 315]",0.1.0,tubulin,305.4192794478563,0.3787780658837655,0.9218826853371418,0.0816057061787603,295.76705408491057,124.69974509147062,0.920097584610123,-0.38460783995579967,0.0741434032072409,540.1657433202386,78.01885631410157,-0.099737714030206,-0.047001318280602035,0.9939030458147888,5180.658390940947,0.8367738128912935,1.0,0.0,1.0,0.0,0.0038909912109375,0.0,0.0,0.0,1.0,510.0,0.0,0.0,0.0,85,0.0,1,1.0,1.0,1,0.0,1160059,10,0.9983689998722944,0.6465330128187623,82581,1160059,0.4823276207349789,0.4878655298004776,0.4735264259018404,530764,36456,0.46241406532521917,0.884171160819527,0.06644238530075641,0.8729511581495296,-0.4671105391708657,0.1405845641629906,-0.1553367557109333,0.0070073226380700715,0.987836722214075,136.65101828883772,101.52670099510593,76.89013222012929,275.38727866430025,475.7081974989964,1067.1778172486347,0.9661310519355614,0.8153988405349246,0.8695930922060963,10,83,0.5178434550033572,0.4851258099355181,0.5059295453142812,1.0,1.0,530764,1,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8d680ed2-58ef-4705-9adc-dd68b5639377,0.1.0,3500001171_100X_20170811_1-Scene-2-P8-D05.czi,Paclitaxol,8,"[73, 163, 52, 366, 413, 588]",0.1.0,tubulin,294.2848289914995,0.058145401349225495,0.9955915471725955,-0.07359744221381041,308.0223601298976,153.6311931945471,0.9973396525742747,-0.06117745038166686,-0.03963504721611685,917.4200965067151,79.57543800867666,0.04396282184940586,0.07109705172000025,0.9965001151689652,3910.5758843028334,0.9419516917019262,1.0,0.0,1.0,0.0,0.0038909912109375,0.0,0.0,0.0,1.0,510.0,0.0,0.0,0.0,80,0.0,1,1.0,1.0,1,0.0,1397502,10,0.9968930931110533,0.6239848341662018,96875,1397502,0.4679796843738291,0.47716423510045486,0.481074984880971,633573,42409,0.2583898354241516,0.9659092554058125,-0.0159374800664601,0.9602142446310182,-0.2549872435519436,0.11388639090543135,-0.10594006492900988,0.04473048118644305,0.9933659379582463,146.4018086003181,115.24735619744644,74.75493021722906,270.92528440294274,652.0442469683177,1106.35908277742,0.9695533784342176,0.9095925479360149,0.8411830895554967,10,80,0.4900924425921477,0.4746573432312881,0.44208321048323235,1.0,1.0,633573,1,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
