cell_id,czi,series_id,cell_seg_id,condition,cell_type,structure,scope,minipipeline
20181026_R01-Scene-01-P3-A01_cid_1,20181026_R01.czi,0,1,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-01-P3-A01_cid_2,20181026_R01.czi,0,2,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-01-P3-A01_cid_3,20181026_R01.czi,0,3,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-01-P3-A01_cid_4,20181026_R01.czi,0,4,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-01-P3-A01_cid_6,20181026_R01.czi,0,6,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-01-P3-A01_cid_7,20181026_R01.czi,0,7,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-01-P3-A01_cid_8,20181026_R01.czi,0,8,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-03-P5-A01_cid_1,20181026_R01.czi,2,1,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-03-P5-A01_cid_2,20181026_R01.czi,2,2,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-03-P5-A01_cid_3,20181026_R01.czi,2,3,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-03-P5-A01_cid_4,20181026_R01.czi,2,4,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-03-P5-A01_cid_5,20181026_R01.czi,2,5,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-03-P5-A01_cid_7,20181026_R01.czi,2,7,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-03-P5-A01_cid_8,20181026_R01.czi,2,8,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-03-P5-A01_cid_10,20181026_R01.czi,2,10,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-03-P5-A01_cid_11,20181026_R01.czi,2,11,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-04-P6-A01_cid_1,20181026_R01.czi,3,1,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-04-P6-A01_cid_2,20181026_R01.czi,3,2,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-04-P6-A01_cid_3,20181026_R01.czi,3,3,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-04-P6-A01_cid_4,20181026_R01.czi,3,4,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-04-P6-A01_cid_5,20181026_R01.czi,3,5,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-04-P6-A01_cid_8,20181026_R01.czi,3,8,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-06-P8-A02_cid_1,20181026_R01.czi,5,1,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-06-P8-A02_cid_2,20181026_R01.czi,5,2,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-06-P8-A02_cid_4,20181026_R01.czi,5,4,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-06-P8-A02_cid_5,20181026_R01.czi,5,5,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-06-P8-A02_cid_6,20181026_R01.czi,5,6,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-07-P7-A02_cid_2,20181026_R01.czi,6,2,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-07-P7-A02_cid_3,20181026_R01.czi,6,3,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-07-P7-A02_cid_4,20181026_R01.czi,6,4,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-07-P7-A02_cid_6,20181026_R01.czi,6,6,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-07-P7-A02_cid_7,20181026_R01.czi,6,7,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-07-P7-A02_cid_8,20181026_R01.czi,6,8,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-07-P7-A02_cid_9,20181026_R01.czi,6,9,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-08-P12-A02_cid_1,20181026_R01.czi,7,1,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-08-P12-A02_cid_3,20181026_R01.czi,7,3,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-08-P12-A02_cid_9,20181026_R01.czi,7,9,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-09-P13-A02_cid_1,20181026_R01.czi,8,1,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-09-P13-A02_cid_2,20181026_R01.czi,8,2,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-09-P13-A02_cid_4,20181026_R01.czi,8,4,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-09-P13-A02_cid_6,20181026_R01.czi,8,6,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-09-P13-A02_cid_7,20181026_R01.czi,8,7,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-09-P13-A02_cid_8,20181026_R01.czi,8,8,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-09-P13-A02_cid_9,20181026_R01.czi,8,9,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-09-P13-A02_cid_10,20181026_R01.czi,8,10,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-09-P13-A02_cid_11,20181026_R01.czi,8,11,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-10-P9-A02_cid_5,20181026_R01.czi,9,5,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-10-P9-A02_cid_6,20181026_R01.czi,9,6,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-11-P16-A02_cid_1,20181026_R01.czi,10,1,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-11-P16-A02_cid_2,20181026_R01.czi,10,2,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-11-P16-A02_cid_4,20181026_R01.czi,10,4,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-11-P16-A02_cid_5,20181026_R01.czi,10,5,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-12-P25-A03_cid_1,20181026_R01.czi,11,1,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-12-P25-A03_cid_3,20181026_R01.czi,11,3,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-12-P25-A03_cid_6,20181026_R01.czi,11,6,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-12-P25-A03_cid_7,20181026_R01.czi,11,7,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-12-P25-A03_cid_8,20181026_R01.czi,11,8,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-12-P25-A03_cid_9,20181026_R01.czi,11,9,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-13-P24-A03_cid_2,20181026_R01.czi,12,2,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-13-P24-A03_cid_5,20181026_R01.czi,12,5,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-13-P24-A03_cid_6,20181026_R01.czi,12,6,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-13-P24-A03_cid_7,20181026_R01.czi,12,7,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-14-P19-A03_cid_1,20181026_R01.czi,13,1,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-15-P27-A03_cid_1,20181026_R01.czi,14,1,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-15-P27-A03_cid_2,20181026_R01.czi,14,2,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-15-P27-A03_cid_3,20181026_R01.czi,14,3,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-15-P27-A03_cid_4,20181026_R01.czi,14,4,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-15-P27-A03_cid_6,20181026_R01.czi,14,6,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-16-P23-A03_cid_1,20181026_R01.czi,15,1,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-16-P23-A03_cid_2,20181026_R01.czi,15,2,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-16-P23-A03_cid_3,20181026_R01.czi,15,3,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-16-P23-A03_cid_4,20181026_R01.czi,15,4,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-16-P23-A03_cid_6,20181026_R01.czi,15,6,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-16-P23-A03_cid_7,20181026_R01.czi,15,7,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-16-P23-A03_cid_8,20181026_R01.czi,15,8,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-16-P23-A03_cid_9,20181026_R01.czi,15,9,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-17-P26-A03_cid_2,20181026_R01.czi,16,2,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-17-P26-A03_cid_4,20181026_R01.czi,16,4,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-17-P26-A03_cid_6,20181026_R01.czi,16,6,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-18-P20_cid_2,20181026_R01.czi,17,2,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-19-P2_cid_1,20181026_R01.czi,18,1,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-19-P2_cid_2,20181026_R01.czi,18,2,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-19-P2_cid_3,20181026_R01.czi,18,3,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-19-P2_cid_4,20181026_R01.czi,18,4,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-19-P2_cid_5,20181026_R01.czi,18,5,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-19-P2_cid_6,20181026_R01.czi,18,6,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-19-P2_cid_8,20181026_R01.czi,18,8,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-19-P2_cid_9,20181026_R01.czi,18,9,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-20-P1_cid_1,20181026_R01.czi,19,1,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-20-P1_cid_4,20181026_R01.czi,19,4,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-20-P1_cid_5,20181026_R01.czi,19,5,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-20-P1_cid_7,20181026_R01.czi,19,7,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-21-P29_cid_1,20181026_R01.czi,20,1,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-21-P29_cid_2,20181026_R01.czi,20,2,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-21-P29_cid_3,20181026_R01.czi,20,3,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-21-P29_cid_4,20181026_R01.czi,20,4,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-21-P29_cid_6,20181026_R01.czi,20,6,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-21-P29_cid_7,20181026_R01.czi,20,7,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-21-P29_cid_8,20181026_R01.czi,20,8,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-21-P29_cid_9,20181026_R01.czi,20,9,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-22-P14_cid_2,20181026_R01.czi,21,2,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-22-P14_cid_4,20181026_R01.czi,21,4,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-22-P14_cid_5,20181026_R01.czi,21,5,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-22-P14_cid_7,20181026_R01.czi,21,7,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-22-P14_cid_8,20181026_R01.czi,21,8,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-22-P14_cid_9,20181026_R01.czi,21,9,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-23-P10_cid_1,20181026_R01.czi,22,1,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-24-P11_cid_1,20181026_R01.czi,23,1,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-24-P11_cid_3,20181026_R01.czi,23,3,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-25-P30_cid_1,20181026_R01.czi,24,1,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-25-P30_cid_3,20181026_R01.czi,24,3,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-25-P30_cid_4,20181026_R01.czi,24,4,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-26-P15_cid_2,20181026_R01.czi,25,2,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-26-P15_cid_5,20181026_R01.czi,25,5,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-26-P15_cid_6,20181026_R01.czi,25,6,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-26-P15_cid_7,20181026_R01.czi,25,7,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-26-P15_cid_8,20181026_R01.czi,25,8,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-26-P15_cid_9,20181026_R01.czi,25,9,TSA-50nm,hiPS,H2B,ZSD,yes
20181026_R01-Scene-26-P15_cid_10,20181026_R01.czi,25,10,TSA-50nm,hiPS,H2B,ZSD,yes
20181012_R02-Scene-01-P78_cid_4,20181012_R02.czi,0,4,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-01-P78_cid_7,20181012_R02.czi,0,7,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-01-P78_cid_8,20181012_R02.czi,0,8,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-01-P78_cid_11,20181012_R02.czi,0,11,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-02-P93-B02_cid_3,20181012_R02.czi,1,3,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-04-P91-B02_cid_1,20181012_R02.czi,3,1,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-04-P91-B02_cid_7,20181012_R02.czi,3,7,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-04-P91-B02_cid_8,20181012_R02.czi,3,8,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-04-P91-B02_cid_12,20181012_R02.czi,3,12,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-05-P90-B02_cid_1,20181012_R02.czi,4,1,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-05-P90-B02_cid_2,20181012_R02.czi,4,2,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-05-P90-B02_cid_6,20181012_R02.czi,4,6,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-05-P90-B02_cid_10,20181012_R02.czi,4,10,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-05-P90-B02_cid_13,20181012_R02.czi,4,13,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-06-P88-B03_cid_2,20181012_R02.czi,5,2,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-06-P88-B03_cid_6,20181012_R02.czi,5,6,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-06-P88-B03_cid_8,20181012_R02.czi,5,8,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-06-P88-B03_cid_9,20181012_R02.czi,5,9,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-06-P88-B03_cid_12,20181012_R02.czi,5,12,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-06-P88-B03_cid_13,20181012_R02.czi,5,13,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-06-P88-B03_cid_16,20181012_R02.czi,5,16,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-07-P73-B03_cid_2,20181012_R02.czi,6,2,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-07-P73-B03_cid_6,20181012_R02.czi,6,6,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-07-P73-B03_cid_7,20181012_R02.czi,6,7,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-07-P73-B03_cid_9,20181012_R02.czi,6,9,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-07-P73-B03_cid_10,20181012_R02.czi,6,10,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-08-P71-B03_cid_6,20181012_R02.czi,7,6,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-09-P74-B03_cid_3,20181012_R02.czi,8,3,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-09-P74-B03_cid_4,20181012_R02.czi,8,4,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-09-P74-B03_cid_14,20181012_R02.czi,8,14,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-10-P75-B03_cid_2,20181012_R02.czi,9,2,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-10-P75-B03_cid_3,20181012_R02.czi,9,3,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-10-P75-B03_cid_4,20181012_R02.czi,9,4,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-10-P75-B03_cid_7,20181012_R02.czi,9,7,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-10-P75-B03_cid_8,20181012_R02.czi,9,8,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-11-P85-B03_cid_7,20181012_R02.czi,10,7,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-11-P85-B03_cid_10,20181012_R02.czi,10,10,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-12-P76-B03_cid_8,20181012_R02.czi,11,8,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-12-P76-B03_cid_11,20181012_R02.czi,11,11,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-13-P68-B03_cid_8,20181012_R02.czi,12,8,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-13-P68-B03_cid_10,20181012_R02.czi,12,10,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-13-P68-B03_cid_11,20181012_R02.czi,12,11,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-14-P77-B03_cid_1,20181012_R02.czi,13,1,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-14-P77-B03_cid_2,20181012_R02.czi,13,2,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-14-P77-B03_cid_4,20181012_R02.czi,13,4,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-14-P77-B03_cid_5,20181012_R02.czi,13,5,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-14-P77-B03_cid_9,20181012_R02.czi,13,9,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-14-P77-B03_cid_11,20181012_R02.czi,13,11,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-14-P77-B03_cid_13,20181012_R02.czi,13,13,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-14-P77-B03_cid_14,20181012_R02.czi,13,14,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-15-P83-B03_cid_1,20181012_R02.czi,14,1,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-15-P83-B03_cid_4,20181012_R02.czi,14,4,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-15-P83-B03_cid_5,20181012_R02.czi,14,5,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-15-P83-B03_cid_6,20181012_R02.czi,14,6,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-15-P83-B03_cid_9,20181012_R02.czi,14,9,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-16-P79-B03_cid_3,20181012_R02.czi,15,3,Control,hiPS,H2B,ZSD,yes
20181012_R02-Scene-16-P79-B03_cid_6,20181012_R02.czi,15,6,Control,hiPS,H2B,ZSD,yes
