cell_volume,cell_shape_1st_axis_x,cell_shape_1st_axis_y,cell_shape_1st_axis_z,cell_shape_2nd_axis_x,cell_shape_2nd_axis_y,cell_shape_2nd_axis_z,cell_shape_3rd_axis_x,cell_shape_3rd_axis_y,cell_shape_3rd_axis_z,cell_shape_1st_axis_length,cell_shape_2nd_axis_length,cell_shape_3rd_axis_length,cell_shape_1st_eigenvalue,cell_shape_2nd_eigenvalue,cell_shape_3rd_eigenvalue,cell_shape_meridional_eccentricity,cell_shape_equator_eccentricity,cell_position_lowest_z,cell_position_highest_z,cell_position_x_centroid,cell_position_y_centroid,cell_position_z_centroid,cell_intensity_mean,cell_intensity_median,cell_intensity_sum,cell_intensity_mode,cell_intensity_max,cell_intensity_std,cell_intensity_entropy,cell_texture_haralick_ang2nd_moment,cell_texture_haralick_contrast,cell_texture_haralick_corr,cell_texture_haralick_variance,cell_texture_haralick_inv_diff_moment,cell_texture_haralick_sum_mean,cell_texture_haralick_sum_var,cell_texture_haralick_sum_entropy,cell_texture_haralick_entropy,cell_texture_haralick_diff_var,cell_texture_haralick_diff_entropy,cell_texture_haralick_info_corr1,cell_texture_haralick_info_corr2,cell_id
1418966,0.9737016141839687,0.218381569798158,-0.06492038592018666,0.21141330980786077,-0.9722913980603541,-0.09976898162218271,0.08490923961277183,-0.08342018478961984,0.9928904742206194,302.977539259361,208.0113653058341,69.37138056740929,201.2049292469377,1557.1495430008197,3977.664801107741,0.998719826162538,0.9916167810301985,0,58,173.08633681145284,93.31774827585721,25.37039012915038,979.245313136467,939.0,1389515805,834,5515,308.03352298947215,6.866832417734348,0.004601695765906348,51.77801482658366,0.8381226853037725,161.94701212857734,0.36414013557515645,82.34051098136374,596.0100336877263,6.293514175862603,9.077516752834367,0.000650250961777752,3.1825045867378754,-0.3049978665882767,0.9770409891050894,20181026_R01-Scene-01-P3-A01.czi_nucWholeIndexImageScale.tiff
1836123,0.16655152029310794,-0.9858903808069812,0.0167555399889137,-0.9856299537259552,-0.16597377973631053,0.03140539377581465,0.028181295325548215,0.021745378182692034,0.9993662757575252,330.9614732238883,288.74665405240603,54.03016558736448,172.06402238759807,2488.4061734046477,5122.309363434696,0.9994356596532957,0.9976065318482676,0,50,142.6953226989695,155.3275728260035,22.69210450498142,1138.7553279382698,1048.0,2090894849,923,5991,426.2098987337677,7.1528201616223726,0.0038299239603519506,78.68849855573923,0.8616166948224357,286.7633596763463,0.34691241075229023,88.22281806800643,1068.364940149645,6.612563042158057,9.523216418901589,0.0005993370656568011,3.357513225408472,-0.3181925354600832,0.9832818229648768,20181026_R01-Scene-01-P3-A01.czi_nucWholeIndexImageScale.tiff
1524569,0.2811076093103733,0.9580386558958206,-0.05603968055883375,0.9596634962431914,-0.2809252907611777,0.011267430454275406,0.004948329627340232,0.05694659621151423,0.9983649629338069,330.95487269658844,222.62299752972802,56.36128001812986,152.5661841648811,2247.2725045718685,4657.854763530051,0.9994634240303762,0.9976928470983729,0,52,133.4267993118055,152.59957732316477,23.878189835947076,1051.4176452492475,1009.0,1602958748,919,5366,364.46054666992296,7.034538625971845,0.003501096375885672,82.37677007274259,0.8252741672537336,240.359856621609,0.3289534602957171,94.3316946749263,879.0626564136945,6.568446902447131,9.58012828939646,0.0005575454778399903,3.461678916884106,-0.298158971773926,0.9776520141221426,20181026_R01-Scene-01-P3-A01.czi_nucWholeIndexImageScale.tiff
1359555,0.785764481960921,-0.6183390753132761,-0.015197592882037455,-0.6179589902214314,-0.7837557316389303,-0.06207768945147492,-0.02647386056459784,-0.0581699326443494,0.9979556070502124,284.5866804384143,188.28487038806736,70.03814435382208,253.35718767387206,1511.1218939501393,3684.0381623754356,0.9976324310346493,0.9858445981267046,0,66,120.27305405077396,131.6967022297737,30.392318810198926,1075.0112492690623,1010.0,1461536919,946,4991,393.2659690097611,7.040330594091206,0.0032317893483075756,107.53573021376312,0.8476039733396965,357.29000236338914,0.3205999647265563,106.13512650340475,1321.6242792397907,6.722752914137823,9.787537900264445,0.0005356484440409601,3.557832593957104,-0.3057009283202071,0.981991184623133,20181026_R01-Scene-01-P3-A01.czi_nucWholeIndexImageScale.tiff
2111728,0.47899716135316966,-0.8776244734385653,0.018357642476272595,-0.8757372427026481,-0.4763195687716559,0.0787651582157185,0.06038212615641286,0.053804758403554455,0.9967241578360415,364.33471301459747,210.73859547503915,77.11335677936756,297.02452857478517,1600.3381176827995,6101.300128813708,0.9988143202559231,0.9826251719416212,0,71,99.90918195904018,141.079438734534,32.77399693521135,1022.6087876847776,964.0,2159471610,897,4615,301.3138305732565,6.716417186751091,0.004449928347448692,75.83822887529324,0.8395249218678464,239.2926509584064,0.32437206280410297,104.24752562738733,881.3323749583307,6.362172275289138,9.299734413004378,0.0005688314409413001,3.373779445061007,-0.2855985970175441,0.9732860655811788,20181026_R01-Scene-01-P3-A01.czi_nucWholeIndexImageScale.tiff
1098713,0.763345441101021,0.6429154933351803,-0.06295558736021475,0.6188282937264411,-0.7557305767612345,-0.21429614609636258,0.18535177483344822,-0.12462328746150922,0.9747377882222361,271.66570024751576,202.84092563570584,78.78650363505639,221.30842390808192,1317.201103192974,2964.8870459478667,0.9972103110265101,0.9857845836463792,0,68,124.30522529541382,133.37887419189542,30.991567406592985,964.993783635945,936.0,1060251215,849,3789,292.5818289680697,6.780766595151169,0.0026115901785484555,138.07221777753273,0.7886684110384383,334.6034338637464,0.27960725619102134,128.17140877959312,1200.341517677456,6.746038912086157,10.03427637715255,0.0004581109445116486,3.756030872513384,-0.27068840004612504,0.9732033659270078,20181026_R01-Scene-01-P3-A01.czi_nucWholeIndexImageScale.tiff
2409032,0.25523935397849223,-0.9665834911396488,0.02385847515937607,-0.9584770047055476,-0.24969884809669704,0.1377400330690547,0.12717980826893766,0.05802447686512218,0.9901810220627364,374.86392292013636,182.4900478581282,94.79030240152994,388.75623535739226,1370.7192962794577,5608.845213829111,0.9975950814867229,0.9589383000538906,0,84,93.87960682963116,184.7196143513245,39.91961709101415,968.9426832022157,919.0,2334213930,861,5263,280.05555657555027,6.699822949883471,0.005665430370261509,45.22666080500622,0.8534602702367684,155.80535891638107,0.37421353155563264,82.43184628119724,577.9947748605185,6.140540178224497,8.782058771400674,0.0006912652065563337,3.0420862559683832,-0.31131617751929447,0.9773460941854767,20181026_R01-Scene-01-P3-A01.czi_nucWholeIndexImageScale.tiff
1153570,0.7438195929310073,0.6596748226885318,0.10752460873123282,0.6630140758106783,-0.7485819327928169,0.0061176117139630035,-0.08452661384950355,-0.06673992963005332,0.9941836014258698,355.584893690584,187.62619193572624,69.87979743472688,214.09103307703413,1048.8296396972585,4293.708893687604,0.9987561387119692,0.9789450939945877,0,58,150.04155187808283,116.61997971514516,26.105344279064123,1014.9015508378338,973.0,1170759982,873,6068,350.70448606354506,6.998152924182335,0.00472322750424434,65.66002524985534,0.8110638454782066,177.61291517512763,0.37068858756654005,83.12600978126657,644.7916354506548,6.349157136470514,9.124508252471044,0.0006433245261912111,3.2635869626395437,-0.31668916540664116,0.9796530254702888,20181026_R01-Scene-03-P5-A01.czi_nucWholeIndexImageScale.tiff
967688,0.4936011169346266,0.8666617486599058,0.07249379815296793,0.8259903233788467,-0.49325843211805365,0.27282980927484385,-0.2722093368079003,0.07478992281179343,0.9593271310665663,276.0457436929453,151.18773246050824,79.40927852349733,192.5990117248075,906.4583595722335,3504.22951453354,0.9984884539636741,0.9771666775777003,0,60,102.19908482899447,117.85414617107993,26.65609473301312,1074.2952346210761,1022.0,1039582607,926,6755,372.48476363602924,7.083117571522346,0.00503907914696561,57.01102076331666,0.8287772982501724,169.51713108018416,0.3856837515460476,77.92986165915994,621.0575035574212,6.334779238820284,9.017095376698787,0.0006782733017511607,3.1818558784051465,-0.3284088860359573,0.9820698405371507,20181026_R01-Scene-03-P5-A01.czi_nucWholeIndexImageScale.tiff
1016120,0.08423163463762304,-0.9944816854481061,-0.06253965969341505,-0.9628373762807722,-0.06506710607165377,-0.2621267985998743,-0.25661102580176265,-0.08229489058109442,0.9630048454816896,316.5643486550738,134.88691317572682,86.506658575241,243.09616482869436,689.8328219269644,4537.478723704324,0.9985638196170497,0.93584997815503,0,68,77.85615675313939,137.30294551824588,33.43065090737314,1024.529256387041,971.0,1041044668,902,4806,340.0250296712333,6.979368398413329,0.0030898617969968125,96.36867979641563,0.8238272069682011,277.11557874308465,0.32010387109295924,103.96776960865962,1012.0936351759224,6.665854382061811,9.742017807573205,0.000544336764666741,3.4963596573069395,-0.29866562806189634,0.9800049113111265,20181026_R01-Scene-03-P5-A01.czi_nucWholeIndexImageScale.tiff
