"cell_id","czi","series_id","cell_seg_id","condition","cell_id.1","dna_bright_spots_intensity_mean","dna_bright_spots_number","dna_bright_spots_width","dna_intensity_entropy","dna_intensity_max","dna_intensity_mean","dna_intensity_median","dna_intensity_mode","dna_intensity_std","dna_intensity_sum","dna_io_intensity_inner_mean","dna_io_intensity_inner_std","dna_io_intensity_outer_mean","dna_io_intensity_outer_std","dna_io_intensity_volume_inner","dna_io_intensity_volume_outer","dna_position_highest_z","dna_position_lowest_z","dna_position_x_centroid","dna_position_y_centroid","dna_position_z_centroid","dna_shape_1st_axis_length","dna_shape_1st_axis_x","dna_shape_1st_axis_y","dna_shape_1st_axis_z","dna_shape_1st_eigenvalue","dna_shape_2nd_axis_length","dna_shape_2nd_axis_x","dna_shape_2nd_axis_y","dna_shape_2nd_axis_z","dna_shape_2nd_eigenvalue","dna_shape_3rd_axis_length","dna_shape_3rd_axis_x","dna_shape_3rd_axis_y","dna_shape_3rd_axis_z","dna_shape_3rd_eigenvalue","dna_shape_equator_eccentricity","dna_shape_meridional_eccentricity","dna_shape_sphericity","dna_surface_area","dna_texture_haralick_ang2nd_moment","dna_texture_haralick_contrast","dna_texture_haralick_corr","dna_texture_haralick_diff_entropy","dna_texture_haralick_diff_var","dna_texture_haralick_entropy","dna_texture_haralick_info_corr1","dna_texture_haralick_info_corr2","dna_texture_haralick_inv_diff_moment","dna_texture_haralick_sum_avg","dna_texture_haralick_sum_entropy","dna_texture_haralick_sum_var","dna_texture_haralick_variance","dna_volume","outlier","dna_io_intensity_ratio"
"20181005_R02_001-Scene-01-P86-A02_seg_0_cid_11","20181005_R02_001.czi",0,11,"Control","20181005_R02_001-Scene-01-P86-A02_seg_0_cid_11",1602.4,20,5.74477233522631,6.69798150902173,2034,1022.70813302208,1049,1025,241.766575041625,685638873,1087.01031012192,149.193496723165,762.126602407096,347.07388252375,537724,132691,101,0,65.7560898846237,50.8032084604312,52.2578865329684,145.333321885246,-0.784934218772907,0.405726257787852,0.468256848258338,369.601760806105,103.161088649788,0.455217023480255,0.890341171894495,-0.00837013520288852,522.062206025342,91.8221463011325,0.420304334658997,-0.206588483151903,0.883552751620329,1151.21949057257,0.706247536538244,0.947061438011839,1.16595943713686,39017,0.00042183877483633,211.104362476603,0.842919113276762,4.5993134854166,0.000209122271348369,11.9637689870883,-0.196741204782161,0.956115709374345,0.130017217078345,239.275145670024,7.6122613234878,2510.97436617092,680.51968216188,670415,FALSE,1.42628574660524
"20181005_R02_001-Scene-01-P86-A02_seg_0_cid_22","20181005_R02_001.czi",0,22,"Control","20181005_R02_001-Scene-01-P86-A02_seg_0_cid_22",2107.02040816327,28,5.43769948219847,6.91079637020758,3166,1204.28719650492,1213,1167,296.431915538232,957344494,1271.02789503567,210.127331702098,909.623032226862,417.60998050764,648144,146803,98,0,72.9329439572701,58.4028092438867,46.60494599011,143.720857009457,-0.929931880252638,-0.303673999031887,0.207385632100621,496.965174398179,112.594064487817,-0.221776162859677,0.912992762082332,0.342431817990841,607.561377742166,102.195520763696,0.293329220632775,-0.272445074643048,0.916368730165818,1048.484729922,0.575265105254436,0.880533359738748,1.21526598144722,42128,0.00070534789675299,110.209710660944,0.873072067915071,4.23701673396105,0.000268366547489252,11.2829244240919,-0.210175745358158,0.957438902468315,0.161318765718685,166.592172724367,7.27764281145432,1638.1355561563,437.086316704312,794947,FALSE,1.39731278783041
"20181005_R02_001-Scene-01-P86-A02_seg_0_cid_32","20181005_R02_001.czi",0,32,"Control","20181005_R02_001-Scene-01-P86-A02_seg_0_cid_32",2027.55102040816,14,5.75503928649823,6.82687728238785,2993,1213.5158879812,1232,1204,278.168967832346,884894572,1282.85821779243,187.223254583816,909.805160024199,386.597770015963,593657,135542,103,0,62.5734717134829,55.7536982360096,53.9713123578063,132.02103901695,0.825880024137597,0.166653016057511,-0.538654766960637,515.54880149212,107.100485521394,0.0504339898695482,0.929659436644637,0.364951701631072,565.530837440305,106.71351330819,0.561585788990712,-0.328572829212202,0.759382181452244,877.976144015021,0.41103568139713,0.809440882240084,1.24367243800847,38774,0.00065591101145566,118.162251958446,0.856802212870612,4.28777458822317,0.00025649176813946,11.3356991991172,-0.198779655943935,0.950386259508324,0.153901915656578,176.248853007331,7.26593919771123,1544.2292700513,415.597880502437,729199,FALSE,1.41003620792644
"20181005_R02_001-Scene-01-P86-A02_seg_0_cid_16","20181005_R02_001.czi",0,16,"Control","20181005_R02_001-Scene-01-P86-A02_seg_0_cid_16",1651.95714285714,20,5.81147971780943,6.62067199643422,2052,1060.69717330828,1080,1077,231.019812870672,717953035,1118.06273133167,146.077198523666,811.823681118043,340.764723157818,550076,126793,92,0,64.2780538036164,54.6747243558207,43.8542790407006,130.736788579466,0.998830474630414,0.0444740477301157,-0.0189668665857671,497.246136549952,109.347034890911,0.0466929189526855,-0.785477224735884,0.617126648866253,522.072601806527,109.083357597198,-0.01254807830948,0.617290521958433,0.786635212300482,864.704023764691,0.304706379401996,0.818119820669216,1.26168689155906,36297,0.000425477776589741,193.202622467693,0.844251082043961,4.59197567945417,0.000205129118214851,11.9329956068988,-0.188179558128371,0.950061420076224,0.126029373073632,230.463523749646,7.56090039086948,2311.51553243359,626.179538725321,676869,FALSE,1.37722359834573
"20181005_R02_001-Scene-01-P86-A02_seg_0_cid_40","20181005_R02_001.czi",0,40,"Control","20181005_R02_001-Scene-01-P86-A02_seg_0_cid_40",2204.61904761905,15,5.74758761824775,6.88398048619948,2851,1271.44725338914,1298,1292,306.15728950674,855443698,1356.93676659541,192.128818257753,925.959058894051,417.679329780436,539351,133460,87,0,69.1560988152691,53.0361245580111,43.8994308951548,147.295800088045,-0.886954350582122,-0.439248762016077,0.142732284542741,379.484027841349,105.842974187827,-0.298311616896642,0.780766130529787,0.549012229956724,526.638327454828,92.3830523698301,0.352593475844289,-0.444370087297613,0.823536924677428,1099.29760696157,0.69337381678845,0.938526974328206,1.1843892420377,38505,0.000566680472420004,153.474215378012,0.857419715225983,4.41579964064541,0.000237343009677518,11.5675481771612,-0.204192641881216,0.956624057054731,0.145034992384329,204.898468067761,7.41748679372032,2027.3085343852,545.195687440803,672811,FALSE,1.46543926922224
"20181005_R02_001-Scene-01-P86-A02_seg_0_cid_55","20181005_R02_001.czi",0,55,"Control","20181005_R02_001-Scene-01-P86-A02_seg_0_cid_55",2056.60846560847,27,5.39523481549932,6.84108822988695,2776,1167.8684525087,1195,1215,286.561101543675,974094551,1247.51693679344,179.714872817474,825.177630993401,389.534709681944,676781,157298,90,0,74.5036705156226,64.9994436977792,46.4026932700619,146.423980919662,0.992390340596666,0.0260376246319073,-0.120347222626705,416.189590837927,119.677961867737,-0.0218074998806127,0.999101736949136,0.0363338984169868,711.875442177083,95.4689568919242,0.121185167571741,-0.0334329377821743,0.992066728517726,1161.83873910753,0.811294122127872,0.933638619717824,1.15230705591134,45935,0.000590364268655033,140.627559062064,0.852927461300002,4.37968324017648,0.000242795813203138,11.4991414896492,-0.199502550887497,0.953371785912223,0.148099845816495,186.813468073861,7.36185266727669,1793.25758194142,483.471285250873,834079,FALSE,1.51181623196887
"20181005_R02_001-Scene-02-P87-A02_seg_0_cid_84","20181005_R02_001.czi",1,84,"Control","20181005_R02_001-Scene-02-P87-A02_seg_0_cid_84",1555.44360902256,19,5.83304834362699,6.54337881184231,1904,974.952457348492,1000,985,224.425099670599,505002949,1040.17612574698,125.159510614766,740.791476879996,323.799115997425,405131,112846,117,0,57.4680941431762,41.5941673085871,57.8923890443012,126.259579093486,0.660461292472899,0.4151420858857,-0.625657997368769,261.459724330971,105.738807166546,0.749278858193205,-0.310344187051657,0.585036475980714,564.532351798644,74.9471564465634,-0.0487039403920749,0.855186256957931,0.516027510991971,886.197947773921,0.886283088368042,0.955486337156323,1.14016236718309,33365,0.000505031791235435,230.396495722566,0.813459865027718,4.62807709259949,0.00020757404681308,11.8038854816238,-0.180936375990627,0.942514597518539,0.129785363652564,246.666817464619,7.46180590490433,2273.04847323518,625.861242239435,517977,FALSE,1.40414159478172
"20181005_R02_001-Scene-02-P87-A02_seg_0_cid_93","20181005_R02_001.czi",1,93,"Control","20181005_R02_001-Scene-02-P87-A02_seg_0_cid_93",1520.89523809524,15,5.70154590171935,6.36224843721272,1974,960.952961142915,984,980,197.273451808642,531111014,1011.29008864897,109.491709445202,743.376722552315,311.480255033093,448849,103843,95,0,55.7461823221613,48.5416561122651,45.8205275270856,118.579669166757,0.901144420907677,-0.0457154497014032,-0.431101879287907,400.701488893109,108.598727620841,0.30719982553559,-0.634318893931504,0.709413707220559,548.370682416845,92.743899324873,0.305887233891625,0.77171862648255,0.557569154170151,650.258400805422,0.682684972481636,0.787574961213592,1.31825826979773,30185,0.000646487878083471,177.43623356563,0.789454382860439,4.46257029403682,0.000229910024427547,11.4197347816556,-0.168788675534894,0.926171035590494,0.139933211283656,217.130171119229,7.19720825610231,1528.6627237422,426.524739326956,552692,FALSE,1.36040053174761
"20181005_R02_001-Scene-02-P87-A02_seg_0_cid_94","20181005_R02_001.czi",1,94,"Control","20181005_R02_001-Scene-02-P87-A02_seg_0_cid_94",1656.37662337662,11,5.74251390573693,6.55994639605684,2111,1057.29776455724,1092,1081,235.487769759061,531381997,1126.37358189993,130.669810133585,777.748144726404,336.629885054569,403004,99581,76,0,56.453648636549,53.7135489519186,38.5445267964623,120.078602340314,-0.835198084629486,-0.519547976807457,0.180316552835608,291.910969303308,108.671709461774,-0.396421311313324,0.7960128906404,0.457398755869471,555.686136387977,82.2521340533638,0.381174898659216,-0.310537240487502,0.870788331859438,740.053593629249,0.850907054192848,0.918919244256063,1.2821043332899,29057,0.000506528660676894,196.550867980007,0.817275582109701,4.59117479417224,0.000206951174463241,11.7296593666811,-0.174834668971236,0.937064979313372,0.127757381994197,222.039264155031,7.39227799755828,1989.95835585103,546.627305957758,502585,FALSE,1.44824978309163
"20181005_R02_001-Scene-02-P87-A02_seg_0_cid_99","20181005_R02_001.czi",1,99,"Control","20181005_R02_001-Scene-02-P87-A02_seg_0_cid_99",1766.92857142857,10,5.67078070501202,6.84989966290741,2231,1160.47451489664,1201,1249,288.00667212672,384250519,1250.90764209222,168.313229027765,901.550326095834,385.839465163978,245404,85711,82,0,59.7774187215922,30.5290578801927,38.1636893526418,118.459489176138,0.971700867061129,-0.153230642472365,0.179771508199037,188.645324953293,85.3841215346295,-0.19946464774509,-0.124587254860524,0.971952606985673,368.687266570143,60.6632120080875,0.12653568371245,0.980305251507828,0.15162563969724,764.410593501882,0.859183494888348,0.969070171901084,1.13175337861129,24647,0.000341547427693794,238.805017309552,0.840563666431921,4.71864294176277,0.000189550972437163,12.208735104217,-0.19019513452113,0.953780963510504,0.118376029320248,237.398789673842,7.71879666604289,2790.23163939453,757.259164176021,331115,FALSE,1.38750728149507
"20181005_R02_001-Scene-02-P87-A02_seg_0_cid_95","20181005_R02_001.czi",1,95,"Control","20181005_R02_001-Scene-02-P87-A02_seg_0_cid_95",1764.88888888889,9,5.78027218336911,6.71052848126681,1937,1158.46749517053,1192,1181,263.541727522421,426377437,1241.68813062781,146.518581456693,861.861435250059,357.524609400907,287412,80641,82,0,48.4408631365591,40.2127112127873,38.7089440922911,106.025726327981,-0.850082502198836,-0.223640826127732,0.476806585886009,286.538560283001,90.9180730627145,0.244631946702076,0.634077894340827,0.733553293606576,394.311330001793,77.1804471408483,-0.466384980577333,0.740222942630941,-0.484308832352531,558.097723327967,0.686975030276978,0.858137432819773,1.29098543920443,23251,0.000293561255762429,287.696922627567,0.828598013988448,4.86199195182827,0.000167725437997003,12.3977563281905,-0.178597954799658,0.947505728108998,0.105172852913725,273.969815088148,7.78262933714606,3112.54757342825,850.061124013953,368053,FALSE,1.44070505981921
"20181005_R02_001-Scene-02-P87-A02_seg_0_cid_136","20181005_R02_001.czi",1,136,"Control","20181005_R02_001-Scene-02-P87-A02_seg_0_cid_136",1750.31428571429,10,6.03199910455912,6.50493601174753,2230,1106.38814058682,1137,1160,227.173899883506,638397021,1161.45327332225,127.260638557732,884.324140216832,364.524678608661,462359,114651,103,0,57.55735949117,40.7986949966205,55.0272681582642,129.367379706579,0.863358939998785,-0.0471997182505887,-0.502377873041041,385.267536609272,103.536419263102,-0.492324389778522,0.139392083996041,-0.859177829176502,509.175055824121,93.0436567768998,-0.110580450140972,-0.989111739651444,-0.0971078293976038,833.777164022832,0.653819617389175,0.886840879677402,1.23676508339291,33149,0.000612233941368304,190.724204967686,0.78963944847838,4.48822009971306,0.00022661315526453,11.4688926504354,-0.170612880273919,0.928370680550239,0.138171428438901,226.211812618845,7.23366923348207,1647.50871127332,459.55822906025,577010,FALSE,1.31337958617466
"20181005_R02_001-Scene-02-P87-A02_seg_0_cid_97","20181005_R02_001.czi",1,97,"Control","20181005_R02_001-Scene-02-P87-A02_seg_0_cid_97",1600.98571428571,10,5.90802001216209,6.54120070889373,1996,1044.62302331572,1080,1077,226.605736841157,462281205,1111.02379041802,122.235688392927,805.227292594597,330.769209190952,346442,96092,92,0,55.0951497512056,39.2785300112534,46.0461659443116,119.318218050077,0.880022191618519,-0.0352712862264469,-0.473621028488886,307.650107038932,96.6542916354179,-0.4711147567856,-0.191021904747393,-0.861139662218344,425.047425597097,78.5350383357817,0.0600984874833174,-0.980951868480105,0.184720338695033,702.44188753948,0.690007900090348,0.898988454912173,1.23294027727411,27664,0.00045681194957834,212.959252776644,0.811538899036801,4.63276096659495,0.000200434851836344,11.8474758785041,-0.172625564994744,0.936323091805479,0.123646814042915,235.903759766092,7.44936294444947,2076.20479423799,572.291011753657,442534,FALSE,1.37976419904756
"20181005_R02_001-Scene-02-P87-A02_seg_0_cid_127","20181005_R02_001.czi",1,127,"Control","20181005_R02_001-Scene-02-P87-A02_seg_0_cid_127",1643.83193277311,17,5.4466248353034,6.59563803359096,2021,1065.11429028705,1096,1092,239.763311275946,505781237,1131.20077347245,135.970952365591,812.204529514012,355.040780215835,376484,98377,87,0,56.0518151627529,42.3864815177494,41.0220380279703,119.900770471242,-0.901754580267345,-0.131025599877182,0.411911360784926,325.249167702334,93.6366308324732,-0.344688489322803,0.792993319353926,-0.50234593736628,435.928731426481,82.9641559555203,0.26082277947915,0.594973854582592,0.760248373933088,747.81738461674,0.665826859464058,0.900463651139121,1.23745405460327,28944,0.000419247207930728,236.583360010953,0.810354132439998,4.69438059167901,0.000193860882797417,11.9630265038362,-0.1757384152568,0.939760169913321,0.121549003561762,240.442418029234,7.52838928409555,2290.96238749144,631.886436875597,474861,FALSE,1.39275358898738
"20181005_R02_001-Scene-02-P87-A02_seg_0_cid_115","20181005_R02_001.czi",1,115,"Control","20181005_R02_001-Scene-02-P87-A02_seg_0_cid_115",1873.97959183673,14,5.8291982121276,6.71726601527366,2420,1155.11682459503,1190,1199,264.185857478385,635724320,1225.60336892009,154.848726370181,869.988330308197,392.085245925502,441269,109086,98,0,58.6190186334275,46.1742965903826,48.5908440915409,133.311640961064,-0.825640138189917,0.161019752839519,0.540731912693559,335.448270956312,94.1096650981848,0.408261854893651,0.832006219973277,0.375616703255558,449.198642443444,83.355398656406,0.389410605978484,-0.530884440458823,0.752675953402387,930.216049702013,0.665081874406111,0.932715419839663,1.23991777149941,31998,0.000547939016121045,184.041442706114,0.82343604444241,4.49451574440644,0.000226420202263017,11.6378858908789,-0.187184438345746,0.946065562063618,0.139206540312547,217.530212357078,7.3922715338262,1926.11076837643,527.538052770635,550355,FALSE,1.40875840080052
"20181005_R02_001-Scene-03-P88-A02_seg_0_cid_81","20181005_R02_001.czi",2,81,"Control","20181005_R02_001-Scene-03-P88-A02_seg_0_cid_81",1994.56571428571,25,5.33599106001121,6.79370444162476,2851,1193.13859523097,1222,1232,279.742324924383,1008193761,1272.87554825438,169.18554747485,844.071215824042,381.903221309215,687865,157128,95,0,68.7770975617549,68.0110178427514,44.3645166291318,143.55687379932,0.133987329114943,-0.937682297831795,0.320623305406094,386.266021757928,137.410249005426,-0.961006442090135,-0.0439701506079373,0.27300777299699,883.689690279329,91.4287942431391,-0.241896700882638,-0.344700644310974,-0.907010171890975,1001.5793466399,0.899410022344306,0.922642253471382,1.15790091121685,46127,0.000634149278633439,137.82564742386,0.841184198198885,4.37163489232469,0.000242967424257057,11.3879579122654,-0.192293392887565,0.946165444364191,0.147772036723057,189.25616698265,7.27018908038809,1622.4726048688,440.074563073164,844993,FALSE,1.50801913913355
