"cell_id","czi","series_id","cell_seg_id","condition","cell_id.1","dna_bright_spots_intensity_mean","dna_bright_spots_number","dna_bright_spots_width","dna_intensity_entropy","dna_intensity_max","dna_intensity_mean","dna_intensity_median","dna_intensity_mode","dna_intensity_std","dna_intensity_sum","dna_io_intensity_inner_mean","dna_io_intensity_inner_std","dna_io_intensity_outer_mean","dna_io_intensity_outer_std","dna_io_intensity_volume_inner","dna_io_intensity_volume_outer","dna_position_highest_z","dna_position_lowest_z","dna_position_x_centroid","dna_position_y_centroid","dna_position_z_centroid","dna_shape_1st_axis_length","dna_shape_1st_axis_x","dna_shape_1st_axis_y","dna_shape_1st_axis_z","dna_shape_1st_eigenvalue","dna_shape_2nd_axis_length","dna_shape_2nd_axis_x","dna_shape_2nd_axis_y","dna_shape_2nd_axis_z","dna_shape_2nd_eigenvalue","dna_shape_3rd_axis_length","dna_shape_3rd_axis_x","dna_shape_3rd_axis_y","dna_shape_3rd_axis_z","dna_shape_3rd_eigenvalue","dna_shape_equator_eccentricity","dna_shape_meridional_eccentricity","dna_shape_sphericity","dna_surface_area","dna_texture_haralick_ang2nd_moment","dna_texture_haralick_contrast","dna_texture_haralick_corr","dna_texture_haralick_diff_entropy","dna_texture_haralick_diff_var","dna_texture_haralick_entropy","dna_texture_haralick_info_corr1","dna_texture_haralick_info_corr2","dna_texture_haralick_inv_diff_moment","dna_texture_haralick_sum_avg","dna_texture_haralick_sum_entropy","dna_texture_haralick_sum_var","dna_texture_haralick_variance","dna_volume","outlier","dna_io_intensity_ratio"
"20181005_R02_002-Scene-09-P103-C02_seg_0_cid_38","20181005_R02_002.czi",8,38,"Control","20181005_R02_002-Scene-09-P103-C02_seg_0_cid_38",1973.26623376623,22,5.6796079320187,6.87996316159625,2569,1195.79061420977,1236,1249,304.537042019772,738002506,1288.52378520386,178.022994064331,840.212609959189,409.178446102258,489506,127661,74,0,63.2768067638095,59.1223007711041,38.5177026639467,137.491897976678,0.996721955138501,0.075212534517925,-0.0298063549645548,272.619612253012,119.089804360285,-0.0554257165380119,0.903188704758349,0.425650271400341,697.612790750005,81.9020435766315,0.058934998864266,-0.422602932134085,0.904396720284048,1022.75392890289,0.920480160107354,0.963819861039488,1.16425924385678,36895,0.000430799009590426,192.308262405586,0.842159714096942,4.62243722018653,0.000202180686158386,11.9145615678458,-0.186971949416424,0.948233384609448,0.125868146002321,209.834876884361,7.54053751983091,2281.21359309531,618.380463875225,617167,FALSE,1.53356873002233
"20181005_R02_002-Scene-09-P103-C02_seg_0_cid_54","20181005_R02_002.czi",8,54,"Control","20181005_R02_002-Scene-09-P103-C02_seg_0_cid_54",1919.75238095238,45,5.47277767142925,6.85664372349375,2522,1104.77880592987,1119,1099,278.61126278737,802314674,1180.63618042673,189.534509212683,802.44447876978,359.840907279345,580557,145665,84,0,68.8969970615046,61.7701666983374,42.4298534057079,149.090302093557,0.7763919798106,-0.628280521623516,-0.049790358848468,325.751693220203,118.322570333578,-0.58867674325235,-0.694694450428226,-0.413351318490738,656.801178725471,84.548189289614,-0.225111496018268,-0.350233074812628,0.909209331049627,1182.84977915778,0.868341384806824,0.961330968796338,1.13672090176126,42302,0.000470918006760591,174.326702297265,0.855887260276765,4.56703953777432,0.000211792483858022,11.8599156324792,-0.193071177221261,0.9516618675314,0.132172597822203,200.176300161486,7.5347620154879,2270.61627940668,611.235745425987,726222,FALSE,1.47129952496745
"20181005_R02_002-Scene-09-P103-C02_seg_0_cid_70","20181005_R02_002.czi",8,70,"Control","20181005_R02_002-Scene-09-P103-C02_seg_0_cid_70",2006.11428571429,20,5.79972063867687,6.84387701219777,2577,1153.89288752119,1183,1193,284.743299581749,592822856,1233.66402815726,185.435586732856,856.307883542346,378.111694551759,405153,108606,84,0,59.7061851957825,56.7768876068351,41.4001993152431,129.582689713453,-0.764841485241976,0.641182531486501,0.0624697028119247,225.81940369916,106.915251886879,0.495658769958354,0.523750646661132,0.692825839504718,565.205794071006,68.8614101673818,-0.41150927840842,-0.56086560015623,0.718393967364128,974.741063375578,0.916718013124894,0.97279415523943,1.18385261054679,31952,0.000522051583337768,187.977600706089,0.839589203022795,4.55037146092138,0.000219328722761317,11.7462725034314,-0.191486202630196,0.949756137309816,0.137507730840217,209.619190625599,7.46687647023297,2181.89090536277,592.467126517216,513759,FALSE,1.44067811574253
"20181005_R02_002-Scene-10-P104-C02_seg_0_cid_31","20181005_R02_002.czi",9,31,"Control","20181005_R02_002-Scene-10-P104-C02_seg_0_cid_31",1875.92857142857,18,5.93316857151889,6.76769082937663,2583,1134.86129840275,1162,1169,264.149720286709,655585540,1208.01720678676,163.391092033501,853.300178782766,368.374818466532,458540,119139,92,0,49.7562625610417,59.8162543557928,50.5549050597304,124.6552946452,0.10281885530004,-0.92575198160718,-0.363883980885625,403.469354747329,105.951819914954,-0.978595967383524,-0.0285820029717105,-0.203796471330665,530.426562734374,101.285499451528,-0.178264454155884,-0.377049516186542,0.908875924825825,789.725635900521,0.649161350910788,0.859641259706333,1.18373082386168,34662,0.000527087939145739,165.83759445456,0.827547691255173,4.50034768870901,0.000221520929651302,11.6193043710451,-0.182557124433835,0.941395339705989,0.136029998074439,198.850050762232,7.36224072018126,1782.55609835477,487.098423202333,577679,FALSE,1.41570016838622
"20181005_R02_002-Scene-10-P104-C02_seg_0_cid_29","20181005_R02_002.czi",9,29,"Control","20181005_R02_002-Scene-10-P104-C02_seg_0_cid_29",1907.28571428571,11,5.64285552711635,6.83521308386626,2559,1123.97900078747,1155,1167,281.088387004813,642297800,1206.81028022339,176.528571315462,825.589196546503,370.97998833367,447286,124164,95,0,50.9962971388573,54.6449943127133,48.4773733484994,134.301700025301,0.306912766139233,0.782150807988388,0.542258856584083,289.720990132178,116.245498400266,0.84182460449007,-0.488896418070674,0.228717353239322,655.794784455088,82.7866046902372,0.443999875288159,0.386290571928409,-0.808482346612047,845.622473635013,0.897120439178279,0.939476739936329,1.11772544829764,36434,0.000481457915152698,170.054245263212,0.848937736403602,4.51662604814521,0.000219542982443214,11.7520537662959,-0.196303615370719,0.952570355078725,0.135435094978457,201.750759836863,7.48822536580608,2108.98299414104,569.759309851062,571450,FALSE,1.46175638595026
"20181005_R02_002-Scene-10-P104-C02_seg_0_cid_13","20181005_R02_002.czi",9,13,"Control","20181005_R02_002-Scene-10-P104-C02_seg_0_cid_13",1605.24060150376,19,5.64337044466067,6.53008642551232,1967,962.647133087558,989,968,225.864269328271,696924757,1030.04790370636,129.558278115784,691.166072879555,311.26464444363,579976,143991,87,0,63.1952616624791,72.3500076660953,42.9259040812634,145.145832159223,0.355988295508014,0.920052715609511,0.163631702187757,336.427829478003,115.837699935808,0.915807806526708,-0.308642946250302,-0.256973915475234,660.844078700621,86.623490111275,0.185925778110616,-0.24133489641885,0.952464735727504,1144.02224466238,0.860714440422308,0.955782484491061,1.12713159004287,42570,0.000523947026613213,201.629025517453,0.825609928345392,4.56379836382429,0.000214715136341033,11.7086060421822,-0.186571806088224,0.945448720977816,0.132777882489309,229.273718081366,7.42977964544692,2155.4489659176,589.269497858762,723967,FALSE,1.49030449283332
"20181005_R02_002-Scene-10-P104-C02_seg_0_cid_45","20181005_R02_002.czi",9,45,"Control","20181005_R02_002-Scene-10-P104-C02_seg_0_cid_45",1670.78571428571,10,5.97231895558232,6.69784208354385,1954,957.404535418386,990,985,256.776909343592,357299543,1042.88284947199,147.539491737275,702.962502397545,333.037630529876,279350,93846,74,0,46.2209482416746,59.6521211374184,38.483067878541,123.614627653124,0.35722761376965,-0.892280221761683,-0.276087735717044,202.578186645593,89.0846956425504,-0.917325271110514,-0.279532390944673,-0.283506594975806,398.3706770495,64.4127039278074,-0.175791862560426,-0.354538641428091,0.918367885322576,833.319487187607,0.861052061155612,0.97000176749236,1.09383570985865,27707,0.000404391935210328,262.866950848279,0.824089420354448,4.76284498441134,0.000188538877415027,12.0995419555425,-0.186309074962314,0.949623138614338,0.12074682902145,231.559040888165,7.64485431650864,2779.96368427108,760.707658779839,373196,FALSE,1.4835540244538
"20181005_R02_002-Scene-10-P104-C02_seg_0_cid_19","20181005_R02_002.czi",9,19,"Control","20181005_R02_002-Scene-10-P104-C02_seg_0_cid_19",1734.73333333333,15,5.32265371497365,6.56353168225764,1973,1033.06880659297,1054,1041,227.114884945808,711007540,1093.11783490797,141.520476853763,774.229055107174,324.112624628451,558646,129602,101,0,50.3724137229603,68.6689696156037,51.7669909683719,137.287220471708,-0.330068356109236,0.943925653303084,0.00769683907153523,372.765393222027,109.217791562015,0.295493802372533,0.0955762878155864,0.950551727138936,600.497948712798,88.0547884643917,0.896514524731624,0.31602141421704,-0.310470888653819,989.59676402355,0.784000274172198,0.926341766521654,1.24256749405699,37284,0.000465173789980508,207.332120417085,0.834331620711639,4.63306862773675,0.00020113545582905,11.888939344991,-0.178319901279321,0.941211326409759,0.124586325864139,239.086851005756,7.49830287344452,2320.35612535773,631.922061443703,688248,FALSE,1.41187911729386
"20181005_R02_002-Scene-10-P104-C02_seg_0_cid_17","20181005_R02_002.czi",9,17,"Control","20181005_R02_002-Scene-10-P104-C02_seg_0_cid_17",1322,10,5.87083447126121,6.34517343635561,1564,860.098068680934,883,865,191.263699937127,356006632,915.040651498772,102.643916681016,672.728242339002,282.850018627089,320062,93852,87,0,41.0099175190982,52.4982967476336,41.0794005518054,117.145376026541,-0.318632257062508,0.867041388467865,-0.383030958857073,261.81393760438,99.3650374746375,0.239864380180479,0.464695336466395,0.852363375202747,444.698768157392,72.11709939549,0.917027024618079,0.179714982542083,-0.356039269140376,701.984662256763,0.808319217198786,0.927846426759271,1.21128541652144,26883,0.000417444586400633,254.535128962424,0.800476810111784,4.74479777999803,0.000186937257669469,12.0092906454627,-0.168942862772098,0.933520917400431,0.117400282220406,253.362959747023,7.52731318417308,2331.91162624157,646.611688801,413914,FALSE,1.36019360257164
"20181005_R02_002-Scene-10-P104-C02_seg_0_cid_27","20181005_R02_002.czi",9,27,"Control","20181005_R02_002-Scene-10-P104-C02_seg_0_cid_27",1581.5119047619,12,5.60647247828751,6.51015566960631,2039,987.3130672297,1012,997,220.881171286222,487255783,1044.3187987611,125.530552645458,767.293565063266,339.591576668018,391962,101555,98,0,50.2248838439203,52.0037486044047,49.2621449717031,116.435081255119,-0.343816567046857,-0.58190851831505,-0.737002472544357,379.878444569705,97.8027266899416,-0.889746198867346,0.452813249584158,0.0575487845409757,469.098780562753,86.1900591094796,-0.300236356601298,-0.675531374040776,0.673435589244702,655.4158220537,0.58669939878125,0.814901736937777,1.24743143036942,29490,0.000567749762995638,196.70978606842,0.805777670098002,4.53653442748921,0.000220284541389079,11.6157661419612,-0.176360199457035,0.936346941054261,0.136042169752278,221.598606833639,7.33676493866357,1851.80158221665,512.127842071269,493517,FALSE,1.36104203959406
"20181005_R02_002-Scene-10-P104-C02_seg_0_cid_7","20181005_R02_002.czi",9,7,"Control","20181005_R02_002-Scene-10-P104-C02_seg_0_cid_7",1622.79591836735,7,6.06746214922902,6.53323673802541,2023,1030.49874500475,1062,1056,229.643555511968,447919676,1100.01928100143,123.181103985768,783.497637976725,328.651657693423,339194,95469,92,0,43.5568451881112,55.473428840274,42.7585692824096,122.303348018373,-0.202593188005002,-0.810001288752544,-0.5503216444891,267.173939536944,93.8950588479454,-0.82359654659499,0.444953384015766,-0.351717520873959,427.062420692417,72.8039869889573,-0.529759123197303,-0.381987432086627,0.757258788735455,778.011844297665,0.780137059440931,0.939187050333713,1.18931910532773,28324,0.000518855050408732,221.20595294207,0.79651033217404,4.5887914687264,0.00021129911376294,11.6764152290214,-0.177157905967441,0.93807422011128,0.130604063211566,239.335197715056,7.37905598413202,1989.26120407538,552.616789254363,434663,FALSE,1.40398544639149
"20181005_R02_002-Scene-10-P104-C02_seg_0_cid_18","20181005_R02_002.czi",9,18,"Control","20181005_R02_002-Scene-10-P104-C02_seg_0_cid_18",1668.1978021978,13,5.74621448760061,6.62468842338729,2178,1073.83252826552,1098,1097,238.89033758019,548208687,1138.99460814302,141.173414556928,827.392922376568,347.468104875445,403757,106759,101,0,50.1425851491432,51.0813196843977,48.3217274287192,130.334854764473,0.638066094660433,-0.690909163249336,0.339876723214294,265.611601223838,103.123490160352,-0.0827698483255487,0.377305408282833,0.922382665214763,526.401973727168,73.181073959301,-0.765519961237425,-0.616672649805897,0.183559341708408,873.584149288516,0.863365282792705,0.9526566813802,1.2296582372609,30627,0.000510924299838076,197.193919120709,0.817783451640917,4.55655747247192,0.000215685093941544,11.7056490178454,-0.181220765908538,0.941394292562288,0.133375336315671,230.557896870186,7.409846037207,1993.12153670721,547.578863956977,510516,FALSE,1.37660666092165
"20181005_R02_002-Scene-10-P104-C02_seg_0_cid_21","20181005_R02_002.czi",9,21,"Control","20181005_R02_002-Scene-10-P104-C02_seg_0_cid_21",2117.42857142857,16,5.85922416729453,6.89440183897428,2677,1290.84949009556,1329,1354,304.353412243956,747314077,1378.33773484024,182.402021185696,945.3192042336,421.249579454764,461963,116969,106,0,52.1383098533161,58.5317688433184,50.6565399736066,130.957298320136,-0.554801592315402,0.796480705715559,0.240444751631512,289.543009303918,113.51422585322,0.508051350454854,0.0954729888354173,0.856019119940572,601.835004080228,76.8765661175617,0.658846733668229,0.59707905157163,-0.457621664379025,906.813336481748,0.876665550871807,0.947654611570705,1.19872122966816,34280,0.000481372467799077,192.210128621464,0.835412622657539,4.55795980850027,0.000215395724380526,11.7895530007347,-0.189535554706368,0.948571334928397,0.13343251764633,228.128472559382,7.48682802572911,2171.25755996435,590.866922146453,578932,FALSE,1.45806594076093
"20181005_R02_002-Scene-10-P104-C02_seg_0_cid_1","20181005_R02_002.czi",9,1,"Control","20181005_R02_002-Scene-10-P104-C02_seg_0_cid_1",1906.08571428571,15,5.40226767319443,6.7636442896372,2392,1205.44016882664,1229,1198,258.505217995361,857955164,1264.19488277362,168.111033038521,932.278246513584,394.26850994814,585747,125989,92,0,56.02303663156,65.7935554756258,45.0960482538469,139.596886774162,-0.398196765278714,0.885288413626649,0.240216071110948,362.290637251286,118.470302203769,0.759318819231786,0.171188628473662,0.627797247717568,675.070722615145,87.6901897373495,0.514659369760247,0.432387416768478,-0.74038291102528,991.521057911201,0.843791812810934,0.930855017369308,1.30417413666691,36359,0.00040952025236761,192.78966198002,0.835515701585845,4.61213164430774,0.000201320897803732,11.9517431436454,-0.181208172666281,0.944388293043234,0.123846122592687,221.415877243591,7.53845634833709,2172.63325056367,591.355728135922,711736,FALSE,1.35602743869794
"20181005_R02_002-Scene-10-P104-C02_seg_0_cid_40","20181005_R02_002.czi",9,40,"Control","20181005_R02_002-Scene-10-P104-C02_seg_0_cid_40",1958.37755102041,14,5.22291629364702,6.88198215942807,2406,1180.32393557328,1219,1203,295.993036305265,626851157,1275.03842500731,176.204184933237,846.274052353879,379.314428473562,413767,117317,76,0,61.2197336014642,53.0220097009136,36.8702163876148,125.378404096222,0.977624824819597,-0.0185499831361383,-0.209536631695037,214.999813021106,121.319265497574,0.109546962294924,0.895267594119784,0.431851129407958,752.642168545932,67.8092694081641,-0.179580524969739,0.445142486227301,-0.877267919171202,848.664838668699,0.958331010439248,0.967377591192503,1.12780864728079,34320,0.000380692255113088,218.832943584546,0.843933199014763,4.70314527468349,0.000190330081068829,12.0854082659205,-0.188585083648541,0.9515415607328,0.119599124976129,225.410121630349,7.64469473745939,2632.06871906911,712.725415663418,531084,FALSE,1.50664955573297
"20181005_R02_002-Scene-10-P104-C02_seg_0_cid_44","20181005_R02_002.czi",9,44,"Control","20181005_R02_002-Scene-10-P104-C02_seg_0_cid_44",1638.79365079365,9,5.72133890607523,6.70053265546865,1950,972.206830364516,1000,979,249.575267674902,388491905,1056.34252994786,146.210207995012,713.535493606868,315.262698862506,301524,98074,76,0,48.2334771445303,60.471083438856,36.1181687596034,124.848697986306,0.226928914480383,-0.905294713775044,-0.35908877590885,182.150321737589,97.7537832780798,-0.970094442424553,-0.177502855230526,-0.165558174555069,485.740745335895,62.1278628244025,-0.0861396572418946,-0.385919962681346,0.918501900844129,861.126292223893,0.927026857671052,0.977372440818579,1.08132168237188,29388,0.000405302362717721,265.764576161622,0.833076128614344,4.70724288016658,0.000197832477064011,12.0498765358231,-0.202202134243566,0.960401632187547,0.126589855399722,238.765289034352,7.68395724814655,2984.82449354125,812.647267425719,399598,FALSE,1.48043445548607
"20181005_R02_002-Scene-10-P104-C02_seg_0_cid_39","20181005_R02_002.czi",9,39,"Control","20181005_R02_002-Scene-10-P104-C02_seg_0_cid_39",1605.35064935065,11,5.48611387364006,6.56733849544243,2067,954.265355127637,980,987,225.117285209219,432771744,1020.44587149874,129.627355678521,693.95777175864,314.529921195974,361584,91929,82,0,49.9557212251909,49.5955397088948,38.7635789933254,108.2114261269,0.673460236362344,-0.739008427504648,0.0178284636433626,319.924758227106,99.0219837962239,0.594526329300172,0.555810944221121,0.581044437244596,481.070598139133,81.5081690306245,0.439305991090081,0.380710832996821,-0.813676537594165,617.444180923424,0.74681964531097,0.855293632123191,1.28225066960772,27056,0.000512698517033774,177.598616272955,0.823142302740315,4.55415254078685,0.000213029242737942,11.7059122291825,-0.178124981575085,0.938924622674125,0.131492496461489,205.29379742793,7.39155443861712,1854.97208571035,508.142675495827,453513,FALSE,1.47047257488407
"20181005_R02_002-Scene-10-P104-C02_seg_0_cid_36","20181005_R02_002.czi",9,36,"Control","20181005_R02_002-Scene-10-P104-C02_seg_0_cid_36",1931.94642857143,16,5.86710594299904,6.76182268415435,2491,1180.47400112558,1208,1212,265.247182924046,753016102,1249.21890576256,165.707193392727,892.95144085078,383.844727238786,514806,123087,92,0,48.7783828949369,57.0286693849909,45.5085304275168,128.364448010722,-0.326933925857844,0.930688486583684,0.164113220258909,398.22380352523,115.750557767471,0.756893901991095,0.153881388112832,0.635163081043886,591.849636866366,95.1256071296433,0.565884996489457,0.331872655295732,-0.754741486480694,839.259335311905,0.739782356976486,0.880258554229643,1.23539674789323,35576,0.000474700481081144,181.202024283565,0.832697638093264,4.56358003375172,0.000210783921909684,11.7814832052797,-0.181598311831086,0.942420201707595,0.129708214296753,211.578320133158,7.44933682906745,2006.39663315425,546.899664359453,637893,FALSE,1.39897742319822
"20181005_R02_002-Scene-10-P104-C02_seg_0_cid_8","20181005_R02_002.czi",9,8,"Control","20181005_R02_002-Scene-10-P104-C02_seg_0_cid_8",1549.28571428571,11,5.87262056035977,6.59561482609865,1821,1035.68487792869,1060,1035,232.893985615374,412292686,1104.87841962558,137.308277421748,765.970877011664,317.435134508032,316811,81276,79,0,44.4252286560475,49.9535302584611,36.9124638584028,100.904649702457,-0.0686772674683022,-0.986879735272645,-0.146122623304134,342.828306136618,94.5555913993696,0.728841941984018,-0.149646918012198,0.668128149036108,414.516275116793,85.1795637575409,-0.681228931078277,-0.0606150809423301,0.729556684174919,518.716712356231,0.562119061520319,0.750459663083112,1.34156689000399,23625,0.000328388021614824,250.069016384752,0.838793743067226,4.78154420328612,0.000177723214689514,12.2782179884142,-0.18329306320709,0.949711462692103,0.110848542348881,254.312014304317,7.73157627724668,2890.27261197107,785.085407088954,398087,FALSE,1.44245486713035
"20181005_R02_002-Scene-10-P104-C02_seg_0_cid_38","20181005_R02_002.czi",9,38,"Control","20181005_R02_002-Scene-10-P104-C02_seg_0_cid_38",1552.78571428571,6,5.91312573559728,6.47825712638745,2020,1001.05283062189,1027,1012,214.880626761786,453433887,1060.41505992997,123.56057919644,781.895702344082,315.01837494212,356416,96541,92,0,40.3873325724075,59.1392869521831,44.7302017630813,117.199467710573,-0.289155756347487,0.943336404590627,-0.162804718436358,272.623979062987,100.682403069627,0.204449110211873,0.227001823522752,0.952192592625525,491.060894040517,75.3315694440011,-0.935194904768352,-0.2420466894865,0.258503172522001,714.910073095672,0.831734585980227,0.92443475763973,1.24133641845072,27924,0.000529307029903997,197.577027733414,0.803662239836426,4.56741393306566,0.000212560805698682,11.6551922464352,-0.17211428736645,0.932830511572966,0.130988844648305,221.404770724879,7.34437411000602,1838.55407623858,509.032775992997,452957,FALSE,1.35621037019503
"20181005_R02_002-Scene-10-P104-C02_seg_0_cid_9","20181005_R02_002.czi",9,9,"Control","20181005_R02_002-Scene-10-P104-C02_seg_0_cid_9",1607.29411764706,17,5.87725214459534,6.55099679357429,2041,1018.46474487108,1042,1036,226.243733146367,545182141,1073.23418298543,132.192257517077,816.297907209086,351.680307851919,421192,114106,95,0,41.6804322078543,64.8789067024349,44.314781673012,140.21690720298,-0.109016531529192,-0.903242682347185,-0.415051867408889,282.291443796793,99.7801748375044,0.382986533332568,-0.423471349062996,0.820970968919527,479.679584407881,77.2424696531111,-0.917298594318799,-0.0694598683343726,0.392095161346995,1031.00725436575,0.80849720435855,0.96178619225913,1.19957719562641,32444,0.00049011927707157,210.915783371632,0.811284093698817,4.60074711811855,0.000209694587992777,11.7931221341748,-0.178176896439748,0.939044570059174,0.130186821869482,226.59441694485,7.43885540001312,2049.4902491158,565.101508121859,535298,FALSE,1.31475797439541
"20181005_R02_002-Scene-10-P104-C02_seg_0_cid_32","20181005_R02_002.czi",9,32,"Control","20181005_R02_002-Scene-10-P104-C02_seg_0_cid_32",2018.67857142857,16,6.04401113793003,6.86659220534372,2624,1235.48918414469,1263,1225,291.851478736813,871113772,1316.46701436722,182.9247364483,894.278377958695,398.789970595972,569839,135237,95,0,58.4913498686666,59.4820090316505,46.8836962256551,127.065175919211,0.623100523178975,-0.731456842842863,-0.276977661684908,449.535493051275,116.264476235158,-0.780480290452336,-0.558414066105796,-0.281112516602566,674.854968082244,101.425132709689,-0.0509534515957792,-0.391336962007863,0.918835745896367,787.216574669776,0.745843127401899,0.820919284950232,1.19992793076336,39261,0.000434585449028119,178.215357325341,0.847692987352068,4.59171314931925,0.000204625664529305,11.8908124828002,-0.186232272778841,0.94695463926485,0.126313036273978,212.037552661964,7.52627627868605,2183.88304064196,590.524599491828,705076,FALSE,1.47209979220589
"20181005_R02_002-Scene-10-P104-C02_seg_0_cid_48","20181005_R02_002.czi",9,48,"Control","20181005_R02_002-Scene-10-P104-C02_seg_0_cid_48",1746.78095238095,15,5.40141909201538,6.64187256206386,2230,1002.76497484318,1032,1020,251.740597695122,502442410,1081.61893884172,147.518051852468,727.091318587644,333.337960505753,389612,111445,79,0,57.6682273673454,55.0738758265028,39.6714984522719,117.295755952561,0.949322033118113,0.284946913573833,0.13263835750355,255.555134619257,112.175358185299,0.314235830494535,-0.869317045331036,-0.381501923363864,645.744557675682,75.0506524149827,-0.00659698945753332,-0.403847905951813,0.914802354931617,739.574706629572,0.918357132059574,0.93840278196642,1.13364244888255,32793,0.000559361759386969,191.76757782464,0.83252157289114,4.57161323261389,0.000214230260739918,11.6713874070927,-0.185871589817078,0.944534866433983,0.134254862744544,206.151796217734,7.40371844994136,2136.79701404915,582.141147968448,501057,FALSE,1.48759710257954
"20181005_R02_002-Scene-10-P104-C02_seg_0_cid_12","20181005_R02_002.czi",9,12,"Control","20181005_R02_002-Scene-10-P104-C02_seg_0_cid_12",1697.30952380952,24,5.64055696451335,6.71627128954029,2131,1086.12466619021,1116,1123,256.107273459691,709718388,1158.54794570081,154.5011045448,788.774538606992,356.27385475379,525459,127982,87,0,53.2034016843143,63.0344912547575,39.3007846155965,124.439207439679,-0.0867850431797088,0.970775935967409,0.223746370756929,354.264237991074,112.153686746792,0.976283386746495,0.127589747363949,-0.174904560061758,693.659732345442,85.3511990318671,-0.198340880917398,0.203260764817524,-0.958825300272529,825.224931785439,0.859748525303247,0.903164730456011,1.2017772353846,37187,0.000367735072469856,226.356419749243,0.831014129546157,4.73248433474964,0.000185288137679342,12.1177506603352,-0.177798073789618,0.942483644044551,0.116020994951512,230.943819768609,7.6184841835897,2487.11420714565,678.367656723725,653441,FALSE,1.46879480636742
"20181005_R02_002-Scene-10-P104-C02_seg_0_cid_2","20181005_R02_002.czi",9,2,"Control","20181005_R02_002-Scene-10-P104-C02_seg_0_cid_2",1600.98979591837,14,5.73738457638331,6.55519562993274,2109,1010.60656423503,1037,1029,229.072462415741,497648948,1069.90576664643,134.872624949827,796.922546929923,343.048828589821,385458,106968,82,0,34.3096526178553,71.4282897328736,34.8962260319317,138.233135775336,-0.0803795495662521,-0.990920781474922,0.107773525750328,283.085679611766,91.334262589679,-0.414933871892424,0.131573979844242,0.900287826078032,397.393520617553,78.447716931481,-0.906294107874418,0.0276458436130509,-0.421742453830575,1099.91641975887,0.701818248946411,0.966312886116835,1.19428865110191,30755,0.000524271234295013,210.976333036603,0.793054565596812,4.62528910402352,0.000206270916958346,11.7266534664748,-0.164536112026922,0.924755727261616,0.128428679306935,214.985000374692,7.35198870213944,1853.78359026115,516.18998082444,492426,FALSE,1.34254673903776
"20181005_R02_002-Scene-10-P104-C02_seg_0_cid_51","20181005_R02_002.czi",9,51,"Control","20181005_R02_002-Scene-10-P104-C02_seg_0_cid_51",1629.91071428571,16,5.92847813550721,6.75767833079899,2047,882.03034276376,927,963,261.898691026962,505188171,979.406633906634,154.791259306481,608.305063543815,304.085306387468,422466,150290,79,0,54.073991368052,66.7419826243636,42.1872926691296,142.36223242107,0.41662317844729,-0.901566342850067,-0.116632999706061,257.573397203685,112.134674727168,-0.876701820907508,-0.364528955852073,-0.313867101753045,640.290037215471,77.5594812308587,-0.240455909467698,-0.233016672762602,0.942276066668739,1083.1796150654,0.91551838678707,0.971315658517815,0.916166152051597,44520,0.000464083697739118,194.086457857728,0.869260534623348,4.57020495114118,0.000218671169764729,11.8980001356126,-0.21975501970248,0.967758232469005,0.141624673613106,204.623638309659,7.65141938262666,2830.29660432282,756.095765545137,572756,FALSE,1.61005832863019
"20181005_R01_001-Scene-01-P14-A01_seg_0_cid_13","20181005_R01_001.czi",0,13,"+TSA","20181005_R01_001-Scene-01-P14-A01_seg_0_cid_13",1156.80612244898,14,5.70203624349586,6.29712800244016,1438,760.488387338453,808,836,200.346812235306,373542770,838.819299630961,86.3447377976693,515.144662236056,251.190225335666,372318,118870,50,0,52.4914676254306,90.8335647450671,23.3023160174923,168.971089531183,0.263397843359759,0.95912717226167,0.103424579006927,136.204200884676,105.939440206705,0.958802086985716,-0.272106403546214,0.0815883762614514,564.05246614202,51.9132009583788,-0.106396118844923,-0.0776734998469698,0.991285374307651,1573.20436894859,0.970407203077317,0.996245113176336,1.0796588915493,33961,0.0004461821412117,261.809842646019,0.809443399937164,4.71212429956437,0.000192902293794765,11.8823506645049,-0.185986312806154,0.94831673086227,0.121872068187803,245.648670210552,7.5250837128943,2597.7351038651,714.886236627778,491188,FALSE,1.6283179485738
"20181005_R01_001-Scene-01-P14-A01_seg_0_cid_11","20181005_R01_001.czi",0,11,"+TSA","20181005_R01_001-Scene-01-P14-A01_seg_0_cid_11",2015.05102040816,14,5.71382802837537,6.69629439568228,2903,1030.30665590835,1088,1122,280.700265059439,773808723,1132.52524897223,143.450531133833,651.853508727992,335.282012672745,591331,159716,58,0,77.8047365877235,59.6987778394694,27.5697313217415,159.211966651418,0.997702610239734,-0.0675401163433123,0.00527581322203654,202.112145178416,128.389530041303,-0.067597341906353,-0.98733815006383,0.143506016583726,889.483828067695,61.003852438273,0.00448340138930232,0.143532958280894,0.989635381844807,1519.48542516933,0.973842501190724,0.991114219684705,1.08644881440104,45303,0.000945401165370646,84.4618218881629,0.872610682591962,4.05936958453893,0.000300015121271961,10.8175084592039,-0.217533917514917,0.958629334428315,0.176822543215545,143.581599177025,7.03814009263562,1266.90670084517,337.842130683334,751047,FALSE,1.73739227266293
