dna_volume,dna_shape_1st_axis_x,dna_shape_1st_axis_y,dna_shape_1st_axis_z,dna_shape_2nd_axis_x,dna_shape_2nd_axis_y,dna_shape_2nd_axis_z,dna_shape_3rd_axis_x,dna_shape_3rd_axis_y,dna_shape_3rd_axis_z,dna_shape_1st_axis_length,dna_shape_2nd_axis_length,dna_shape_3rd_axis_length,dna_shape_1st_eigenvalue,dna_shape_2nd_eigenvalue,dna_shape_3rd_eigenvalue,dna_shape_meridional_eccentricity,dna_shape_equator_eccentricity,dna_position_lowest_z,dna_position_highest_z,dna_position_x_centroid,dna_position_y_centroid,dna_position_z_centroid,dna_intensity_mean,dna_intensity_median,dna_intensity_sum,dna_intensity_mode,dna_intensity_max,dna_intensity_std,dna_intensity_entropy,dna_texture_haralick_ang2nd_moment,dna_texture_haralick_contrast,dna_texture_haralick_corr,dna_texture_haralick_variance,dna_texture_haralick_inv_diff_moment,dna_texture_haralick_sum_mean,dna_texture_haralick_sum_var,dna_texture_haralick_sum_entropy,dna_texture_haralick_entropy,dna_texture_haralick_diff_var,dna_texture_haralick_diff_entropy,dna_texture_haralick_info_corr1,dna_texture_haralick_info_corr2,dna_io_intensity_outer_volume,dna_io_intensity_outer_mean,dna_io_intensity_outer_slice_mean,dna_io_intensity_mid_volume,dna_io_intensity_mid_mean,dna_io_intensity_mid_slice_mean,dna_io_intensity_inner_volume,dna_io_intensity_inner_mean,dna_io_intensity_inner_slice_mean,dna_bright_spots_number,dna_bright_spots_number_used,dna_bright_spots_intensity_mean,dna_bright_spots_xy_cross_sec_area_mean,dna_bright_spots_xy_cross_sec_area_std,dna_surface_area,dna_roundness_sphericity,dna_roundness_roughness,dna_roundness_roughness_xy,dna_roundness_roughness_xz,dna_roundness_roughness_yz,cell_id
573142,0.4792433934418339,0.877045303989867,0.033426106439090955,0.8766053345891941,-0.4764223538634563,-0.06771135878839424,0.04346098494193205,-0.061751724579360956,0.9971448577309878,149.30667596398305,115.86587731235342,61.58105610215535,195.3446852192215,689.2713484445272,1215.3950292354725,0.9869991843799867,0.9589995704737124,0,58,181.83622208806892,96.79063827114398,29.8497440424886,968.1094545505302,1024.0,554864189,1043,2230,272.0626408311901,6.74862806309066,0.0006127450832371181,190.35832078115214,0.8769337425118416,797.3694550809112,0.15593862984293996,224.7012263965808,2999.1194995424917,7.520207008419363,11.5400831730727,0.00023919370687854996,4.459539780626034,-0.2351738578844477,0.9726143347132097,128177,825.3604000717758,1036.7284814555633,93781,1082.11986436485,1097.6908037653875,201203,1109.7614349686635,1109.262882303939,11,11,1724.221910530028,24.181818181818183,9.310972821141357,55042,0.9094598674053586,12.241858659038748,7.0397194758861055,11.590163448999446,15.0353140345558,20181026_R01-Scene-01-P3-A01_cid_1
749650,0.6838392434363084,-0.729388702730819,-0.018868213087370734,-0.7296321527566794,-0.6836419454219845,-0.01645029249886406,0.0009004443963976984,-0.025016210510339226,0.9996866401085849,176.74266609603717,125.17664358481153,51.46344355981463,167.93861747485218,881.3050970640791,1912.1521500477052,0.9961357413830222,0.9816761852218987,0,49,144.91433468952178,196.36447808977522,25.21845261121857,960.8399546455013,1020.0,720293672,1054,2156,267.41045470219956,6.697301930400248,0.0006618520124095519,193.6644391067948,0.8788785518971214,828.9114732956469,0.16085202334157453,230.4964027435278,3121.981454075792,7.499596923714102,11.463131527593138,0.00024837415646919024,4.424810417289172,-0.24080237462119697,0.9741034912021305,161596,807.0765179831184,966.1176825588412,128589,1068.5251771146832,1076.9398148148148,266641,1100.8527570778688,1102.7296995776555,15,15,1632.4941729422455,56.4,124.04235835659796,66446,0.8985854346655235,16.903665437202573,9.487211084171928,17.818067369933686,18.697270114474417,20181026_R01-Scene-01-P3-A01_cid_2
641432,0.8139828388101443,-0.5805422315878926,0.020066276822776168,-0.5807561390330185,-0.8140496423701172,0.006744385260752314,-0.012419545001315074,0.01714342731293967,0.9997759037914077,162.8982408761305,123.46618852124766,50.15131412156558,160.97917597302043,842.8291885907697,1546.2105366031337,0.9945655721829781,0.9815903134449006,1,51,146.28047867895583,180.41947392708815,24.599767395452673,930.7863358859552,983.0,597036141,999,2509,261.2395736068347,6.708595219858619,0.0008517978866591448,132.5005305584967,0.8827447040508104,587.4000385574002,0.18264083338721823,191.7802747427107,2217.099623671102,7.297475623441202,11.040078032294376,0.00028880561491516604,4.197931992311909,-0.25274858120678767,0.9756033032766532,154262,800.7679921173069,1013.0804084237396,113694,1054.8760532657836,1063.4261603375528,194376,1065.7755381322797,1056.163117834088,18,18,1695.072658305809,17.444444444444443,6.701759488888987,59414,0.9087151684860945,15.064061027974617,8.083328983668377,17.245584039171572,15.961451063421908,20181026_R01-Scene-01-P3-A01_cid_3
598881,0.9678267135210832,0.251579295774751,0.004394375093188766,0.2515905750549552,-0.9678311939853428,-0.0022276652402944456,-0.003692578840885164,-0.00326157728504187,0.9999878634139104,138.69607847738024,125.08586599199668,62.16836041769635,232.4961432771745,741.2894210722785,1055.188264090347,0.9754239955678592,0.9495428023121362,0,62,131.35993962072598,107.86432363023705,30.01773808152204,947.0583321227423,1003.0,567175241,1037,2209,251.22541785502997,6.629739088497384,0.0007359928715756538,180.11140160225855,0.8649603911293782,686.8701419622885,0.16320619275147036,221.63042076810473,2567.369166246895,7.351294145990386,11.316552150879648,0.00025491733920720953,4.38080217583095,-0.22527481150776787,0.9666983478508424,131323,813.1532176389513,984.2567849686848,95213,1055.4876434940606,1068.8547439126785,220023,1071.9969048690364,1073.6184576485462,10,10,1565.7918891781057,26.1,20.7,56858,0.9064416969755953,10.78808690439372,6.061431493871742,15.248546333329386,11.859149104219927,20181026_R01-Scene-01-P3-A01_cid_4
835852,0.5673257206774092,-0.8227822300754054,0.03421883297251592,-0.8230089750457369,-0.5679274215655125,-0.010708446578020905,-0.028244533135169312,0.022087229479760377,0.9993569935923221,157.98525569906198,124.6854706379671,73.42529156507162,293.10946304884146,840.9767989998218,1413.5746947032926,0.9782661110110186,0.9372959369290054,0,71,77.76022908361767,132.22781066504598,35.790763197312444,1150.4272682245182,1175.0,961586933,1257,3034,338.92137734341725,7.149320640722043,0.00048595667970059936,132.58464139114582,0.9061868433059648,716.1712074709362,0.15690799785886864,195.44202049184076,2732.1001884925904,7.674656428813478,11.708984767742528,0.00024635892982153006,4.3637664662748215,-0.24948703563029656,0.9786018085395493,156718,938.1497785831876,1101.4563106796118,121684,1259.886032674797,1320.2226198997853,371002,1294.9379221675356,1297.9473831775701,47,47,2071.5479345389926,35.38297872340426,71.72807788505595,70538,0.9111716492357629,12.261200944326415,6.499055320766538,12.696935965370141,14.946409790719272,20181026_R01-Scene-01-P3-A01_cid_6
511619,0.4066298897625771,0.9062666755030477,0.1154679419766718,0.9107753089649072,-0.392206220087328,-0.12908376158405127,0.07169706640827292,-0.1576546662724069,0.9848880834241949,134.75637726241692,109.61329828296195,68.86283440655659,224.8389749287921,618.5340656835772,915.9897888692873,0.9694066862578895,0.9315930361034973,0,68,137.24993989668093,148.47581110162054,32.44250506724731,1014.4970749718052,1067.0,519035979,1132,2633,275.29153096957344,6.823495060891046,0.0007440354643708635,136.37739946669055,0.8830315694550658,595.839097486094,0.17175800601850263,199.0307749937322,2246.97899047768,7.3816783584050665,11.267381807229118,0.0002731412819666096,4.265249280566033,-0.24109322303596253,0.9731867038558387,114213,869.3980982900371,1021.2576923076923,81479,1134.2984695442997,1110.506993006993,183301,1151.2681436544262,1138.403950007715,10,10,1901.9006454978603,25.1,12.169223475637219,49814,0.9320265688837335,9.396689343005875,4.25174717118281,9.852352890143283,11.672036815567266,20181026_R01-Scene-01-P3-A01_cid_7
536988,-0.14606365710415967,0.9868462977048118,-0.069280536802656,-0.9532265367114786,-0.15912840529240485,-0.2569772759178064,-0.26462157467296343,0.02850500544468782,0.9639309554538641,116.03776887638075,112.02253684488544,89.75599038252278,376.9570180238493,618.4620922558004,763.697412197393,0.8696920388582573,0.792780632390734,1,84,95.20409953295045,194.17039673139809,44.63607007977832,1092.8331322115205,1104.0,586838278,838,2325,366.98815104066733,7.269886368986226,0.000201812107591956,267.52308583675875,0.908420811912296,1472.3729420470236,0.11534698063845567,243.02857633081547,5621.968682351338,8.228085186535974,12.842461801177251,0.0001628697286089655,4.904145901063336,-0.2283220983559544,0.9783305472381016,129156,931.7671420607637,991.8379052369078,90152,1247.629980477416,1035.5338680926916,168875,1236.5449652109548,1192.9749055585537,32,30,1843.282554979269,35.3,15.975293424535275,58014,0.8260515119372928,10.20585411150336,4.604609074622501,12.955052275548974,15.150887467861333,20181026_R01-Scene-01-P3-A01_cid_8
488876,0.4102761111950684,0.9091040601542121,0.07213404462373317,0.9019981778507621,-0.4161824821732267,0.1148539450172998,-0.1344351134806557,-0.017942946894502664,0.9907599360693711,139.769389128079,104.40648462667986,62.33984311322314,206.54003157521637,524.5354482138237,1063.730059279101,0.9809687201092288,0.9192141391408033,1,58,136.86126134234448,116.05668103977287,28.82098118950409,944.1453190584116,1002.0,461569987,1033,2313,257.60497814993096,6.572315574222592,0.0009257386242890297,172.17212869849303,0.8642586286917076,654.9749549709118,0.17096455045685222,211.16449253781173,2447.727691185156,7.204044479858229,11.06141835345277,0.00026681109636594446,4.326123318928078,-0.2255497272539953,0.964454837976446,108393,817.8737372339542,1019.8618827160494,78727,1049.267900466168,1054.0358391608393,175106,1068.9149543704955,1078.1357800936414,9,9,1631.7947930354212,24.77777777777778,13.620065082058389,47302,0.9516631307539574,10.498435344718601,7.1357458240842435,8.671104895689677,12.719106226210341,20181026_R01-Scene-03-P5-A01_cid_1
422067,-0.2845970619087261,-0.9585396126927319,0.014363956689851756,-0.8923706557731713,0.25941708983681017,-0.3692930898562285,-0.35025579947786833,0.1179177018070983,0.9292019643396433,136.88671445206234,94.56327004169331,72.47505868643034,196.36834989369285,399.19361141046005,1133.533234490516,0.9848804062920267,0.8706446099532659,1,60,97.33577133488285,102.39665740273463,30.261430057313177,1074.0606301843072,1133.0,453325548,1185,2447,292.29438514551606,6.841529295270611,0.0006427597239613524,186.82283120789882,0.8775487626392157,778.0956656246873,0.15582100555374184,227.01346128903361,2925.559831290852,7.5060364982328815,11.569819704121091,0.00024288458593967657,4.440936173303092,-0.2289299037301773,0.9701845938640037,92067,920.5443752919069,1096.8639937106918,65733,1185.5436995116609,1189.3841298467087,157281,1226.4305605890095,1224.1275088547816,13,13,1870.96154070132,30.923076923076923,16.297529489331236,45068,0.9023092961082392,11.444643628437596,10.289248889610782,6.494332371334605,13.488774209197416,20181026_R01-Scene-03-P5-A01_cid_2
455793,0.5650026892123852,-0.8240082122610269,-0.042218802791636416,-0.8044604985290564,-0.5387847524186106,-0.2501085701602378,-0.18334466855939732,-0.17527537387665856,0.9672968912506864,144.49292308960813,96.72946473833649,77.22350651823771,245.96171409014025,425.92181552554257,1031.8035969466625,0.9711718712006997,0.8164041941057469,1,68,81.00708216229737,98.12827314153574,32.52936311000827,810.1061578391946,852.0,369240716,889,1869,205.4588262451518,6.456610995931571,0.0007372190114334581,189.43190422123794,0.8469183843966436,635.2536975398385,0.1655182945354303,224.1855228707502,2351.5828859381136,7.333044722082215,11.29624578232537,0.00025980791035663537,4.370964563264589,-0.22273002194886468,0.9651544060409878,100925,715.3425613079019,816.0262143407864,71640,895.7292992741485,899.4417910447761,165433,905.6636100415274,903.1222071109385,11,11,1343.4074873985778,29.90909090909091,12.317427014781247,48018,0.8932355180656424,10.39460088275158,11.131581981916899,7.21539625410041,9.206280014034864,20181026_R01-Scene-03-P5-A01_cid_3
